scenario,metric,n,mean,median,stdev,ci95_halfwidth,ci95_lower,ci95_upper
env_partial_sensor_failure,average_covariance,0,,,,,,
env_partial_sensor_failure,fusion_consistency_error,0,,,,,,
env_partial_sensor_failure,messages_sent,0,,,,,,
env_partial_sensor_failure,messages_dropped,0,,,,,,
env_partial_sensor_failure,avg_message_delay_steps,0,,,,,,
env_partial_sensor_failure,communication_load,0,,,,,,
perfect_communication,collision_risk_count,0,,,,,,
perfect_communication,total_near_misses,0,,,,,,
perfect_communication,mission_success,0,,,,,,
perfect_communication,avg_response_time_s,0,,,,,,
perfect_communication,avg_formation_error,0,,,,,,
perfect_communication,unnecessary_avoidance_count,0,,,,,,
perfect_communication,missed_response_count,0,,,,,,
perfect_communication,wrong_decisions,0,,,,,,
perfect_communication,swarm_stability,0,,,,,,
perfect_communication,rmse_position_error,0,,,,,,
perfect_communication,velocity_estimation_error,0,,,,,,
perfect_communication,track_continuity,0,,,,,,
perfect_communication,track_fragmentation,0,,,,,,
perfect_communication,false_track_count,0,,,,,,
perfect_communication,missed_track_count,0,,,,,,
perfect_communication,track_confirmation_time_steps,0,,,,,,
perfect_communication,track_loss_duration_steps,0,,,,,,
perfect_communication,association_error_count,0,,,,,,
perfect_communication,average_covariance,0,,,,,,
perfect_communication,fusion_consistency_error,0,,,,,,
perfect_communication,messages_sent,0,,,,,,
perfect_communication,messages_dropped,0,,,,,,
perfect_communication,avg_message_delay_steps,0,,,,,,
perfect_communication,communication_load,0,,,,,,
low_packet_loss,collision_risk_count,0,,,,,,
low_packet_loss,total_near_misses,0,,,,,,
low_packet_loss,mission_success,0,,,,,,
low_packet_loss,avg_response_time_s,0,,,,,,
low_packet_loss,avg_formation_error,0,,,,,,
low_packet_loss,unnecessary_avoidance_count,0,,,,,,
low_packet_loss,missed_response_count,0,,,,,,
low_packet_loss,wrong_decisions,0,,,,,,
low_packet_loss,swarm_stability,0,,,,,,
low_packet_loss,rmse_position_error,0,,,,,,
low_packet_loss,velocity_estimation_error,0,,,,,,
low_packet_loss,track_continuity,0,,,,,,
low_packet_loss,track_fragmentation,0,,,,,,
low_packet_loss,false_track_count,0,,,,,,
low_packet_loss,missed_track_count,0,,,,,,
low_packet_loss,track_confirmation_time_steps,0,,,,,,
low_packet_loss,track_loss_duration_steps,0,,,,,,
low_packet_loss,association_error_count,0,,,,,,
low_packet_loss,average_covariance,0,,,,,,
low_packet_loss,fusion_consistency_error,0,,,,,,
low_packet_loss,messages_sent,0,,,,,,
low_packet_loss,messages_dropped,0,,,,,,
low_packet_loss,avg_message_delay_steps,0,,,,,,
low_packet_loss,communication_load,0,,,,,,
high_packet_loss,collision_risk_count,0,,,,,,
high_packet_loss,total_near_misses,0,,,,,,
high_packet_loss,mission_success,0,,,,,,
high_packet_loss,avg_response_time_s,0,,,,,,
high_packet_loss,avg_formation_error,0,,,,,,
high_packet_loss,unnecessary_avoidance_count,0,,,,,,
high_packet_loss,missed_response_count,0,,,,,,
high_packet_loss,wrong_decisions,0,,,,,,
high_packet_loss,swarm_stability,0,,,,,,
high_packet_loss,rmse_position_error,0,,,,,,
high_packet_loss,velocity_estimation_error,0,,,,,,
high_packet_loss,track_continuity,0,,,,,,
high_packet_loss,track_fragmentation,0,,,,,,
high_packet_loss,false_track_count,0,,,,,,
high_packet_loss,missed_track_count,0,,,,,,
high_packet_loss,track_confirmation_time_steps,0,,,,,,
high_packet_loss,track_loss_duration_steps,0,,,,,,
high_packet_loss,association_error_count,0,,,,,,
high_packet_loss,average_covariance,0,,,,,,
high_packet_loss,fusion_consistency_error,0,,,,,,
high_packet_loss,messages_sent,0,,,,,,
high_packet_loss,messages_dropped,0,,,,,,
high_packet_loss,avg_message_delay_steps,0,,,,,,
high_packet_loss,communication_load,0,,,,,,
short_communication_range,collision_risk_count,0,,,,,,
short_communication_range,total_near_misses,0,,,,,,
short_communication_range,mission_success,0,,,,,,
short_communication_range,avg_response_time_s,0,,,,,,
short_communication_range,avg_formation_error,0,,,,,,
short_communication_range,unnecessary_avoidance_count,0,,,,,,
short_communication_range,missed_response_count,0,,,,,,
short_communication_range,wrong_decisions,0,,,,,,
short_communication_range,swarm_stability,0,,,,,,
short_communication_range,rmse_position_error,0,,,,,,
short_communication_range,velocity_estimation_error,0,,,,,,
short_communication_range,track_continuity,0,,,,,,
short_communication_range,track_fragmentation,0,,,,,,
short_communication_range,false_track_count,0,,,,,,
short_communication_range,missed_track_count,0,,,,,,
short_communication_range,track_confirmation_time_steps,0,,,,,,
short_communication_range,track_loss_duration_steps,0,,,,,,
short_communication_range,association_error_count,0,,,,,,
short_communication_range,average_covariance,0,,,,,,
short_communication_range,fusion_consistency_error,0,,,,,,
short_communication_range,messages_sent,0,,,,,,
short_communication_range,messages_dropped,0,,,,,,
short_communication_range,avg_message_delay_steps,0,,,,,,
short_communication_range,communication_load,0,,,,,,
delayed_track_sharing,collision_risk_count,0,,,,,,
delayed_track_sharing,total_near_misses,0,,,,,,
delayed_track_sharing,mission_success,0,,,,,,
delayed_track_sharing,avg_response_time_s,0,,,,,,
delayed_track_sharing,avg_formation_error,0,,,,,,
delayed_track_sharing,unnecessary_avoidance_count,0,,,,,,
delayed_track_sharing,missed_response_count,0,,,,,,
delayed_track_sharing,wrong_decisions,0,,,,,,
delayed_track_sharing,swarm_stability,0,,,,,,
delayed_track_sharing,rmse_position_error,0,,,,,,
delayed_track_sharing,velocity_estimation_error,0,,,,,,
delayed_track_sharing,track_continuity,0,,,,,,
delayed_track_sharing,track_fragmentation,0,,,,,,
delayed_track_sharing,false_track_count,0,,,,,,
delayed_track_sharing,missed_track_count,0,,,,,,
delayed_track_sharing,track_confirmation_time_steps,0,,,,,,
delayed_track_sharing,track_loss_duration_steps,0,,,,,,
delayed_track_sharing,association_error_count,0,,,,,,
delayed_track_sharing,average_covariance,0,,,,,,
delayed_track_sharing,fusion_consistency_error,0,,,,,,
delayed_track_sharing,messages_sent,0,,,,,,
delayed_track_sharing,messages_dropped,0,,,,,,
delayed_track_sharing,avg_message_delay_steps,0,,,,,,
delayed_track_sharing,communication_load,0,,,,,,
communication_outage,collision_risk_count,0,,,,,,
communication_outage,total_near_misses,0,,,,,,
communication_outage,mission_success,0,,,,,,
communication_outage,avg_response_time_s,0,,,,,,
communication_outage,avg_formation_error,0,,,,,,
communication_outage,unnecessary_avoidance_count,0,,,,,,
communication_outage,missed_response_count,0,,,,,,
communication_outage,wrong_decisions,0,,,,,,
communication_outage,swarm_stability,0,,,,,,
communication_outage,rmse_position_error,0,,,,,,
communication_outage,velocity_estimation_error,0,,,,,,
communication_outage,track_continuity,0,,,,,,
communication_outage,track_fragmentation,0,,,,,,
communication_outage,false_track_count,0,,,,,,
communication_outage,missed_track_count,0,,,,,,
communication_outage,track_confirmation_time_steps,0,,,,,,
communication_outage,track_loss_duration_steps,0,,,,,,
communication_outage,association_error_count,0,,,,,,
communication_outage,average_covariance,0,,,,,,
communication_outage,fusion_consistency_error,0,,,,,,
communication_outage,messages_sent,0,,,,,,
communication_outage,messages_dropped,0,,,,,,
communication_outage,avg_message_delay_steps,0,,,,,,
communication_outage,communication_load,0,,,,,,
faulty_sensor_naive_fusion,collision_risk_count,0,,,,,,
faulty_sensor_naive_fusion,total_near_misses,0,,,,,,
faulty_sensor_naive_fusion,mission_success,0,,,,,,
faulty_sensor_naive_fusion,avg_response_time_s,0,,,,,,
faulty_sensor_naive_fusion,avg_formation_error,0,,,,,,
faulty_sensor_naive_fusion,unnecessary_avoidance_count,0,,,,,,
faulty_sensor_naive_fusion,missed_response_count,0,,,,,,
faulty_sensor_naive_fusion,wrong_decisions,0,,,,,,
faulty_sensor_naive_fusion,swarm_stability,0,,,,,,
faulty_sensor_naive_fusion,rmse_position_error,0,,,,,,
faulty_sensor_naive_fusion,velocity_estimation_error,0,,,,,,
faulty_sensor_naive_fusion,track_continuity,0,,,,,,
faulty_sensor_naive_fusion,track_fragmentation,0,,,,,,
faulty_sensor_naive_fusion,false_track_count,0,,,,,,
faulty_sensor_naive_fusion,missed_track_count,0,,,,,,
faulty_sensor_naive_fusion,track_confirmation_time_steps,0,,,,,,
faulty_sensor_naive_fusion,track_loss_duration_steps,0,,,,,,
faulty_sensor_naive_fusion,association_error_count,0,,,,,,
faulty_sensor_naive_fusion,average_covariance,0,,,,,,
faulty_sensor_naive_fusion,fusion_consistency_error,0,,,,,,
faulty_sensor_naive_fusion,messages_sent,0,,,,,,
faulty_sensor_naive_fusion,messages_dropped,0,,,,,,
faulty_sensor_naive_fusion,avg_message_delay_steps,0,,,,,,
faulty_sensor_naive_fusion,communication_load,0,,,,,,
faulty_sensor_confidence_weighted_fusion,collision_risk_count,0,,,,,,
faulty_sensor_confidence_weighted_fusion,total_near_misses,0,,,,,,
faulty_sensor_confidence_weighted_fusion,mission_success,0,,,,,,
faulty_sensor_confidence_weighted_fusion,avg_response_time_s,0,,,,,,
faulty_sensor_confidence_weighted_fusion,avg_formation_error,0,,,,,,
faulty_sensor_confidence_weighted_fusion,unnecessary_avoidance_count,0,,,,,,
faulty_sensor_confidence_weighted_fusion,missed_response_count,0,,,,,,
faulty_sensor_confidence_weighted_fusion,wrong_decisions,0,,,,,,
faulty_sensor_confidence_weighted_fusion,swarm_stability,0,,,,,,
faulty_sensor_confidence_weighted_fusion,rmse_position_error,0,,,,,,
faulty_sensor_confidence_weighted_fusion,velocity_estimation_error,0,,,,,,
faulty_sensor_confidence_weighted_fusion,track_continuity,0,,,,,,
faulty_sensor_confidence_weighted_fusion,track_fragmentation,0,,,,,,
faulty_sensor_confidence_weighted_fusion,false_track_count,0,,,,,,
faulty_sensor_confidence_weighted_fusion,missed_track_count,0,,,,,,
faulty_sensor_confidence_weighted_fusion,track_confirmation_time_steps,0,,,,,,
faulty_sensor_confidence_weighted_fusion,track_loss_duration_steps,0,,,,,,
faulty_sensor_confidence_weighted_fusion,association_error_count,0,,,,,,
faulty_sensor_confidence_weighted_fusion,average_covariance,0,,,,,,
faulty_sensor_confidence_weighted_fusion,fusion_consistency_error,0,,,,,,
faulty_sensor_confidence_weighted_fusion,messages_sent,0,,,,,,
faulty_sensor_confidence_weighted_fusion,messages_dropped,0,,,,,,
faulty_sensor_confidence_weighted_fusion,avg_message_delay_steps,0,,,,,,
faulty_sensor_confidence_weighted_fusion,communication_load,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,collision_risk_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,total_near_misses,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,mission_success,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,avg_response_time_s,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,avg_formation_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,unnecessary_avoidance_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,missed_response_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,wrong_decisions,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,swarm_stability,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,rmse_position_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,velocity_estimation_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,track_continuity,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,track_fragmentation,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,false_track_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,missed_track_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,track_confirmation_time_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,track_loss_duration_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,association_error_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,average_covariance,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,fusion_consistency_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,messages_sent,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,messages_dropped,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,avg_message_delay_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,communication_load,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,collision_risk_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,total_near_misses,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,mission_success,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,avg_response_time_s,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,avg_formation_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,unnecessary_avoidance_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,missed_response_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,wrong_decisions,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,swarm_stability,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,rmse_position_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,velocity_estimation_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,track_continuity,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,track_fragmentation,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,false_track_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,missed_track_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,track_confirmation_time_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,track_loss_duration_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,association_error_count,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,average_covariance,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,fusion_consistency_error,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,messages_sent,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,messages_dropped,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,avg_message_delay_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,communication_load,0,,,,,,
faulty_sensor_covariance_weighted_fusion,collision_risk_count,0,,,,,,
faulty_sensor_covariance_weighted_fusion,total_near_misses,0,,,,,,
faulty_sensor_covariance_weighted_fusion,mission_success,0,,,,,,
faulty_sensor_covariance_weighted_fusion,avg_response_time_s,0,,,,,,
faulty_sensor_covariance_weighted_fusion,avg_formation_error,0,,,,,,
faulty_sensor_covariance_weighted_fusion,unnecessary_avoidance_count,0,,,,,,
faulty_sensor_covariance_weighted_fusion,missed_response_count,0,,,,,,
faulty_sensor_covariance_weighted_fusion,wrong_decisions,0,,,,,,
faulty_sensor_covariance_weighted_fusion,swarm_stability,0,,,,,,
faulty_sensor_covariance_weighted_fusion,rmse_position_error,0,,,,,,
faulty_sensor_covariance_weighted_fusion,velocity_estimation_error,0,,,,,,
faulty_sensor_covariance_weighted_fusion,track_continuity,0,,,,,,
faulty_sensor_covariance_weighted_fusion,track_fragmentation,0,,,,,,
faulty_sensor_covariance_weighted_fusion,false_track_count,0,,,,,,
faulty_sensor_covariance_weighted_fusion,missed_track_count,0,,,,,,
faulty_sensor_covariance_weighted_fusion,track_confirmation_time_steps,0,,,,,,
faulty_sensor_covariance_weighted_fusion,track_loss_duration_steps,0,,,,,,
faulty_sensor_covariance_weighted_fusion,association_error_count,0,,,,,,
faulty_sensor_covariance_weighted_fusion,average_covariance,0,,,,,,
faulty_sensor_covariance_weighted_fusion,fusion_consistency_error,0,,,,,,
faulty_sensor_covariance_weighted_fusion,messages_sent,0,,,,,,
faulty_sensor_covariance_weighted_fusion,messages_dropped,0,,,,,,
faulty_sensor_covariance_weighted_fusion,avg_message_delay_steps,0,,,,,,
faulty_sensor_covariance_weighted_fusion,communication_load,0,,,,,,
very_low_P_D,collision_risk_count,0,,,,,,
very_low_P_D,total_near_misses,0,,,,,,
very_low_P_D,mission_success,0,,,,,,
very_low_P_D,avg_response_time_s,0,,,,,,
very_low_P_D,avg_formation_error,0,,,,,,
very_low_P_D,unnecessary_avoidance_count,0,,,,,,
very_low_P_D,missed_response_count,0,,,,,,
very_low_P_D,wrong_decisions,0,,,,,,
very_low_P_D,swarm_stability,0,,,,,,
very_low_P_D,rmse_position_error,0,,,,,,
very_low_P_D,velocity_estimation_error,0,,,,,,
very_low_P_D,track_continuity,0,,,,,,
very_low_P_D,track_fragmentation,0,,,,,,
very_low_P_D,false_track_count,0,,,,,,
very_low_P_D,missed_track_count,0,,,,,,
very_low_P_D,track_confirmation_time_steps,0,,,,,,
very_low_P_D,track_loss_duration_steps,0,,,,,,
very_low_P_D,association_error_count,0,,,,,,
very_low_P_D,average_covariance,0,,,,,,
very_low_P_D,fusion_consistency_error,0,,,,,,
very_low_P_D,messages_sent,0,,,,,,
very_low_P_D,messages_dropped,0,,,,,,
very_low_P_D,avg_message_delay_steps,0,,,,,,
very_low_P_D,communication_load,0,,,,,,
very_high_P_FA,collision_risk_count,0,,,,,,
very_high_P_FA,total_near_misses,0,,,,,,
very_high_P_FA,mission_success,0,,,,,,
very_high_P_FA,avg_response_time_s,0,,,,,,
very_high_P_FA,avg_formation_error,0,,,,,,
very_high_P_FA,unnecessary_avoidance_count,0,,,,,,
very_high_P_FA,missed_response_count,0,,,,,,
very_high_P_FA,wrong_decisions,0,,,,,,
very_high_P_FA,swarm_stability,0,,,,,,
very_high_P_FA,rmse_position_error,0,,,,,,
very_high_P_FA,velocity_estimation_error,0,,,,,,
very_high_P_FA,track_continuity,0,,,,,,
very_high_P_FA,track_fragmentation,0,,,,,,
very_high_P_FA,false_track_count,0,,,,,,
very_high_P_FA,missed_track_count,0,,,,,,
very_high_P_FA,track_confirmation_time_steps,0,,,,,,
very_high_P_FA,track_loss_duration_steps,0,,,,,,
very_high_P_FA,association_error_count,0,,,,,,
very_high_P_FA,average_covariance,0,,,,,,
very_high_P_FA,fusion_consistency_error,0,,,,,,
very_high_P_FA,messages_sent,0,,,,,,
very_high_P_FA,messages_dropped,0,,,,,,
very_high_P_FA,avg_message_delay_steps,0,,,,,,
very_high_P_FA,communication_load,0,,,,,,
high_clutter,collision_risk_count,0,,,,,,
high_clutter,total_near_misses,0,,,,,,
high_clutter,mission_success,0,,,,,,
high_clutter,avg_response_time_s,0,,,,,,
high_clutter,avg_formation_error,0,,,,,,
high_clutter,unnecessary_avoidance_count,0,,,,,,
high_clutter,missed_response_count,0,,,,,,
high_clutter,wrong_decisions,0,,,,,,
high_clutter,swarm_stability,0,,,,,,
high_clutter,rmse_position_error,0,,,,,,
high_clutter,velocity_estimation_error,0,,,,,,
high_clutter,track_continuity,0,,,,,,
high_clutter,track_fragmentation,0,,,,,,
high_clutter,false_track_count,0,,,,,,
high_clutter,missed_track_count,0,,,,,,
high_clutter,track_confirmation_time_steps,0,,,,,,
high_clutter,track_loss_duration_steps,0,,,,,,
high_clutter,association_error_count,0,,,,,,
high_clutter,average_covariance,0,,,,,,
high_clutter,fusion_consistency_error,0,,,,,,
high_clutter,messages_sent,0,,,,,,
high_clutter,messages_dropped,0,,,,,,
high_clutter,avg_message_delay_steps,0,,,,,,
high_clutter,communication_load,0,,,,,,
high_latency,collision_risk_count,0,,,,,,
high_latency,total_near_misses,0,,,,,,
high_latency,mission_success,0,,,,,,
high_latency,avg_response_time_s,0,,,,,,
high_latency,avg_formation_error,0,,,,,,
high_latency,unnecessary_avoidance_count,0,,,,,,
high_latency,missed_response_count,0,,,,,,
high_latency,wrong_decisions,0,,,,,,
high_latency,swarm_stability,0,,,,,,
high_latency,rmse_position_error,0,,,,,,
high_latency,velocity_estimation_error,0,,,,,,
high_latency,track_continuity,0,,,,,,
high_latency,track_fragmentation,0,,,,,,
high_latency,false_track_count,0,,,,,,
high_latency,missed_track_count,0,,,,,,
high_latency,track_confirmation_time_steps,0,,,,,,
high_latency,track_loss_duration_steps,0,,,,,,
high_latency,association_error_count,0,,,,,,
high_latency,average_covariance,0,,,,,,
high_latency,fusion_consistency_error,0,,,,,,
high_latency,messages_sent,0,,,,,,
high_latency,messages_dropped,0,,,,,,
high_latency,avg_message_delay_steps,0,,,,,,
high_latency,communication_load,0,,,,,,
high_dropout,collision_risk_count,0,,,,,,
high_dropout,total_near_misses,0,,,,,,
high_dropout,mission_success,0,,,,,,
high_dropout,avg_response_time_s,0,,,,,,
high_dropout,avg_formation_error,0,,,,,,
high_dropout,unnecessary_avoidance_count,0,,,,,,
high_dropout,missed_response_count,0,,,,,,
high_dropout,wrong_decisions,0,,,,,,
high_dropout,swarm_stability,0,,,,,,
high_dropout,rmse_position_error,0,,,,,,
high_dropout,velocity_estimation_error,0,,,,,,
high_dropout,track_continuity,0,,,,,,
high_dropout,track_fragmentation,0,,,,,,
high_dropout,false_track_count,0,,,,,,
high_dropout,missed_track_count,0,,,,,,
high_dropout,track_confirmation_time_steps,0,,,,,,
high_dropout,track_loss_duration_steps,0,,,,,,
high_dropout,association_error_count,0,,,,,,
high_dropout,average_covariance,0,,,,,,
high_dropout,fusion_consistency_error,0,,,,,,
high_dropout,messages_sent,0,,,,,,
high_dropout,messages_dropped,0,,,,,,
high_dropout,avg_message_delay_steps,0,,,,,,
high_dropout,communication_load,0,,,,,,
simultaneous_sensor_failures,collision_risk_count,0,,,,,,
simultaneous_sensor_failures,total_near_misses,0,,,,,,
simultaneous_sensor_failures,mission_success,0,,,,,,
simultaneous_sensor_failures,avg_response_time_s,0,,,,,,
simultaneous_sensor_failures,avg_formation_error,0,,,,,,
simultaneous_sensor_failures,unnecessary_avoidance_count,0,,,,,,
simultaneous_sensor_failures,missed_response_count,0,,,,,,
simultaneous_sensor_failures,wrong_decisions,0,,,,,,
simultaneous_sensor_failures,swarm_stability,0,,,,,,
simultaneous_sensor_failures,rmse_position_error,0,,,,,,
simultaneous_sensor_failures,velocity_estimation_error,0,,,,,,
simultaneous_sensor_failures,track_continuity,0,,,,,,
simultaneous_sensor_failures,track_fragmentation,0,,,,,,
simultaneous_sensor_failures,false_track_count,0,,,,,,
simultaneous_sensor_failures,missed_track_count,0,,,,,,
simultaneous_sensor_failures,track_confirmation_time_steps,0,,,,,,
simultaneous_sensor_failures,track_loss_duration_steps,0,,,,,,
simultaneous_sensor_failures,association_error_count,0,,,,,,
simultaneous_sensor_failures,average_covariance,0,,,,,,
simultaneous_sensor_failures,fusion_consistency_error,0,,,,,,
simultaneous_sensor_failures,messages_sent,0,,,,,,
simultaneous_sensor_failures,messages_dropped,0,,,,,,
simultaneous_sensor_failures,avg_message_delay_steps,0,,,,,,
simultaneous_sensor_failures,communication_load,0,,,,,,
target_crossing,collision_risk_count,0,,,,,,
target_crossing,total_near_misses,0,,,,,,
target_crossing,mission_success,0,,,,,,
target_crossing,avg_response_time_s,0,,,,,,
target_crossing,avg_formation_error,0,,,,,,
target_crossing,unnecessary_avoidance_count,0,,,,,,
target_crossing,missed_response_count,0,,,,,,
target_crossing,wrong_decisions,0,,,,,,
target_crossing,swarm_stability,0,,,,,,
target_crossing,rmse_position_error,0,,,,,,
target_crossing,velocity_estimation_error,0,,,,,,
target_crossing,track_continuity,0,,,,,,
target_crossing,track_fragmentation,0,,,,,,
target_crossing,false_track_count,0,,,,,,
target_crossing,missed_track_count,0,,,,,,
target_crossing,track_confirmation_time_steps,0,,,,,,
target_crossing,track_loss_duration_steps,0,,,,,,
target_crossing,association_error_count,0,,,,,,
target_crossing,average_covariance,0,,,,,,
target_crossing,fusion_consistency_error,0,,,,,,
target_crossing,messages_sent,0,,,,,,
target_crossing,messages_dropped,0,,,,,,
target_crossing,avg_message_delay_steps,0,,,,,,
target_crossing,communication_load,0,,,,,,
sudden_target_appearance,collision_risk_count,0,,,,,,
sudden_target_appearance,total_near_misses,0,,,,,,
sudden_target_appearance,mission_success,0,,,,,,
sudden_target_appearance,avg_response_time_s,0,,,,,,
sudden_target_appearance,avg_formation_error,0,,,,,,
sudden_target_appearance,unnecessary_avoidance_count,0,,,,,,
sudden_target_appearance,missed_response_count,0,,,,,,
sudden_target_appearance,wrong_decisions,0,,,,,,
sudden_target_appearance,swarm_stability,0,,,,,,
sudden_target_appearance,rmse_position_error,0,,,,,,
sudden_target_appearance,velocity_estimation_error,0,,,,,,
sudden_target_appearance,track_continuity,0,,,,,,
sudden_target_appearance,track_fragmentation,0,,,,,,
sudden_target_appearance,false_track_count,0,,,,,,
sudden_target_appearance,missed_track_count,0,,,,,,
sudden_target_appearance,track_confirmation_time_steps,0,,,,,,
sudden_target_appearance,track_loss_duration_steps,0,,,,,,
sudden_target_appearance,association_error_count,0,,,,,,
sudden_target_appearance,average_covariance,0,,,,,,
sudden_target_appearance,fusion_consistency_error,0,,,,,,
sudden_target_appearance,messages_sent,0,,,,,,
sudden_target_appearance,messages_dropped,0,,,,,,
sudden_target_appearance,avg_message_delay_steps,0,,,,,,
sudden_target_appearance,communication_load,0,,,,,,
rapidly_moving_obstacle,collision_risk_count,0,,,,,,
rapidly_moving_obstacle,total_near_misses,0,,,,,,
rapidly_moving_obstacle,mission_success,0,,,,,,
rapidly_moving_obstacle,avg_response_time_s,0,,,,,,
rapidly_moving_obstacle,avg_formation_error,0,,,,,,
rapidly_moving_obstacle,unnecessary_avoidance_count,0,,,,,,
rapidly_moving_obstacle,missed_response_count,0,,,,,,
rapidly_moving_obstacle,wrong_decisions,0,,,,,,
rapidly_moving_obstacle,swarm_stability,0,,,,,,
rapidly_moving_obstacle,rmse_position_error,0,,,,,,
rapidly_moving_obstacle,velocity_estimation_error,0,,,,,,
rapidly_moving_obstacle,track_continuity,0,,,,,,
rapidly_moving_obstacle,track_fragmentation,0,,,,,,
rapidly_moving_obstacle,false_track_count,0,,,,,,
rapidly_moving_obstacle,missed_track_count,0,,,,,,
rapidly_moving_obstacle,track_confirmation_time_steps,0,,,,,,
rapidly_moving_obstacle,track_loss_duration_steps,0,,,,,,
rapidly_moving_obstacle,association_error_count,0,,,,,,
rapidly_moving_obstacle,average_covariance,0,,,,,,
rapidly_moving_obstacle,fusion_consistency_error,0,,,,,,
rapidly_moving_obstacle,messages_sent,0,,,,,,
rapidly_moving_obstacle,messages_dropped,0,,,,,,
rapidly_moving_obstacle,avg_message_delay_steps,0,,,,,,
rapidly_moving_obstacle,communication_load,0,,,,,,
overconfident_faulty_sensor,collision_risk_count,0,,,,,,
overconfident_faulty_sensor,total_near_misses,0,,,,,,
overconfident_faulty_sensor,mission_success,0,,,,,,
overconfident_faulty_sensor,avg_response_time_s,0,,,,,,
overconfident_faulty_sensor,avg_formation_error,0,,,,,,
overconfident_faulty_sensor,unnecessary_avoidance_count,0,,,,,,
overconfident_faulty_sensor,missed_response_count,0,,,,,,
overconfident_faulty_sensor,wrong_decisions,0,,,,,,
overconfident_faulty_sensor,swarm_stability,0,,,,,,
overconfident_faulty_sensor,rmse_position_error,0,,,,,,
overconfident_faulty_sensor,velocity_estimation_error,0,,,,,,
overconfident_faulty_sensor,track_continuity,0,,,,,,
overconfident_faulty_sensor,track_fragmentation,0,,,,,,
overconfident_faulty_sensor,false_track_count,0,,,,,,
overconfident_faulty_sensor,missed_track_count,0,,,,,,
overconfident_faulty_sensor,track_confirmation_time_steps,0,,,,,,
overconfident_faulty_sensor,track_loss_duration_steps,0,,,,,,
overconfident_faulty_sensor,association_error_count,0,,,,,,
overconfident_faulty_sensor,average_covariance,0,,,,,,
overconfident_faulty_sensor,fusion_consistency_error,0,,,,,,
overconfident_faulty_sensor,messages_sent,0,,,,,,
overconfident_faulty_sensor,messages_dropped,0,,,,,,
overconfident_faulty_sensor,avg_message_delay_steps,0,,,,,,
overconfident_faulty_sensor,communication_load,0,,,,,,
wrong_trust_assignment,collision_risk_count,0,,,,,,
wrong_trust_assignment,total_near_misses,0,,,,,,
