scenario,trial,seed,status,runtime_seconds,false_positive_rate,false_negative_rate,noise_level,latency_steps,dropout_probability,confidence_error_level,fusion_mode,collision_count,total_near_misses,collision_risk_count,minimum_separation,mission_success,mission_completion_time_s,avg_response_time_s,formation_error_rmse,unnecessary_avoidance_count,missed_response_count,hold_duration,wrong_decisions,swarm_stability,rmse_position_error,velocity_rmse,track_continuity,track_fragmentation,false_detections,missed_detections,false_tracks,missed_tracks,track_confirmation_time_steps,track_loss_duration_steps,average_track_lifetime_steps,association_errors,average_covariance,messages_sent,messages_received,messages_dropped,stale_messages,avg_message_delay_steps,communication_load,max_outage_duration_steps,avg_recovery_time_steps,error
faulty_sensor_confidence_weighted_fusion,4,45,PASS,1.3559,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,131,0,,1,,0.0,4.2521,0,0,0,0,0.99,1.8212,0.1858,0.3012,0,0,1,0,0,2,1,104.75,0,2.2122,1848,1383,465,0,2,4.3688,0,,
faulty_sensor_confidence_weighted_fusion,5,46,PASS,1.5925,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,88,0,,1,,0.0,4.3203,0,0,0,0,1.0565,1.7875,0.1918,0.3086,0,0,1,0,0,2,1,105,0,2.2094,1856,1416,440,0,2,4.3774,0,,
faulty_sensor_confidence_weighted_fusion,6,47,PASS,1.192,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,71,0,,1,,0.0,5.6122,0,0,0,0,2.1665,1.7443,0.1844,0.3119,0,0,1,0,0,2,1,106.5,0,2.1928,1844,1382,462,0,2,4.2884,0,,
faulty_sensor_confidence_weighted_fusion,7,48,PASS,1.6785,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,100,0,,1,,0.0,4.6282,0,0,0,0,1.315,1.8056,0.1859,0.3081,0,0,0,0,0,2,,106,0,2.1968,1870,1380,490,0,2,4.3692,0,,
faulty_sensor_confidence_weighted_fusion,8,49,PASS,1.5048,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,84,0,,1,,0.013,4.6964,0,0,0,0,1.3397,1.7961,0.183,0.3145,0,0,0,0,0,2,,106.75,0,2.1886,1866,1395,471,0,2,4.3295,0,,
faulty_sensor_confidence_weighted_fusion,9,50,PASS,1.5954,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,192,0,,1,,0.0,5.0579,0,0,0,0,1.7908,1.7997,0.1856,0.2946,0,0,2,0,0,2,1,108.25,0,2.1755,1870,1413,457,0,2,4.2792,0,,
faulty_sensor_confidence_weighted_fusion,10,51,PASS,1.6642,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,207,0,,1,,0.0,4.8413,0,0,0,0,1.6242,1.7452,0.1829,0.2897,0,0,0,0,0,2,,107.25,0,2.1832,1862,1403,459,0,2,4.3002,0,,
faulty_sensor_confidence_weighted_fusion,11,52,PASS,1.5175,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,256,5,,0,,0.0,4.3836,0,0,0,0,1.2571,1.878,0.1961,0.2745,0,0,2,0,0,2,1,105.25,0,2.2081,1858,1345,513,0,2,4.3718,0,,
faulty_sensor_confidence_weighted_fusion,12,53,PASS,1.3925,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,161,0,,1,,0.0,4.2835,0,0,0,0,1.0866,1.8882,0.1957,0.2927,0,0,1,0,0,2,1,104.75,0,2.2122,1850,1311,539,0,2,4.3735,0,,
faulty_sensor_confidence_weighted_fusion,13,54,PASS,1.4094,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,88,0,,1,,0.0,4.2732,0,0,0,0,1.0134,1.8328,0.195,0.3093,0,0,1,0,0,2.75,1,105,0,2.2573,1850,1396,454,0,2,4.3632,0,,
faulty_sensor_confidence_weighted_fusion,14,55,PASS,1.5398,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,86,0,,1,,0.0,4.0399,0,0,0,0,0.805,1.8289,0.2049,0.3067,0,0,0,0,0,2,,103.75,0,2.2221,1836,1399,437,0,2,4.3819,0,,
faulty_sensor_confidence_weighted_fusion,15,56,PASS,2.0196,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,304,8,,0,,0.0,4.8344,0,0,0,0,1.6895,1.7636,0.1854,0.2763,0,0,1,0,0,2,1,109.5,0,2.1638,1882,1404,478,0,2,4.2579,0,,
faulty_sensor_confidence_weighted_fusion,16,57,PASS,1.7743,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,80,0,,1,,0.0,4.4647,0,0,0,0,1.149,1.8414,0.1833,0.3107,0,0,1,0,0,2,1,105,0,2.2094,1852,1394,458,0,2,4.3679,0,,
faulty_sensor_confidence_weighted_fusion,17,58,PASS,1.3438,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,86,0,,1,,0.0,4.0866,0,0,0,0,0.8246,1.8933,0.1951,0.3092,0,0,0,0,0,2,,104.5,0,2.2135,1850,1282,568,0,2,4.3839,0,,
faulty_sensor_confidence_weighted_fusion,18,59,PASS,1.3318,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,124,0,,1,,0.0,4.4396,0,0,0,0,1.1599,1.8205,0.1966,0.3025,0,0,2,0,0,2,1,105,0,2.2124,1856,1400,456,0,2,4.3774,0,,
faulty_sensor_confidence_weighted_fusion,19,60,PASS,1.3846,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,93,0,,1,,0.0,4.3361,0,0,0,0,1.0482,1.8314,0.1882,0.3079,0,0,3,0,0,2,1,104.75,0,2.2158,1850,1363,487,0,2,4.3735,0,,
faulty_sensor_confidence_weighted_fusion,20,61,PASS,1.83,0.0,0.0,0.0,0,0.0,0.0,confidence_weighted_fusion,0,173,0,,1,,0.0,4.3937,0,0,0,0,1.183,1.8319,0.1997,0.2913,0,0,1,0,0,2.75,1,105,0,2.2573,1852,1428,424,0,2,4.3679,0,,
faulty_sensor_trust_weighted_fusion_fixed,1,42,PASS,1.6797,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,114,0,,1,,0.0,4.4221,0,0,0,0,1.175,1.765,0.1811,0.2999,0,0,0,0,0,2,,104.25,0,2.2164,1838,1417,421,0,2,4.3658,0,,
faulty_sensor_trust_weighted_fusion_fixed,2,43,PASS,1.5584,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,90,0,,1,,0.0,4.7665,0,0,0,0,1.415,1.8174,0.188,0.3087,0,0,1,0,0,2,1,105.25,0,2.2066,1850,1381,469,0,2,4.3529,0,,
faulty_sensor_trust_weighted_fusion_fixed,3,44,PASS,1.2673,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,94,0,,1,,0.013,5.1644,0,0,0,0,1.7939,1.7407,0.1808,0.3104,0,0,4,0,0,2,1,107.25,0,2.1958,1852,1395,457,0,2,4.2771,0,,
faulty_sensor_trust_weighted_fusion_fixed,4,45,PASS,1.3222,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,99,0,,1,,0.0,4.4659,0,0,0,0,1.1381,1.853,0.187,0.3043,0,0,1,0,0,2,1,104,0,2.2207,1834,1372,462,0,2,4.3667,0,,
faulty_sensor_trust_weighted_fusion_fixed,5,46,PASS,1.4304,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,163,1,,0,,0.0,4.2552,0,0,0,0,1.0641,1.8351,0.1989,0.2898,0,0,1,0,0,2,1,103.75,0,2.2236,1834,1367,467,0,2,4.3771,0,,
faulty_sensor_trust_weighted_fusion_fixed,6,47,PASS,1.2887,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,89,0,,1,,0.0,5.6538,0,0,0,0,2.2335,1.7196,0.1828,0.3113,0,0,1,0,0,2,1,108,0,2.1767,1854,1386,468,0,2,4.2523,0,,
faulty_sensor_trust_weighted_fusion_fixed,7,48,PASS,1.4148,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,131,0,,1,,0.0,5.427,0,0,0,0,2.07,1.7062,0.1831,0.3109,0,0,1,0,0,2,1,110.5,0,2.1507,1880,1380,500,0,2,4.2152,0,,
faulty_sensor_trust_weighted_fusion_fixed,8,49,PASS,1.4683,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,94,0,,1,,0.013,4.8465,0,0,0,0,1.501,1.7903,0.1844,0.3055,0,0,2,0,0,2,1,105.25,0,2.2066,1842,1383,459,0,2,4.3341,0,,
faulty_sensor_trust_weighted_fusion_fixed,9,50,PASS,1.4012,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,98,0,,1,,0.0,5.4339,0,0,0,0,1.9902,1.7975,0.189,0.3168,0,0,2,0,0,2,1,109.5,0,2.1624,1878,1414,464,0,2,4.2489,0,,
faulty_sensor_trust_weighted_fusion_fixed,10,51,PASS,1.3878,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,108,0,,1,,0.0,5.039,0,0,0,0,1.6906,1.779,0.1835,0.3053,0,0,0,0,0,2,,106.25,0,2.194,1854,1395,459,0,2,4.3217,0,,
faulty_sensor_trust_weighted_fusion_fixed,11,52,PASS,1.3819,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,136,0,,1,,0.0,4.5446,0,0,0,0,1.2328,1.8565,0.193,0.2991,0,0,1,0,0,2,1,104.5,0,2.215,1846,1344,502,0,2,4.3744,0,,
faulty_sensor_trust_weighted_fusion_fixed,12,53,PASS,1.2834,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,89,0,,1,,0.0,4.2325,0,0,0,0,0.9651,1.8733,0.1969,0.3015,0,0,0,0,0,2,,102.75,0,2.2337,1814,1339,475,0,2,4.3711,0,,
faulty_sensor_trust_weighted_fusion_fixed,13,54,PASS,1.3176,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,107,0,,1,,0.0,4.4467,0,0,0,0,1.1795,1.8635,0.1959,0.3016,0,0,1,0,0,2.75,1,104,0,2.2691,1836,1336,500,0,2,4.3714,0,,
faulty_sensor_trust_weighted_fusion_fixed,14,55,PASS,1.7455,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,299,8,,0,,0.0,4.0679,0,0,0,0,0.9751,1.8435,0.2,0.2642,0,0,0,0,0,2,,103.5,0,2.225,1830,1318,512,0,2,4.378,0,,
faulty_sensor_trust_weighted_fusion_fixed,15,56,PASS,1.6156,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,86,0,,1,,0.0,4.1731,0,0,0,0,0.9208,1.8282,0.1968,0.307,0,0,1,0,0,2,1,104,0,2.2207,1838,1380,458,0,2,4.3762,0,,
faulty_sensor_trust_weighted_fusion_fixed,16,57,PASS,1.6432,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,165,0,,1,,0.0,4.4619,0,0,0,0,1.2179,1.8181,0.1858,0.2935,0,0,1,0,0,2,1,104.75,0,2.2122,1844,1387,457,0,2,4.3593,0,,
faulty_sensor_trust_weighted_fusion_fixed,17,58,PASS,1.7722,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,495,0,,0,,0.0,4.2397,0,0,0,0,1.0374,1.8912,0.1909,0.2648,0,0,1,0,0,2,1,104,0,2.2207,1832,1308,524,0,2,4.3619,0,,
faulty_sensor_trust_weighted_fusion_fixed,18,59,PASS,1.2834,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,100,0,,1,,0.0,4.6692,0,0,0,0,1.3686,1.7816,0.1797,0.3084,0,0,2,0,0,2,1,106,0,2.2012,1852,1406,446,0,2,4.3271,0,,
faulty_sensor_trust_weighted_fusion_fixed,19,60,PASS,1.325,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,123,0,,1,,0.0,4.3597,0,0,0,0,1.0404,1.8344,0.1901,0.3016,0,0,3,0,0,2,1,104,0,2.2244,1838,1358,480,0,2,4.3762,0,,
faulty_sensor_trust_weighted_fusion_fixed,20,61,PASS,1.4204,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,390,7,,0,,0.0,4.8673,0,0,0,0,1.6839,1.7344,0.1803,0.2706,0,0,2,0,0,2.75,1,106.75,0,2.2387,1852,1421,431,0,2,4.297,0,,
faulty_sensor_trust_weighted_fusion_dynamic,1,42,PASS,1.606,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,86,0,,1,,0.0,4.4583,0,0,0,0,1.1615,1.7659,0.1821,0.3073,0,0,0,0,0,2,,104.5,0,2.2135,1844,1422,422,0,2,4.3697,0,,
faulty_sensor_trust_weighted_fusion_dynamic,2,43,PASS,1.5236,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,97,0,,1,,0.0,4.7527,0,0,0,0,1.4278,1.8176,0.1872,0.3064,0,0,1,0,0,2,1,105.25,0,2.2066,1850,1381,469,0,2,4.3529,0,,
faulty_sensor_trust_weighted_fusion_dynamic,3,44,PASS,1.3988,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,95,0,,1,,0.013,5.2159,0,0,0,0,1.8249,1.7591,0.1811,0.3092,0,0,4,0,0,2,1,106.5,0,2.204,1848,1388,460,0,2,4.2977,0,,
faulty_sensor_trust_weighted_fusion_dynamic,4,45,PASS,1.5218,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,202,7,,0,,0.0,4.3504,0,0,0,0,1.1794,1.8529,0.187,0.2805,0,0,1,0,0,2,1,104,0,2.2207,1834,1372,462,0,2,4.3667,0,,
faulty_sensor_trust_weighted_fusion_dynamic,5,46,PASS,1.3649,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,101,0,,1,,0.0,4.3136,0,0,0,0,1.0455,1.8351,0.1989,0.3031,0,0,1,0,0,2,1,103.75,0,2.2236,1834,1367,467,0,2,4.3771,0,,
faulty_sensor_trust_weighted_fusion_dynamic,6,47,PASS,1.3097,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,90,0,,1,,0.0,5.6521,0,0,0,0,2.2307,1.7195,0.1828,0.3113,0,0,1,0,0,2,1,108,0,2.1767,1854,1386,468,0,2,4.2523,0,,
faulty_sensor_trust_weighted_fusion_dynamic,7,48,PASS,1.2989,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,129,0,,1,,0.0,5.4293,0,0,0,0,2.0718,1.7062,0.1831,0.3109,0,0,1,0,0,2,1,110.5,0,2.1507,1880,1380,500,0,2,4.2152,0,,
faulty_sensor_trust_weighted_fusion_dynamic,8,49,PASS,1.5193,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,106,0,,1,,0.013,4.7583,0,0,0,0,1.4186,1.802,0.1839,0.306,0,0,2,0,0,2,1,105.5,0,2.2038,1846,1386,460,0,2,4.3333,0,,
faulty_sensor_trust_weighted_fusion_dynamic,9,50,PASS,1.5287,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,212,0,,1,,0.0,5.3214,0,0,0,0,2.0793,1.7977,0.1895,0.2907,0,0,2,0,0,2,1,109.5,0,2.1624,1878,1414,464,0,2,4.2489,0,,
faulty_sensor_trust_weighted_fusion_dynamic,10,51,PASS,1.5288,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,146,0,,1,,0.0,4.9953,0,0,0,0,1.6862,1.7789,0.1835,0.2986,0,0,0,0,0,2,,106.25,0,2.194,1854,1395,459,0,2,4.3217,0,,
faulty_sensor_trust_weighted_fusion_dynamic,11,52,PASS,1.5809,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,142,0,,1,,0.0,4.5305,0,0,0,0,1.246,1.8565,0.193,0.297,0,0,1,0,0,2,1,104.5,0,2.215,1846,1344,502,0,2,4.3744,0,,
faulty_sensor_trust_weighted_fusion_dynamic,12,53,PASS,1.31,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,89,0,,1,,0.0,4.2335,0,0,0,0,0.9657,1.8733,0.1969,0.3015,0,0,0,0,0,2,,102.75,0,2.2337,1814,1339,475,0,2,4.3711,0,,
faulty_sensor_trust_weighted_fusion_dynamic,13,54,PASS,1.5023,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,255,7,,0,,0.0,4.0313,0,0,0,0,0.9648,1.8288,0.1959,0.2693,0,0,1,0,0,2.75,1,103.25,0,2.2781,1828,1381,447,0,2,4.3837,0,,
faulty_sensor_trust_weighted_fusion_dynamic,14,55,PASS,1.5677,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,149,4,,0,,0.0,4.168,0,0,0,0,0.9739,1.8435,0.2,0.2914,0,0,0,0,0,2,,103.5,0,2.225,1830,1318,512,0,2,4.378,0,,
faulty_sensor_trust_weighted_fusion_dynamic,15,56,PASS,1.5767,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,117,0,,1,,0.0,4.154,0,0,0,0,0.927,1.8219,0.1977,0.3002,0,0,1,0,0,2,1,103.75,0,2.2236,1834,1377,457,0,2,4.3771,0,,
faulty_sensor_trust_weighted_fusion_dynamic,16,57,PASS,1.7337,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,83,0,,1,,0.0,4.5141,0,0,0,0,1.1991,1.8181,0.186,0.3088,0,0,1,0,0,2,1,104.75,0,2.2122,1844,1387,457,0,2,4.3593,0,,
faulty_sensor_trust_weighted_fusion_dynamic,17,58,PASS,1.5472,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,107,0,,1,,0.0,4.2208,0,0,0,0,0.9536,1.8636,0.1931,0.3001,0,0,0,0,0,2,,103.25,0,2.2278,1822,1317,505,0,2,4.3693,0,,
faulty_sensor_trust_weighted_fusion_dynamic,18,59,PASS,1.3034,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,82,0,,1,,0.0,4.6466,0,0,0,0,1.3409,1.7807,0.1829,0.3103,0,0,1,0,0,2,1,105.5,0,2.2053,1848,1402,446,0,2,4.338,0,,
faulty_sensor_trust_weighted_fusion_dynamic,19,60,PASS,1.4012,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,203,6,,0,,0.0,4.2798,0,0,0,0,1.0683,1.8344,0.1901,0.2834,0,0,3,0,0,2,1,104,0,2.2244,1838,1358,480,0,2,4.3762,0,,
faulty_sensor_trust_weighted_fusion_dynamic,20,61,PASS,1.2161,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,102,0,,1,,0.0,5.0573,0,0,0,0,1.7007,1.7344,0.1803,0.3081,0,0,2,0,0,2.75,1,106.75,0,2.2387,1852,1421,431,0,2,4.297,0,,
faulty_sensor_covariance_weighted_fusion,1,42,PASS,1.3166,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,70,0,,1,,0.0,4.5929,0,0,0,0,1.2625,1.7901,0.1855,0.3118,0,0,1,0,0,2,1,105,0,2.2094,1854,1430,424,0,2,4.3726,0,,
faulty_sensor_covariance_weighted_fusion,2,43,PASS,1.5913,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,132,0,,1,,0.0,4.703,0,0,0,0,1.421,1.8112,0.1932,0.3063,0,0,1,0,0,2,1,107.75,0,2.1793,1868,1365,503,0,2,4.2943,0,,
faulty_sensor_covariance_weighted_fusion,3,44,PASS,1.5228,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,149,0,,1,,0.013,5.2708,0,0,0,0,1.9632,1.7118,0.1754,0.2963,0,0,2,0,0,2,1,106.5,0,2.2006,1856,1374,482,0,2,4.3163,0,,
faulty_sensor_covariance_weighted_fusion,4,45,PASS,1.5839,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,114,0,,1,,0.0,4.6784,0,0,0,0,1.2868,1.8555,0.2009,0.3091,0,0,0,0,0,2,,106,0,2.1968,1862,1370,492,0,2,4.3505,0,,
faulty_sensor_covariance_weighted_fusion,5,46,PASS,1.3119,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,118,0,,1,,0.0,4.6527,0,0,0,0,1.3648,1.7822,0.1901,0.306,0,0,1,0,0,2,1,106.25,0,2.1956,1854,1407,447,0,2,4.3217,0,,
faulty_sensor_covariance_weighted_fusion,6,47,PASS,1.2678,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,129,0,,1,,0.0,4.7382,0,0,0,0,1.4754,1.8371,0.2018,0.3028,0,0,0,0,0,2,,106.75,0,2.1886,1862,1323,539,0,2,4.3202,0,,
faulty_sensor_covariance_weighted_fusion,7,48,PASS,1.2976,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,93,0,,1,,0.0,4.6364,0,0,0,0,1.3124,1.8014,0.1846,0.3092,0,0,0,0,0,2,,105.75,0,2.1995,1866,1377,489,0,2,4.37,0,,
faulty_sensor_covariance_weighted_fusion,8,49,PASS,1.304,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,146,2,,0,,0.013,4.8314,0,0,0,0,1.5159,1.8782,0.1944,0.2986,0,0,3,0,0,2,1,106.25,0,2.197,1860,1369,491,0,2,4.3357,0,,
faulty_sensor_covariance_weighted_fusion,9,50,PASS,1.5906,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,143,0,,1,,0.0,4.3484,0,0,0,0,1.118,1.8824,0.1953,0.2978,0,0,2,0,0,2,1,105,0,2.2117,1858,1318,540,0,2,4.3821,0,,
faulty_sensor_covariance_weighted_fusion,10,51,PASS,1.527,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,161,0,,1,,0.0,4.743,0,0,0,0,1.4852,1.7887,0.1829,0.2974,0,0,0,0,0,2,,106.5,0,2.1913,1864,1394,470,0,2,4.3349,0,,
faulty_sensor_covariance_weighted_fusion,11,52,PASS,1.7305,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,227,6,,0,,0.0,4.405,0,0,0,0,1.2588,1.8695,0.1871,0.2783,0,0,2,0,0,2,1,104.75,0,2.2137,1848,1357,491,0,2,4.3688,0,,
faulty_sensor_covariance_weighted_fusion,12,53,PASS,1.5326,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,172,3,,0,,0.0,4.2678,0,0,0,0,1.067,1.8811,0.1954,0.2914,0,0,1,0,0,2,1,104.75,0,2.2122,1852,1317,535,0,2,4.3783,0,,
faulty_sensor_covariance_weighted_fusion,13,54,PASS,1.4347,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,94,0,,1,,0.0,4.7689,0,0,0,0,1.4465,1.8005,0.1934,0.3093,0,0,1,0,0,2.75,1,106,0,2.2457,1862,1362,500,0,2,4.3505,0,,
faulty_sensor_covariance_weighted_fusion,14,55,PASS,1.3942,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,123,0,,1,,0.0,4.0758,0,0,0,0,0.8651,1.8566,0.2049,0.3001,0,0,0,0,0,2,,104,0,2.2192,1844,1414,430,0,2,4.3905,0,,
faulty_sensor_covariance_weighted_fusion,15,56,PASS,1.8964,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,165,0,,1,,0.0,4.2854,0,0,0,0,1.0756,1.8308,0.1899,0.2958,0,0,1,0,0,2,1,105.5,0,2.2038,1860,1398,462,0,2,4.3662,0,,
faulty_sensor_covariance_weighted_fusion,16,57,PASS,1.8895,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,267,8,,0,,0.0,4.2107,0,0,0,0,1.0829,1.8522,0.1946,0.2737,0,0,1,0,0,2,1,105,0,2.2094,1858,1398,460,0,2,4.3821,0,,
faulty_sensor_covariance_weighted_fusion,17,58,PASS,1.6059,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,105,0,,1,,0.0,4.2155,0,0,0,0,0.9326,1.8591,0.1995,0.3089,0,0,1,0,0,2,1,105.25,0,2.2066,1852,1339,513,0,2,4.3576,0,,
faulty_sensor_covariance_weighted_fusion,18,59,PASS,1.5223,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,95,0,,1,,0.0,4.3326,0,0,0,0,1.071,1.8132,0.1966,0.3095,0,0,2,0,0,2,1,105.75,0,2.204,1862,1405,457,0,2,4.3607,0,,
faulty_sensor_covariance_weighted_fusion,19,60,PASS,1.4675,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,111,0,,1,,0.0,4.3459,0,0,0,0,1.0744,1.8339,0.1862,0.3035,0,0,3,0,0,2,1,104.5,0,2.2187,1846,1364,482,0,2,4.3744,0,,
faulty_sensor_covariance_weighted_fusion,20,61,PASS,1.4089,0.0,0.0,0.0,0,0.0,0.0,covariance_weighted_fusion,0,133,0,,1,,0.0,4.1922,0,0,0,0,0.976,1.7986,0.1922,0.3023,0,0,3,0,0,2.75,1,105.75,0,2.252,1856,1415,441,0,2,4.3466,0,,
very_low_P_D,1,42,PASS,0.327,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,40,37,,0,,1.738,4.0975,0,80,0,80,1.0605,0.7883,0.1017,0.103,33,0,406,0,0,5,9.2273,4.2703,0,53.2733,592,391,201,0,2,3.0359,0,,
very_low_P_D,2,43,PASS,0.3372,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,72,45,,0,,1.312,4.7145,0,81,0,81,1.9837,0.6127,0.108,0.1092,27,0,409,0,0,,8.7021,5.2258,0,43.3878,600,367,233,0,2,3.1088,0,,
very_low_P_D,3,44,PASS,0.3459,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,104,86,,0,,1.975,3.5781,0,163,0,163,0.6702,0.6114,0.2157,0.0704,22,0,448,0,0,0,14,4.2692,0,51.229,372,223,149,0,2,2.7153,0,,
very_low_P_D,4,45,PASS,0.3314,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,80,30,,0,,0.875,3.9715,0,81,0,81,1.111,1.9413,0.1168,0.0992,28,0,407,0,0,,9.9268,4.625,0,48.4745,520,322,198,0,2,2.8889,0,,
very_low_P_D,5,46,PASS,0.3654,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,49,74,,0,,1.338,5.0664,0,99,0,99,1.8723,0.8477,0.301,0.1178,30,0,418,0,0,2,9.5,4.9706,0,43.2923,598,339,259,0,2,2.9458,0,,
very_low_P_D,6,47,PASS,0.398,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,70,56,,0,,1.275,4.7291,0,90,0,90,1.6419,1.4212,0.0981,0.1126,32,0,421,0,0,2,9.1522,4.6944,0,47.8167,592,371,221,0,2,2.8878,0,,
very_low_P_D,7,48,PASS,0.532,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,82,7,,0,,1.225,4.5603,0,111,0,111,1.477,0.5378,0.1008,0.1355,43,0,419,0,0,5,7.3509,4.4468,0,52.1718,866,598,268,0,2,3.3828,0,,
very_low_P_D,8,49,PASS,0.3654,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,114,50,,0,,1.188,4.5363,0,142,0,142,1.452,0.481,0.1194,0.1034,28,0,427,0,0,,9.2826,4.875,0,45.3577,528,320,208,0,2,2.8085,0,,
very_low_P_D,9,50,PASS,0.4536,0.0,0.0,0.0,0,0.0,0.0,trust_weighted_fusion,0,114,41,,0,,1.4,3.3481,0,162,0,162,0.3857,0.5617,0.0967,0.116,29,0,410,0,0,,8.2,5.1818,0,40.1052,582,350,232,0,2,2.8529,0,,
