scenario,trial,seed,status,runtime_seconds,false_positive_rate,false_negative_rate,noise_level,latency_steps,dropout_probability,confidence_error_level,fusion_mode,collision_count,total_near_misses,collision_risk_count,minimum_separation,mission_success,mission_completion_time_s,avg_response_time_s,formation_error_rmse,unnecessary_avoidance_count,missed_response_count,hold_duration,wrong_decisions,swarm_stability,rmse_position_error,velocity_rmse,track_continuity,track_fragmentation,false_detections,missed_detections,false_tracks,missed_tracks,track_confirmation_time_steps,track_loss_duration_steps,average_track_lifetime_steps,association_errors,average_covariance,messages_sent,messages_received,messages_dropped,stale_messages,avg_message_delay_steps,communication_load,max_outage_duration_steps,avg_recovery_time_steps,error
target_reappearing_after_dropout,17,58,PASS,1.0249,0.0,0.0,0.0,0,0.03,0.0,no_fusion,0,60,4,,0,,0.0,3.2455,0,23,0,23,0.3748,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
target_reappearing_after_dropout,18,59,PASS,0.9576,0.0,0.0,0.0,0,0.03,0.0,no_fusion,0,43,0,,1,,0.0,3.1381,0,0,0,0,0.3448,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
target_reappearing_after_dropout,19,60,PASS,0.8719,0.0,0.0,0.0,0,0.03,0.0,no_fusion,0,44,6,,0,,0.0,2.815,0,24,0,24,0.3861,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
target_reappearing_after_dropout,20,61,PASS,0.8793,0.0,0.0,0.0,0,0.03,0.0,no_fusion,0,56,0,,1,,0.0,3.1868,0,12,0,12,0.4123,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,1,42,PASS,2.9093,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,26,0,,1,,0.0,6.819,936,0,0,936,3.2936,,,0.0,0,1210,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,2,43,PASS,3.7812,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,54,0,,1,,0.0,4.0492,914,0,0,914,0.8601,,,0.0,0,1221,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,3,44,PASS,4.5737,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,306,0,,0,,0.0,3.3132,820,0,0,820,0.7273,,,0.0,0,1272,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,4,45,PASS,2.91,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,204,0,,1,,0.0,7.617,898,0,0,898,2.7554,,,0.0,0,1240,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,5,46,PASS,3.5245,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,73,0,,1,,0.0,6.5933,950,0,0,950,3.1632,,,0.0,0,1224,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,6,47,PASS,3.2292,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,51,0,,1,,0.0,3.7876,903,0,0,903,0.7167,,,0.0,0,1176,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,7,48,PASS,3.5964,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,348,0,,0,,0.0,4.094,941,0,0,941,0.564,,,0.0,0,1295,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,8,49,PASS,3.99,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,72,0,,1,,0.025,3.8091,900,0,0,900,0.7428,,,0.0,0,1249,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,9,50,PASS,2.7423,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,36,0,,1,,0.013,7.701,903,0,0,903,3.6092,,,0.0,0,1171,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,10,51,PASS,3.915,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,309,0,,0,,0.0,3.6635,901,0,0,901,0.9501,,,0.0,0,1307,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,11,52,PASS,3.8978,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,51,0,,1,,0.0,4.1262,866,0,0,866,0.8138,,,0.0,0,1167,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,12,53,PASS,3.524,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,68,0,,1,,0.0,3.3241,944,0,0,944,0.5424,,,0.0,0,1254,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,13,54,PASS,3.4104,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,88,0,,1,,0.0,5.2116,906,0,0,906,1.2266,,,0.0,0,1199,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,14,55,PASS,3.544,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,136,0,,1,,0.0,6.4069,918,0,0,918,2.13,,,0.0,0,1241,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,15,56,PASS,3.222,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,137,0,,1,,0.0,6.1545,905,0,0,905,2.6728,,,0.0,0,1246,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,16,57,PASS,3.7504,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,332,0,,0,,0.0,4.5516,950,0,0,950,0.6954,,,0.0,0,1304,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,17,58,PASS,3.5215,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,321,0,,0,,0.0,7.1688,919,0,0,919,2.6548,,,0.0,0,1300,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,18,59,PASS,3.1794,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,69,0,,1,,0.0,4.506,901,0,0,901,1.7605,,,0.0,0,1233,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,19,60,PASS,2.9042,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,11,0,,1,,0.0,7.0344,898,0,0,898,2.9026,,,0.0,0,1141,0,0,0,,,,0,,0,0,0,0,,,0,,
clutter_near_real_target,20,61,PASS,3.6729,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,42,0,,1,,0.0,3.9638,877,0,0,877,1.0915,,,0.0,0,1215,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,1,42,PASS,1.4398,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,76,0,,1,,0.0,4.197,0,0,0,0,1.3193,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,2,43,PASS,1.4039,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,51,0,,1,,0.0,4.4173,0,0,0,0,1.5463,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,3,44,PASS,1.4687,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,76,0,,1,,0.0,4.063,0,0,0,0,1.1548,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,4,45,PASS,1.6277,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,75,0,,1,,0.0,4.0724,0,0,0,0,1.1867,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,5,46,PASS,1.6693,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,75,0,,1,,0.0,4.064,0,0,0,0,1.1604,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,6,47,PASS,1.6472,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,74,0,,1,,0.01,4.2529,0,0,0,0,1.363,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,7,48,PASS,1.4576,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,75,0,,1,,0.0,4.2993,0,0,0,0,1.4476,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,8,49,PASS,1.4265,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,78,0,,1,,0.01,4.2619,0,0,0,0,1.377,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,9,50,PASS,1.3901,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,74,0,,1,,0.01,4.4012,0,0,0,0,1.5747,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,10,51,PASS,1.5274,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,74,0,,1,,0.0,4.0139,0,0,0,0,1.1114,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,11,52,PASS,1.6854,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,42,0,,1,,0.01,4.1353,0,0,0,0,1.2246,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,12,53,PASS,1.7039,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,74,0,,1,,0.0,4.0561,0,0,0,0,1.1438,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,13,54,PASS,1.7261,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,78,0,,1,,0.0,4.0511,0,0,0,0,1.1747,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,14,55,PASS,1.4885,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,75,0,,1,,0.01,4.3497,0,0,0,0,1.5033,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,15,56,PASS,1.5013,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,77,0,,1,,0.0,4.2854,0,0,0,0,1.42,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,16,57,PASS,1.4245,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,73,0,,1,,0.0,4.1041,0,0,0,0,1.2246,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,17,58,PASS,1.7224,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,134,0,,1,,0.0,3.698,0,0,0,0,0.6798,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,18,59,PASS,1.6956,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,77,0,,1,,0.0,4.3383,0,0,0,0,1.5224,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,19,60,PASS,1.6711,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,77,0,,1,,0.0,4.3167,0,0,0,0,1.4832,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
closely_spaced_targets,20,61,PASS,1.515,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,78,0,,1,,0.0,4.0628,0,0,0,0,1.1667,,,0.0,0,0,0,0,0,,,,0,,0,0,0,0,,,0,,
env_clear,1,42,PASS,1.2381,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,57,0,,1,,0.0,4.687,0,0,0,0,1.3392,0.5685,0.1133,0.3303,0,0,1,0,0,2,1,109.5,0,2.161,1906,442,1464,0,2,4.3122,0,,
env_clear,2,43,PASS,1.3825,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,56,0,,1,,0.0,4.7667,0,0,0,0,1.4151,0.5992,0.1155,0.3321,0,0,1,0,0,2,1,110.25,0,2.1533,1920,445,1475,0,2,4.3146,0,,
env_clear,3,44,PASS,1.2685,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,58,0,,1,,0.013,4.6083,0,0,0,0,1.2667,0.5741,0.113,0.3293,0,0,2,0,0,2,1,109,0,2.1738,1906,440,1466,0,2,4.3318,0,,
env_clear,4,45,PASS,1.4485,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,48,0,,1,,0.0,4.3355,0,0,0,0,1.0514,0.576,0.1213,0.3364,0,0,2,0,0,2,1,111,0,2.1471,1918,448,1470,0,2,4.2812,0,,
env_clear,5,46,PASS,1.4465,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,54,0,,1,,0.0,4.5029,0,0,0,0,1.2045,0.5876,0.1152,0.3361,0,0,1,0,0,2,1,111.5,0,2.1407,1928,450,1478,0,2,4.2844,0,,
env_clear,6,47,PASS,1.5142,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,47,0,,1,,0.0,4.6799,0,0,0,0,1.3341,0.5671,0.1107,0.3321,0,0,0,0,0,2,,109.75,0,2.1569,1916,443,1473,0,2,4.3251,0,,
env_clear,7,48,PASS,1.3395,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,56,0,,1,,0.0,4.7306,0,0,0,0,1.3805,0.5965,0.1173,0.3323,0,0,0,0,0,2,,110.25,0,2.1518,1920,445,1475,0,2,4.3146,0,,
env_clear,8,49,PASS,1.2505,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,57,0,,1,,0.013,4.7717,0,0,0,0,1.4191,0.5758,0.1223,0.3311,0,0,1,0,0,2,1,110,0,2.1558,1918,444,1474,0,2,4.3198,0,,
env_clear,9,50,PASS,1.2049,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,55,0,,1,,0.0,4.8153,0,0,0,0,1.455,0.5842,0.1121,0.3323,0,0,1,0,0,2,1,110.25,0,2.1533,1918,445,1473,0,2,4.3101,0,,
env_clear,10,51,PASS,1.1834,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,44,0,,1,,0.0,4.8392,0,0,0,0,1.4938,0.5542,0.1173,0.3341,0,0,0,0,0,2,,110.75,0,2.1467,1918,447,1471,0,2,4.2908,0,,
env_clear,11,52,PASS,1.2879,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,55,0,,1,,0.0,4.3699,0,0,0,0,1.0723,0.5832,0.1142,0.3341,0,0,0,0,0,2,,110.5,0,2.1493,1920,446,1474,0,2,4.3049,0,,
env_clear,12,53,PASS,1.4712,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,52,0,,1,,0.0,4.3375,0,0,0,0,1.0357,0.5698,0.1096,0.3313,0,0,1,0,0,2,1,109.5,0,2.161,1914,442,1472,0,2,4.3303,0,,
env_clear,13,54,PASS,1.498,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,56,0,,1,,0.0,3.9958,0,0,0,0,0.7484,0.5875,0.1184,0.3272,0,0,2,0,0,2.75,1,107.5,0,2.2317,1898,434,1464,0,2,4.3733,0,,
env_clear,14,55,PASS,1.5101,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,51,0,,1,,0.0,3.9249,0,0,0,0,0.6839,0.6122,0.1179,0.3251,0,0,0,0,0,2,,106.5,0,2.1913,1892,430,1462,0,2,4.4,0,,
env_clear,15,56,PASS,1.2537,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,56,0,,1,,0.0,4.7282,0,0,0,0,1.3802,0.5766,0.1168,0.3328,0,0,1,0,0,2,1,110.25,0,2.1533,1920,445,1475,0,2,4.3146,0,,
env_clear,16,57,PASS,1.24,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,50,0,,1,,0.0,4.744,0,0,0,0,1.4014,0.5724,0.1162,0.3328,0,0,1,0,0,2,1,110.25,0,2.1533,1920,445,1475,0,2,4.3146,0,,
env_clear,17,58,PASS,1.2658,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,63,0,,1,,0.0,4.1591,0,0,0,0,0.8649,0.5879,0.1152,0.3229,0,0,2,0,0,2,1,106.5,0,2.1957,1892,430,1462,0,2,4.4,0,,
env_clear,18,59,PASS,1.2106,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,49,0,,1,,0.0,4.641,0,0,0,0,1.3109,0.5823,0.1142,0.3354,0,0,2,0,0,2,1,111,0,2.1475,1924,448,1476,0,2,4.2946,0,,
env_clear,19,60,PASS,1.3906,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,61,0,,1,,0.0,4.0176,0,0,0,0,0.7453,0.5797,0.1133,0.3267,0,0,1,0,0,2,1,107.5,0,2.182,1902,434,1468,0,2,4.3825,0,,
env_clear,20,61,PASS,1.582,0.0,0.0,0.0,0,0.0,0.0,no_fusion,0,48,0,,1,,0.0,4.4193,0,0,0,0,1.1144,0.5548,0.1192,0.3338,0,0,2,0,0,2.75,1,110.25,0,2.2005,1916,445,1471,0,2,4.3056,0,,
env_low_visibility,1,42,PASS,1.2744,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,42,0,,1,,0.138,4.4264,4,19,0,23,1.1624,0.6434,0.1122,0.3051,20,7,173,0,0,4.4762,1.9438,17.2083,4,10.3855,1862,437,1425,0,2,4.2609,0,,
env_low_visibility,2,43,PASS,1.0936,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,50,0,,1,,0.15,4.9347,2,25,0,27,1.4458,0.5937,0.1224,0.2996,16,4,175,0,0,4.375,1.75,20.3,2,9.0675,1798,426,1372,0,2,4.2207,0,,
env_low_visibility,3,44,PASS,0.9216,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,64,0,,1,,0.188,4.8286,6,24,0,30,1.4024,0.6009,0.1175,0.3055,13,6,177,0,0,3.8667,1.7353,24.3529,0,7.3936,1842,431,1411,0,2,4.2738,0,,
env_low_visibility,4,45,PASS,1.004,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,53,0,,1,,0.163,4.7132,6,18,0,24,1.3849,0.5918,0.1136,0.3111,11,9,160,0,0,4.9091,1.7391,27.6667,3,7.2034,1826,430,1396,0,2,4.2465,0,,
env_low_visibility,5,46,PASS,0.9927,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,53,0,,1,,0.163,4.6032,2,24,0,26,1.2514,0.6059,0.1109,0.3062,16,8,167,0,0,4.8182,1.6373,20.4,6,9.2014,1854,428,1426,0,2,4.3318,0,,
env_low_visibility,6,47,PASS,0.9921,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,43,0,,1,,0.075,4.0729,2,20,0,22,0.8304,0.6436,0.1171,0.3057,12,2,152,0,0,4.6667,1.6703,25.125,0,7.2012,1804,418,1386,0,2,4.3158,0,,
env_low_visibility,7,48,PASS,0.9147,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,45,0,,1,,0.175,4.3216,1,21,0,22,1.0299,0.5813,0.1085,0.3063,17,2,180,0,0,4.2,1.7822,19.4286,1,9.8351,1816,429,1387,0,2,4.2331,0,,
env_low_visibility,8,49,PASS,1.0653,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,50,0,,1,,0.05,4.6602,2,17,0,19,1.3256,0.5739,0.1019,0.3004,15,4,183,0,0,6,1.7767,21.2632,2,9.21,1786,423,1363,0,2,4.2222,0,,
env_low_visibility,9,50,PASS,1.1546,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,48,0,,1,,0.138,4.5511,1,23,0,24,1.2292,0.6153,0.1183,0.3017,13,2,175,0,0,4.7857,1.8229,23.8824,1,8.134,1802,423,1379,0,2,4.26,0,,
env_low_visibility,10,51,PASS,1.084,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,53,0,,1,,0.125,4.6032,3,24,0,27,1.3403,0.605,0.1157,0.2989,13,5,176,0,0,4.6667,1.8925,23.6471,1,8.5554,1768,419,1349,0,2,4.2196,0,,
env_low_visibility,11,52,PASS,1.0865,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,47,0,,1,,0.062,4.8615,6,21,0,27,1.5437,0.6208,0.1108,0.3234,15,8,170,0,0,5.125,1.6832,22.5789,2,8.3229,1898,448,1450,0,2,4.2366,0,,
env_low_visibility,12,53,PASS,1.2064,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,43,0,,1,,0.1,3.9847,4,19,0,23,0.7932,0.6389,0.119,0.2908,16,4,179,0,0,4.2,1.967,19.5,0,9.3664,1742,410,1332,0,2,4.2488,0,,
env_low_visibility,13,54,PASS,1.2301,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,46,0,,1,,0.088,4.6688,7,20,0,27,1.3475,0.6231,0.117,0.3116,14,8,155,0,0,5.4118,1.5979,23.1667,1,7.6078,1884,435,1449,0,2,4.331,0,,
env_low_visibility,14,55,PASS,1.5251,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,44,0,,1,,0.075,5.2298,4,18,0,22,1.6795,0.6444,0.1168,0.3104,14,9,169,0,0,5.6667,1.6733,23.1667,5,8.2671,1848,435,1413,0,2,4.2483,0,,
env_low_visibility,15,56,PASS,1.511,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,46,0,,1,,0.075,4.5355,2,23,0,25,1.2805,0.592,0.1152,0.3088,14,5,163,0,0,4.5714,1.7717,23,3,8.2439,1854,432,1422,0,2,4.2917,0,,
env_low_visibility,16,57,PASS,1.1259,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,45,0,,1,,0.163,3.9598,2,20,0,22,0.8995,0.6186,0.1172,0.3018,17,5,178,0,0,3.3571,1.8351,19.2857,3,9.8697,1858,426,1432,0,2,4.3615,0,,
env_low_visibility,17,58,PASS,1.1781,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,43,0,,1,,0.138,4.0831,1,25,0,26,0.871,0.6198,0.1132,0.2973,17,8,171,0,0,3,1.8191,18.9048,7,9.577,1798,418,1380,0,2,4.3014,0,,
env_low_visibility,18,59,PASS,1.1339,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,45,0,,1,,0.088,4.347,4,24,0,28,1.1108,0.579,0.1101,0.3128,14,6,163,0,0,5.0667,1.598,23,2,7.8846,1864,432,1432,0,2,4.3148,0,,
env_low_visibility,19,60,PASS,1.1038,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,47,0,,1,,0.1,4.8706,4,12,0,16,1.5105,0.6465,0.1109,0.3078,16,6,159,0,0,3.75,1.6915,20.55,2,9.2633,1846,431,1415,0,2,4.2831,0,,
env_low_visibility,20,61,PASS,1.1157,0.0,0.35,2.0,0,0.01,0.2,no_fusion,0,56,0,,1,,0.075,4.5575,2,23,0,25,1.2959,0.6115,0.113,0.3094,13,4,159,0,0,4.6154,1.7865,24.2941,2,8.3112,1842,430,1412,0,2,4.2837,0,,
env_fog,1,42,PASS,0.6495,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,43,0,,1,,0.35,3.7691,2,34,0,36,0.7688,0.6608,0.1139,0.248,39,6,296,0,0,3.9091,2.9899,8.0698,4,24.9621,1584,390,1194,0,2,4.0615,0,,
env_fog,2,43,PASS,0.6767,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,57,0,,1,,0.513,3.9346,11,33,0,44,0.8675,0.6492,0.1121,0.2434,36,15,307,0,0,4,3.1327,8.6,4,23.6533,1516,384,1132,0,2,3.9479,0,,
env_fog,3,44,PASS,0.6424,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,43,0,,1,,0.4,4.6805,8,27,0,35,1.5071,0.6312,0.1116,0.2506,40,13,282,0,0,2.75,2.7647,8.0455,4,25.4616,1620,398,1222,0,2,4.0704,0,,
env_fog,4,45,PASS,0.633,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,38,0,,1,,0.463,4.1723,9,28,0,37,1.0238,0.6229,0.1091,0.2417,37,11,278,0,0,5.3333,3.1236,8.1463,2,23.8995,1470,375,1095,0,2,3.92,0,,
env_fog,5,46,PASS,0.6389,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,45,0,,1,,0.488,4.7154,10,30,0,40,1.5171,0.6701,0.1244,0.2306,37,10,300,0,0,3.8667,3.3333,8.0976,0,24.5821,1448,373,1075,0,2,3.882,0,,
env_fog,6,47,PASS,0.6864,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,48,0,,1,,0.375,4.1815,8,24,0,32,1.1339,0.6265,0.1184,0.2324,41,11,308,0,0,3.2667,3.3118,7.4222,3,26.782,1474,379,1095,0,2,3.8892,0,,
env_fog,7,48,PASS,0.6797,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,48,0,,1,,0.425,4.5697,4,32,0,36,1.2791,0.6601,0.1128,0.2549,37,6,283,0,0,4.2143,2.7212,8.7073,2,23.0596,1606,398,1208,0,2,4.0352,0,,
env_fog,8,49,PASS,0.662,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,39,0,,1,,0.425,4.7452,9,30,0,39,1.3395,0.6624,0.1185,0.2378,36,13,300,0,0,6.9091,3.125,8.475,4,25.0122,1492,379,1113,0,2,3.9367,0,,
env_fog,9,50,PASS,0.764,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,43,0,,1,,0.325,3.9121,6,26,0,32,0.7894,0.6541,0.104,0.2372,33,12,292,0,0,5.5,3.1739,8.973,7,22.7931,1434,369,1065,0,2,3.8862,0,,
env_fog,10,51,PASS,0.768,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,67,0,,1,,0.413,5.3586,11,56,0,67,2.0423,0.6467,0.1018,0.255,33,14,294,0,0,5.2667,2.8544,9.6216,3,19.8806,1488,393,1095,0,2,3.7863,0,,
env_fog,11,52,PASS,0.8121,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,40,0,,1,,0.263,3.6421,10,25,0,35,0.5557,0.6773,0.1125,0.2413,34,14,282,0,0,5.3,2.9072,8.8158,4,22.2465,1498,373,1125,0,2,4.0161,0,,
env_fog,12,53,PASS,0.7896,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,67,0,,1,,0.338,4.2004,2,53,0,55,1.0984,0.6387,0.1091,0.2356,39,9,297,0,0,4.3636,3.2637,7.7209,7,25.9712,1520,375,1145,0,2,4.0533,0,,
env_fog,13,54,PASS,0.7873,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,45,0,,1,,0.5,4.389,9,29,0,38,1.3087,0.7032,0.1147,0.2512,34,12,271,0,0,2.9375,2.7938,9.1842,2,20.9215,1600,387,1213,0,2,4.1344,0,,
env_fog,14,55,PASS,0.8061,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,35,0,,1,,0.413,4.0021,14,27,0,41,0.7988,0.6457,0.1112,0.2541,39,19,283,0,0,4.8571,2.9479,8.2791,5,24.3682,1612,399,1213,0,2,4.0401,0,,
env_fog,15,56,PASS,0.6505,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,51,0,,1,,0.488,4.925,6,33,0,39,1.5751,0.7023,0.1072,0.236,33,8,305,0,0,3.5,3.3152,9,2,22.7821,1432,370,1062,0,2,3.8703,0,,
env_fog,16,57,PASS,0.6918,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,43,0,,1,,0.438,4.3209,11,28,0,39,1.296,0.6462,0.1204,0.2479,31,19,291,0,0,5.2727,2.8812,9.8571,7,20.7915,1572,380,1192,0,2,4.1368,0,,
env_fog,17,58,PASS,0.713,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,62,0,,1,,0.425,4.4374,4,50,0,54,1.0851,0.6868,0.1163,0.2457,35,6,279,0,0,5.75,2.8469,8.7949,1,22.6156,1526,382,1144,0,2,3.9948,0,,
env_fog,18,59,PASS,0.635,0.0,0.55,3.5,0,0.04,0.3,no_fusion,0,36,0,,1,,0.175,4.6701,11,29,0,40,1.2848,0.6073,0.1046,0.2465,38,14,281,0,0,2.3077,3.1222,8.0714,3,23.707,1466,381,1085,0,2,3.8478,0,,
