ablation,scenario,trial,seed,fusion_mode,false_positive_rate,false_negative_rate,noise_level,latency_steps,dropout_probability,confidence_error_level,collision_risk_count,missed_response_count,fusion_recovery_count,mission_success,avg_response_time_s,avg_formation_error
no_radar_tracking,latency,1,42,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_radar_tracking,latency,2,43,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_radar_tracking,latency,3,44,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_radar_tracking,latency,4,45,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_radar_tracking,latency,5,46,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_radar_tracking,sensor_dropout,1,42,no_fusion,0.0,0.0,0.0,0,0.02,0.0,96,11,0,Yes,0.0,4.159
no_radar_tracking,sensor_dropout,2,43,no_fusion,0.0,0.0,0.0,0,0.02,0.0,97,9,0,No,0.088,3.548
no_radar_tracking,sensor_dropout,3,44,no_fusion,0.0,0.0,0.0,0,0.02,0.0,83,9,0,Yes,0.0,3.677
no_radar_tracking,sensor_dropout,4,45,no_fusion,0.0,0.0,0.0,0,0.02,0.0,89,11,0,Yes,0.3,4.298
no_radar_tracking,sensor_dropout,5,46,no_fusion,0.0,0.0,0.0,0,0.02,0.0,87,14,0,Yes,0.0,4.358
no_radar_tracking,confidence_error,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.35,79,0,0,Yes,0.0,3.682
no_radar_tracking,confidence_error,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.35,79,0,0,Yes,0.0,3.682
no_radar_tracking,confidence_error,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.35,79,0,0,Yes,0.0,3.682
no_radar_tracking,confidence_error,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.35,79,0,0,Yes,0.0,3.682
no_radar_tracking,confidence_error,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.35,79,0,0,Yes,0.0,3.682
no_radar_tracking,no_fusion_matched,1,42,no_fusion,0.0,0.2,1.5,0,0.0,0.15,135,19,0,No,0.1,4.769
no_radar_tracking,no_fusion_matched,2,43,no_fusion,0.0,0.2,1.5,0,0.0,0.15,117,14,0,Yes,0.075,4.978
no_radar_tracking,no_fusion_matched,3,44,no_fusion,0.0,0.2,1.5,0,0.0,0.15,132,27,0,No,0.025,5.034
no_radar_tracking,no_fusion_matched,4,45,no_fusion,0.0,0.2,1.5,0,0.0,0.15,169,18,0,No,0.05,4.467
no_radar_tracking,no_fusion_matched,5,46,no_fusion,0.0,0.2,1.5,0,0.0,0.15,154,25,0,No,0.038,3.981
no_radar_tracking,naive_fusion,1,42,naive_fusion,0.0,0.2,1.5,0,0.0,0.15,86,8,75,Yes,0.1,3.877
no_radar_tracking,naive_fusion,2,43,naive_fusion,0.0,0.2,1.5,0,0.0,0.15,75,9,95,Yes,0.075,4.422
no_radar_tracking,naive_fusion,3,44,naive_fusion,0.0,0.2,1.5,0,0.0,0.15,66,4,73,No,0.025,4.243
no_radar_tracking,naive_fusion,4,45,naive_fusion,0.0,0.2,1.5,0,0.0,0.15,82,8,73,Yes,0.05,3.92
no_radar_tracking,naive_fusion,5,46,naive_fusion,0.0,0.2,1.5,0,0.0,0.15,87,8,75,Yes,0.025,4.308
no_radar_tracking,trust_weighted_fusion,1,42,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,70,10,74,No,0.1,3.868
no_radar_tracking,trust_weighted_fusion,2,43,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,81,8,82,No,0.075,3.925
no_radar_tracking,trust_weighted_fusion,3,44,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,68,5,85,No,0.025,4.061
no_radar_tracking,trust_weighted_fusion,4,45,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,98,15,77,No,0.05,3.811
no_radar_tracking,trust_weighted_fusion,5,46,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,82,7,76,No,0.025,4.272
no_radar_tracking,one_uav_obstacle,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,one_uav_obstacle,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,one_uav_obstacle,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,one_uav_obstacle,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,one_uav_obstacle,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,multiple_obstacles,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,129,0,0,Yes,0.0,5.035
no_radar_tracking,multiple_obstacles,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,129,0,0,Yes,0.0,5.035
no_radar_tracking,multiple_obstacles,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,129,0,0,Yes,0.0,5.035
no_radar_tracking,multiple_obstacles,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,129,0,0,Yes,0.0,5.035
no_radar_tracking,multiple_obstacles,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,129,0,0,Yes,0.0,5.035
no_radar_tracking,two_crossing_targets,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,104,0,0,Yes,0.0,8.737
no_radar_tracking,two_crossing_targets,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,104,0,0,Yes,0.0,8.737
no_radar_tracking,two_crossing_targets,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,104,0,0,Yes,0.0,8.737
no_radar_tracking,two_crossing_targets,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,104,0,0,Yes,0.0,8.737
no_radar_tracking,two_crossing_targets,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,104,0,0,Yes,0.0,8.737
no_radar_tracking,moving_obstacle_approaching_swarm,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,124,0,0,Yes,0.0,3.024
no_radar_tracking,moving_obstacle_approaching_swarm,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,124,0,0,Yes,0.0,3.024
no_radar_tracking,moving_obstacle_approaching_swarm,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,124,0,0,Yes,0.0,3.024
no_radar_tracking,moving_obstacle_approaching_swarm,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,124,0,0,Yes,0.0,3.024
no_radar_tracking,moving_obstacle_approaching_swarm,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,124,0,0,Yes,0.0,3.024
no_radar_tracking,target_temporarily_lost,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,184,0,0,Yes,0.0,3.065
no_radar_tracking,target_temporarily_lost,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,184,0,0,Yes,0.0,3.065
no_radar_tracking,target_temporarily_lost,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,184,0,0,Yes,0.0,3.065
no_radar_tracking,target_temporarily_lost,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,184,0,0,Yes,0.0,3.065
no_radar_tracking,target_temporarily_lost,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,184,0,0,Yes,0.0,3.065
no_radar_tracking,target_reappearing_after_dropout,1,42,no_fusion,0.0,0.0,0.0,0,0.03,0.0,124,34,0,No,0.0,3.068
no_radar_tracking,target_reappearing_after_dropout,2,43,no_fusion,0.0,0.0,0.0,0,0.03,0.0,100,14,0,No,0.0,3.001
no_radar_tracking,target_reappearing_after_dropout,3,44,no_fusion,0.0,0.0,0.0,0,0.03,0.0,130,38,0,No,0.6,3.062
no_radar_tracking,target_reappearing_after_dropout,4,45,no_fusion,0.0,0.0,0.0,0,0.03,0.0,114,23,0,No,0.6,3.045
no_radar_tracking,target_reappearing_after_dropout,5,46,no_fusion,0.0,0.0,0.0,0,0.03,0.0,126,16,0,No,0.0,3.032
no_radar_tracking,clutter_near_real_target,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,83,0,0,Yes,0.0,3.313
no_radar_tracking,clutter_near_real_target,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,83,0,0,Yes,0.0,3.313
no_radar_tracking,clutter_near_real_target,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,83,0,0,Yes,0.0,3.313
no_radar_tracking,clutter_near_real_target,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,83,0,0,Yes,0.0,3.313
no_radar_tracking,clutter_near_real_target,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,83,0,0,Yes,0.0,3.313
no_radar_tracking,closely_spaced_targets,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,122,0,0,Yes,0.0,4.051
no_radar_tracking,closely_spaced_targets,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,122,0,0,Yes,0.0,4.051
no_radar_tracking,closely_spaced_targets,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,122,0,0,Yes,0.0,4.051
no_radar_tracking,closely_spaced_targets,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,122,0,0,Yes,0.0,4.051
no_radar_tracking,closely_spaced_targets,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,122,0,0,Yes,0.0,4.051
no_radar_tracking,env_clear,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_clear,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_clear,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_clear,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_clear,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_low_visibility,1,42,no_fusion,0.0,0.35,2.0,0,0.01,0.2,207,62,0,No,0.2,4.242
no_radar_tracking,env_low_visibility,2,43,no_fusion,0.0,0.35,2.0,0,0.01,0.2,194,57,0,No,0.1,4.51
no_radar_tracking,env_low_visibility,3,44,no_fusion,0.0,0.35,2.0,0,0.01,0.2,168,47,0,No,0.062,4.536
no_radar_tracking,env_low_visibility,4,45,no_fusion,0.0,0.35,2.0,0,0.01,0.2,193,56,0,Yes,0.163,4.772
no_radar_tracking,env_low_visibility,5,46,no_fusion,0.0,0.35,2.0,0,0.01,0.2,202,59,0,No,0.1,5.039
no_radar_tracking,env_fog,1,42,no_fusion,0.0,0.55,3.5,0,0.04,0.3,247,136,0,No,0.325,3.779
no_radar_tracking,env_fog,2,43,no_fusion,0.0,0.55,3.5,0,0.04,0.3,216,113,0,No,0.488,3.52
no_radar_tracking,env_fog,3,44,no_fusion,0.0,0.55,3.5,0,0.04,0.3,239,123,0,No,0.463,4.418
no_radar_tracking,env_fog,4,45,no_fusion,0.0,0.55,3.5,0,0.04,0.3,256,133,0,No,0.537,4.42
no_radar_tracking,env_fog,5,46,no_fusion,0.0,0.55,3.5,0,0.04,0.3,244,146,0,No,0.7,3.543
no_radar_tracking,env_heavy_clutter,1,42,no_fusion,0.0,0.1,0.5,0,0.0,0.05,140,8,0,No,0.038,3.576
no_radar_tracking,env_heavy_clutter,2,43,no_fusion,0.0,0.1,0.5,0,0.0,0.05,124,4,0,No,0.013,3.393
no_radar_tracking,env_heavy_clutter,3,44,no_fusion,0.0,0.1,0.5,0,0.0,0.05,125,9,0,No,0.013,3.391
no_radar_tracking,env_heavy_clutter,4,45,no_fusion,0.0,0.1,0.5,0,0.0,0.05,133,12,0,No,0.038,3.389
no_radar_tracking,env_heavy_clutter,5,46,no_fusion,0.0,0.1,0.5,0,0.0,0.05,148,11,0,No,0.038,3.584
no_radar_tracking,env_communication_delay,1,42,no_fusion,0.0,0.0,0.0,6,0.01,0.0,113,0,0,Yes,1.2,4.039
no_radar_tracking,env_communication_delay,2,43,no_fusion,0.0,0.0,0.0,6,0.01,0.0,116,9,0,No,1.2,4.188
no_radar_tracking,env_communication_delay,3,44,no_fusion,0.0,0.0,0.0,6,0.01,0.0,111,5,0,Yes,1.2,4.667
no_radar_tracking,env_communication_delay,4,45,no_fusion,0.0,0.0,0.0,6,0.01,0.0,109,6,0,No,1.2,4.024
no_radar_tracking,env_communication_delay,5,46,no_fusion,0.0,0.0,0.0,6,0.01,0.0,106,0,0,No,1.2,4.129
no_radar_tracking,env_partial_sensor_failure,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_partial_sensor_failure,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_partial_sensor_failure,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_partial_sensor_failure,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,env_partial_sensor_failure,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,perfect_communication,1,42,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,70,10,74,No,0.1,3.868
no_radar_tracking,perfect_communication,2,43,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,81,8,82,No,0.075,3.925
no_radar_tracking,perfect_communication,3,44,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,68,5,85,No,0.025,4.061
no_radar_tracking,perfect_communication,4,45,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,98,15,77,No,0.05,3.811
no_radar_tracking,perfect_communication,5,46,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,82,7,76,No,0.025,4.272
no_radar_tracking,low_packet_loss,1,42,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,70,10,74,No,0.1,3.868
no_radar_tracking,low_packet_loss,2,43,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,81,8,82,No,0.075,3.925
no_radar_tracking,low_packet_loss,3,44,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,68,5,85,No,0.025,4.061
no_radar_tracking,low_packet_loss,4,45,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,98,15,77,No,0.05,3.811
no_radar_tracking,low_packet_loss,5,46,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,82,7,76,No,0.025,4.272
no_radar_tracking,high_packet_loss,1,42,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,70,10,74,No,0.1,3.868
no_radar_tracking,high_packet_loss,2,43,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,81,8,82,No,0.075,3.925
no_radar_tracking,high_packet_loss,3,44,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,68,5,85,No,0.025,4.061
no_radar_tracking,high_packet_loss,4,45,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,98,15,77,No,0.05,3.811
no_radar_tracking,high_packet_loss,5,46,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,82,7,76,No,0.025,4.272
no_radar_tracking,short_communication_range,1,42,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,70,10,74,No,0.1,3.868
no_radar_tracking,short_communication_range,2,43,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,81,8,82,No,0.075,3.925
no_radar_tracking,short_communication_range,3,44,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,68,5,85,No,0.025,4.061
no_radar_tracking,short_communication_range,4,45,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,98,15,77,No,0.05,3.811
no_radar_tracking,short_communication_range,5,46,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,82,7,76,No,0.025,4.272
no_radar_tracking,delayed_track_sharing,1,42,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,70,10,74,No,0.1,3.868
no_radar_tracking,delayed_track_sharing,2,43,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,81,8,82,No,0.075,3.925
no_radar_tracking,delayed_track_sharing,3,44,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,68,5,85,No,0.025,4.061
no_radar_tracking,delayed_track_sharing,4,45,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,98,15,77,No,0.05,3.811
no_radar_tracking,delayed_track_sharing,5,46,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,82,7,76,No,0.025,4.272
no_radar_tracking,communication_outage,1,42,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,70,10,74,No,0.1,3.868
no_radar_tracking,communication_outage,2,43,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,81,8,82,No,0.075,3.925
no_radar_tracking,communication_outage,3,44,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,68,5,85,No,0.025,4.061
no_radar_tracking,communication_outage,4,45,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,98,15,77,No,0.05,3.811
no_radar_tracking,communication_outage,5,46,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,82,7,76,No,0.025,4.272
no_radar_tracking,faulty_sensor_naive_fusion,1,42,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_naive_fusion,2,43,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_naive_fusion,3,44,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_naive_fusion,4,45,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_naive_fusion,5,46,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_confidence_weighted_fusion,1,42,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_confidence_weighted_fusion,2,43,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_confidence_weighted_fusion,3,44,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_confidence_weighted_fusion,4,45,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_confidence_weighted_fusion,5,46,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_fixed,1,42,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_fixed,2,43,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_fixed,3,44,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_fixed,4,45,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_fixed,5,46,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_dynamic,1,42,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_dynamic,2,43,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_dynamic,3,44,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_dynamic,4,45,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_trust_weighted_fusion_dynamic,5,46,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_covariance_weighted_fusion,1,42,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_covariance_weighted_fusion,2,43,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_covariance_weighted_fusion,3,44,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_covariance_weighted_fusion,4,45,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_radar_tracking,faulty_sensor_covariance_weighted_fusion,5,46,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_confidence,false_positive,1,42,no_fusion,0.08,0.0,0.0,0,0.0,0.0,76,0,0,Yes,0.0,3.789
no_confidence,false_positive,2,43,no_fusion,0.08,0.0,0.0,0,0.0,0.0,90,0,0,Yes,0.0,3.655
no_confidence,false_positive,3,44,no_fusion,0.08,0.0,0.0,0,0.0,0.0,76,0,0,Yes,0.0,4.112
no_confidence,false_positive,4,45,no_fusion,0.08,0.0,0.0,0,0.0,0.0,74,0,0,Yes,0.0,3.75
no_confidence,false_positive,5,46,no_fusion,0.08,0.0,0.0,0,0.0,0.0,82,0,0,Yes,0.0,3.986
no_confidence,false_negative,1,42,no_fusion,0.0,0.25,0.0,0,0.0,0.0,85,23,0,Yes,0.125,4.061
no_confidence,false_negative,2,43,no_fusion,0.0,0.25,0.0,0,0.0,0.0,92,14,0,Yes,0.038,4.068
no_confidence,false_negative,3,44,no_fusion,0.0,0.25,0.0,0,0.0,0.0,99,18,0,Yes,0.125,4.015
no_confidence,false_negative,4,45,no_fusion,0.0,0.25,0.0,0,0.0,0.0,83,13,0,Yes,0.088,3.781
no_confidence,false_negative,5,46,no_fusion,0.0,0.25,0.0,0,0.0,0.0,89,17,0,No,0.1,4.09
no_confidence,sensor_noise,1,42,no_fusion,0.0,0.0,1.5,0,0.0,0.0,141,0,0,No,0.0,4.083
no_confidence,sensor_noise,2,43,no_fusion,0.0,0.0,1.5,0,0.0,0.0,143,0,0,No,0.0,3.707
no_confidence,sensor_noise,3,44,no_fusion,0.0,0.0,1.5,0,0.0,0.0,136,0,0,No,0.0,3.981
no_confidence,sensor_noise,4,45,no_fusion,0.0,0.0,1.5,0,0.0,0.0,167,0,0,No,0.0,4.275
no_confidence,sensor_noise,5,46,no_fusion,0.0,0.0,1.5,0,0.0,0.0,160,0,0,No,0.0,4.204
no_confidence,latency,1,42,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_confidence,latency,2,43,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_confidence,latency,3,44,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_confidence,latency,4,45,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_confidence,latency,5,46,no_fusion,0.0,0.0,0.0,5,0.0,0.0,96,0,0,Yes,1.0,4.059
no_confidence,sensor_dropout,1,42,no_fusion,0.0,0.0,0.0,0,0.02,0.0,96,11,0,Yes,0.0,4.159
no_confidence,sensor_dropout,2,43,no_fusion,0.0,0.0,0.0,0,0.02,0.0,97,9,0,No,0.088,3.548
no_confidence,sensor_dropout,3,44,no_fusion,0.0,0.0,0.0,0,0.02,0.0,83,9,0,Yes,0.0,3.677
no_confidence,sensor_dropout,4,45,no_fusion,0.0,0.0,0.0,0,0.02,0.0,89,11,0,Yes,0.3,4.298
no_confidence,sensor_dropout,5,46,no_fusion,0.0,0.0,0.0,0,0.02,0.0,87,14,0,Yes,0.0,4.358
no_confidence,confidence_error,1,42,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_confidence,confidence_error,2,43,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_confidence,confidence_error,3,44,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_confidence,confidence_error,4,45,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
no_confidence,confidence_error,5,46,no_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,Yes,0.0,3.682
