scenario,step,time_s,uav_id,x,y,actual_obstacle_x,actual_obstacle_y,perceived_obstacle_x,perceived_obstacle_y,actual_target_x,actual_target_y,perceived_target_x,perceived_target_y,error_type,action_taken,num_perceived_detections,num_phantom_detections,dist_to_target,nearest_entity_type,nearest_entity_distance,collision_risk_flag,unnecessary_avoidance_flag,missed_response_flag,reached_goal,mission_completed_flag
sensor_noise,16,3.2,0,10.431,6.068,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,118.442,uav_2,10.825,False,False,False,False,False
sensor_noise,16,3.2,1,5.548,20.907,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,111.691,uav_3,12.7,False,False,False,False,False
sensor_noise,16,3.2,2,21.113,7.824,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,104.706,uav_0,10.825,False,False,False,False,False
sensor_noise,16,3.2,3,18.248,20.891,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,96.889,uav_1,12.7,False,False,False,False,False
sensor_noise,17,3.4,0,10.579,6.439,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,118.074,uav_2,11.005,False,False,False,False,False
sensor_noise,17,3.4,1,5.673,21.287,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,111.347,uav_3,12.777,False,False,False,False,False
sensor_noise,17,3.4,2,21.472,7.999,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,104.346,uav_0,11.005,False,False,False,False,False
sensor_noise,17,3.4,3,18.45,21.237,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,96.508,uav_1,12.777,False,False,False,False,False
sensor_noise,18,3.6,0,10.882,6.7,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,117.675,uav_2,11.046,False,False,False,False,False
sensor_noise,18,3.6,1,5.954,21.571,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,110.949,uav_3,12.726,False,False,False,False,False
sensor_noise,18,3.6,2,21.827,8.183,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,103.982,uav_0,11.046,False,False,False,False,False
sensor_noise,18,3.6,3,18.68,21.563,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,96.118,uav_1,12.726,False,False,False,False,False
sensor_noise,19,3.8,0,11.214,6.923,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,117.283,uav_2,11.048,False,False,False,False,False
sensor_noise,19,3.8,1,6.218,21.872,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,110.553,uav_3,12.682,False,False,False,False,False
sensor_noise,19,3.8,2,22.162,8.402,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,103.603,uav_0,11.048,False,False,False,False,False
sensor_noise,19,3.8,3,18.9,21.898,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,95.73,uav_1,12.682,False,False,False,False,False
sensor_noise,20,4.0,0,11.389,7.283,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,116.905,uav_2,11.179,False,False,False,False,False
sensor_noise,20,4.0,1,6.513,22.142,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,110.153,uav_3,12.565,False,False,False,False,False
sensor_noise,20,4.0,2,22.485,8.637,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,103.218,uav_0,11.179,False,False,False,False,False
sensor_noise,20,4.0,3,19.077,22.256,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,95.359,uav_1,12.565,False,False,False,False,False
sensor_noise,21,4.2,0,11.589,7.629,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,116.518,uav_2,11.309,False,False,False,False,False
sensor_noise,21,4.2,1,6.779,22.441,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,109.756,uav_3,12.625,False,False,False,False,False
sensor_noise,21,4.2,2,22.835,8.832,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,102.85,uav_0,11.309,False,False,False,False,False
sensor_noise,21,4.2,3,19.404,22.487,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,94.962,uav_1,12.625,False,False,False,False,False
sensor_noise,22,4.4,0,11.94,7.822,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,116.134,uav_2,11.31,False,False,False,False,False
sensor_noise,22,4.4,1,6.938,22.808,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,109.396,uav_3,12.655,False,False,False,False,False
sensor_noise,22,4.4,2,23.186,9.024,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,102.483,uav_0,11.31,False,False,False,False,False
sensor_noise,22,4.4,3,19.593,22.84,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,94.586,uav_1,12.655,False,False,False,False,False
sensor_noise,23,4.6,0,11.952,8.221,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,115.843,uav_2,11.552,False,False,False,False,False
sensor_noise,23,4.6,1,7.242,23.068,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,false_avoidance,1,0,108.996,uav_3,12.565,False,True,False,False,False
sensor_noise,23,4.6,2,23.452,9.323,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,102.084,uav_0,11.552,False,False,False,False,False
sensor_noise,23,4.6,3,19.806,23.178,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,94.201,uav_1,12.565,False,False,False,False,False
sensor_noise,24,4.8,0,12.138,8.575,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,115.461,uav_2,11.708,False,False,False,False,False
sensor_noise,24,4.8,1,7.517,23.359,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,108.599,uav_3,12.592,False,False,False,False,False
sensor_noise,24,4.8,2,23.81,9.501,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,101.724,uav_0,11.708,False,False,False,False,False
sensor_noise,24,4.8,3,20.109,23.44,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,93.801,uav_1,12.592,False,False,False,False,False
sensor_noise,25,5.0,0,12.375,8.898,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,115.066,uav_2,11.818,False,False,False,False,False
sensor_noise,25,5.0,1,7.526,23.759,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,108.332,uav_3,12.889,False,False,False,False,False
sensor_noise,25,5.0,2,24.167,9.68,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,101.363,uav_0,11.818,False,False,False,False,False
sensor_noise,25,5.0,3,20.414,23.698,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,93.401,uav_1,12.889,False,False,False,False,False
sensor_noise,26,5.2,0,12.58,9.241,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,114.678,uav_2,11.843,False,False,False,False,False
sensor_noise,26,5.2,1,7.83,24.018,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,false_avoidance,1,0,107.932,uav_3,12.889,False,True,False,False,False
sensor_noise,26,5.2,2,24.398,10.007,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,100.964,uav_0,11.843,False,False,False,False,False
sensor_noise,26,5.2,3,20.719,23.956,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,93.001,uav_1,12.889,False,False,False,False,False
sensor_noise,27,5.4,0,12.854,9.533,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,114.279,uav_2,11.919,False,False,False,False,False
sensor_noise,27,5.4,1,8.131,24.282,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,107.532,uav_3,12.769,False,False,False,False,False
sensor_noise,27,5.4,2,24.756,10.186,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,100.604,uav_0,11.919,False,False,False,False,False
sensor_noise,27,5.4,3,20.899,24.314,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,92.629,uav_1,12.769,False,False,False,False,False
sensor_noise,28,5.6,0,13.1,9.848,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,113.882,uav_2,12.026,False,False,False,False,False
sensor_noise,28,5.6,1,8.408,24.57,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,107.134,uav_3,12.682,False,False,False,False,False
sensor_noise,28,5.6,2,25.115,10.362,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,100.246,uav_0,12.026,False,False,False,False,False
sensor_noise,28,5.6,3,21.09,24.665,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,92.253,uav_1,12.682,False,False,False,False,False
sensor_noise,29,5.8,0,13.356,10.156,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,113.484,uav_2,12.116,False,False,False,False,False
sensor_noise,29,5.8,1,8.677,24.866,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,106.737,uav_3,12.621,False,False,False,False,False
sensor_noise,29,5.8,2,25.465,10.555,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,99.88,uav_0,12.116,False,False,False,False,False
sensor_noise,29,5.8,3,21.297,25.007,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,91.87,uav_1,12.621,False,False,False,False,False
sensor_noise,30,6.0,0,13.618,10.458,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,113.085,uav_2,12.14,False,False,False,False,False
sensor_noise,30,6.0,1,8.888,25.206,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,106.357,uav_3,12.714,False,False,False,False,False
sensor_noise,30,6.0,2,25.752,10.834,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,1,0,99.484,uav_0,12.14,False,False,False,False,False
sensor_noise,30,6.0,3,21.602,25.266,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,1,0,91.471,uav_1,12.714,False,False,False,False,False
sensor_noise,31,6.2,0,13.745,10.837,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,112.728,uav_2,12.297,False,False,False,False,False
sensor_noise,31,6.2,1,9.113,25.537,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,105.971,uav_3,12.785,False,False,False,False,False
sensor_noise,31,6.2,2,26.039,11.113,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,1,0,99.088,uav_0,12.297,False,False,False,False,False
sensor_noise,31,6.2,3,21.898,25.535,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,1,0,91.071,uav_1,12.785,False,False,False,False,False
sensor_noise,32,6.4,0,13.862,11.22,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,112.377,uav_2,12.45,False,False,False,False,False
sensor_noise,32,6.4,1,9.365,25.847,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,105.578,uav_3,12.857,False,False,False,False,False
sensor_noise,32,6.4,2,26.31,11.407,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,1,0,98.69,uav_0,12.45,False,False,False,False,False
sensor_noise,32,6.4,3,22.222,25.77,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,1,0,90.672,uav_1,12.857,False,False,False,False,False
sensor_noise,33,6.6,0,14.055,11.57,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,111.993,uav_2,12.597,False,False,False,False,False
sensor_noise,33,6.6,1,9.592,26.177,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,105.192,uav_3,12.941,False,False,False,False,False
sensor_noise,33,6.6,2,26.653,11.613,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,98.319,uav_0,12.597,False,False,False,False,False
sensor_noise,33,6.6,3,22.531,26.024,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,2,0,90.273,uav_1,12.941,False,False,False,False,False
sensor_noise,34,6.8,0,14.296,11.89,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,111.598,uav_2,12.713,False,False,False,False,False
sensor_noise,34,6.8,1,9.849,26.483,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,104.798,uav_3,12.983,False,False,False,False,False
sensor_noise,34,6.8,2,27.008,11.796,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,2,0,97.958,uav_0,12.713,False,False,False,False,False
sensor_noise,34,6.8,3,22.83,26.289,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,false_avoidance,2,0,89.873,uav_1,12.983,False,True,False,False,False
sensor_noise,35,7.0,0,14.509,12.228,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,111.209,uav_2,12.796,False,False,False,False,False
sensor_noise,35,7.0,1,10.126,26.771,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,104.4,uav_3,13.022,False,False,False,False,False
sensor_noise,35,7.0,2,27.304,12.066,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,1,0,97.565,uav_0,12.796,False,False,False,False,False
sensor_noise,35,7.0,3,23.146,26.535,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,1,0,89.474,uav_1,13.022,False,False,False,False,False
sensor_noise,36,7.2,0,14.641,12.605,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,110.85,uav_2,12.953,False,False,False,False,False
sensor_noise,36,7.2,1,10.409,27.054,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,104.002,uav_3,13.053,False,False,False,False,False
sensor_noise,36,7.2,2,27.591,12.344,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,1,0,97.17,uav_0,12.953,False,False,False,False,False
sensor_noise,36,7.2,3,23.459,26.784,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,1,0,89.074,uav_1,13.053,False,False,False,False,False
sensor_noise,37,7.4,0,14.878,12.928,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,110.455,uav_2,12.98,False,False,False,False,False
sensor_noise,37,7.4,1,10.647,27.376,50.0,50.0,,,90.0,94.0,90.0,94.0,position_noise,avoidance,1,0,103.613,uav_3,13.129,False,False,False,False,False
sensor_noise,37,7.4,2,27.856,12.644,50.0,50.0,,,86.0,90.0,86.0,90.0,position_noise,avoidance,1,0,96.771,uav_0,12.98,False,False,False,False,False
sensor_noise,37,7.4,3,23.772,27.034,50.0,50.0,,,90.0,86.0,90.0,86.0,position_noise,avoidance,1,0,88.675,uav_1,13.129,False,False,False,False,False
sensor_noise,38,7.6,0,15.042,13.293,50.0,50.0,,,94.0,90.0,94.0,90.0,position_noise,avoidance,1,0,110.084,uav_2,13.174,False,False,False,False,False
