scenario,time_step,fusion_mode,fused_x,fused_y,fused_confidence,num_sources,source_track_ids
sensor_noise,149,no_fusion,50.5819,39.8636,0.459,1,r2_t1
sensor_noise,149,no_fusion,51.2747,43.0103,0.561,1,r2_t2
sensor_noise,149,no_fusion,63.3405,46.6264,0.589,1,r2_t3
sensor_noise,149,no_fusion,50.247,50.5661,0.412,1,r2_t4
sensor_noise,149,no_fusion,50.8434,39.9775,0.294,1,r3_t1
sensor_noise,149,no_fusion,51.3516,43.0218,0.418,1,r3_t2
sensor_noise,149,no_fusion,58.5117,42.9606,0.523,1,r3_t3
sensor_noise,149,no_fusion,50.0305,49.9005,0.311,1,r3_t4
sensor_noise,150,no_fusion,51.7254,43.1571,0.669,1,r0_t1
sensor_noise,150,no_fusion,58.9864,42.9132,0.55,1,r0_t2
sensor_noise,150,no_fusion,63.3792,47.2868,0.315,1,r0_t3
sensor_noise,150,no_fusion,50.0113,49.9276,0.401,1,r0_t4
sensor_noise,150,no_fusion,51.0695,39.6871,0.67,1,r1_t1
sensor_noise,150,no_fusion,58.6194,43.2455,0.546,1,r1_t2
sensor_noise,150,no_fusion,63.5437,46.7768,0.378,1,r1_t3
sensor_noise,150,no_fusion,49.8388,49.9311,0.582,1,r1_t4
sensor_noise,150,no_fusion,51.0487,39.9565,0.566,1,r2_t1
sensor_noise,150,no_fusion,51.6585,43.1276,0.569,1,r2_t2
sensor_noise,150,no_fusion,63.591,46.8978,0.579,1,r2_t3
sensor_noise,150,no_fusion,50.3055,50.4997,0.416,1,r2_t4
sensor_noise,150,no_fusion,51.1428,39.9849,0.38,1,r3_t1
sensor_noise,150,no_fusion,51.659,43.3007,0.415,1,r3_t2
sensor_noise,150,no_fusion,58.8391,43.1578,0.711,1,r3_t3
sensor_noise,150,no_fusion,50.0679,49.9412,0.37,1,r3_t4
sensor_noise,151,no_fusion,52.1036,43.2155,0.613,1,r0_t1
sensor_noise,151,no_fusion,59.2598,43.2454,0.492,1,r0_t2
sensor_noise,151,no_fusion,63.7812,47.3849,0.346,1,r0_t3
sensor_noise,151,no_fusion,50.0196,49.9454,0.427,1,r0_t4
sensor_noise,151,no_fusion,51.4477,39.7485,0.701,1,r1_t1
sensor_noise,151,no_fusion,59.0248,43.4794,0.527,1,r1_t2
sensor_noise,151,no_fusion,63.8233,47.1265,0.326,1,r1_t3
sensor_noise,151,no_fusion,49.8655,49.9426,0.637,1,r1_t4
sensor_noise,151,no_fusion,51.5179,39.974,0.528,1,r2_t1
sensor_noise,151,no_fusion,52.0155,43.2168,0.556,1,r2_t2
sensor_noise,151,no_fusion,63.7424,47.1156,0.549,1,r2_t3
sensor_noise,151,no_fusion,50.2714,50.5001,0.411,1,r2_t4
sensor_noise,151,no_fusion,51.5519,39.898,0.268,1,r3_t1
sensor_noise,151,no_fusion,52.1207,43.2964,0.467,1,r3_t2
sensor_noise,151,no_fusion,59.1902,43.407,0.574,1,r3_t3
sensor_noise,151,no_fusion,50.0565,50.0687,0.345,1,r3_t4
sensor_noise,152,no_fusion,52.4689,43.2134,0.659,1,r0_t1
sensor_noise,152,no_fusion,59.5653,43.6454,0.526,1,r0_t2
sensor_noise,152,no_fusion,64.1703,47.6825,0.291,1,r0_t3
sensor_noise,152,no_fusion,49.804,49.917,0.527,1,r0_t4
sensor_noise,152,no_fusion,51.8096,39.723,0.747,1,r1_t1
sensor_noise,152,no_fusion,59.3,43.6631,0.563,1,r1_t2
sensor_noise,152,no_fusion,64.0394,47.4753,0.376,1,r1_t3
sensor_noise,152,no_fusion,49.8144,49.9308,0.591,1,r1_t4
sensor_noise,152,no_fusion,51.7126,40.0152,0.536,1,r2_t1
sensor_noise,152,no_fusion,52.3195,43.3468,0.51,1,r2_t2
sensor_noise,152,no_fusion,64.0109,47.4508,0.595,1,r2_t3
sensor_noise,152,no_fusion,50.2401,50.5157,0.458,1,r2_t4
sensor_noise,152,no_fusion,51.9486,39.7194,0.331,1,r3_t1
sensor_noise,152,no_fusion,52.4998,43.3854,0.482,1,r3_t2
sensor_noise,152,no_fusion,59.5225,43.6019,0.578,1,r3_t3
sensor_noise,152,no_fusion,50.1181,50.0701,0.346,1,r3_t4
sensor_noise,153,no_fusion,52.9157,43.4032,0.622,1,r0_t1
sensor_noise,153,no_fusion,59.9202,43.87,0.518,1,r0_t2
sensor_noise,153,no_fusion,64.4193,47.959,0.227,1,r0_t3
sensor_noise,153,no_fusion,49.8546,49.9503,0.514,1,r0_t4
sensor_noise,153,no_fusion,52.19,39.7381,0.643,1,r1_t1
sensor_noise,153,no_fusion,59.6691,43.9263,0.668,1,r1_t2
sensor_noise,153,no_fusion,64.3524,47.6926,0.414,1,r1_t3
sensor_noise,153,no_fusion,49.8316,50.0327,0.565,1,r1_t4
sensor_noise,153,no_fusion,52.1529,39.9733,0.508,1,r2_t1
sensor_noise,153,no_fusion,52.8139,43.4647,0.505,1,r2_t2
sensor_noise,153,no_fusion,64.4072,47.7796,0.662,1,r2_t3
sensor_noise,153,no_fusion,50.246,50.4248,0.46,1,r2_t4
sensor_noise,153,no_fusion,52.3054,39.6056,0.283,1,r3_t1
sensor_noise,153,no_fusion,52.9135,43.5577,0.4,1,r3_t2
sensor_noise,153,no_fusion,59.8383,43.8007,0.63,1,r3_t3
sensor_noise,153,no_fusion,50.0126,50.2021,0.298,1,r3_t4
sensor_noise,154,no_fusion,53.2652,43.4282,0.652,1,r0_t1
sensor_noise,154,no_fusion,60.3003,44.0883,0.549,1,r0_t2
sensor_noise,154,no_fusion,64.8126,48.1065,0.384,1,r0_t3
sensor_noise,154,no_fusion,49.9843,49.9499,0.411,1,r0_t4
sensor_noise,154,no_fusion,52.5181,39.7188,0.738,1,r1_t1
sensor_noise,154,no_fusion,59.8911,44.2,0.599,1,r1_t2
sensor_noise,154,no_fusion,64.5855,47.8967,0.397,1,r1_t3
sensor_noise,154,no_fusion,49.8577,50.0222,0.546,1,r1_t4
sensor_noise,154,no_fusion,52.5254,40.1188,0.521,1,r2_t1
sensor_noise,154,no_fusion,53.2153,43.5655,0.6,1,r2_t2
sensor_noise,154,no_fusion,64.6309,48.1404,0.559,1,r2_t3
sensor_noise,154,no_fusion,50.1554,50.3973,0.424,1,r2_t4
sensor_noise,154,no_fusion,52.656,39.5563,0.31,1,r3_t1
sensor_noise,154,no_fusion,53.171,43.6914,0.374,1,r3_t2
sensor_noise,154,no_fusion,60.1188,44.0687,0.554,1,r3_t3
sensor_noise,154,no_fusion,49.9641,50.2553,0.284,1,r3_t4
sensor_noise,155,no_fusion,53.7182,43.6382,0.734,1,r0_t1
sensor_noise,155,no_fusion,60.5396,44.3831,0.555,1,r0_t2
sensor_noise,155,no_fusion,65.0351,48.3838,0.343,1,r0_t3
sensor_noise,155,no_fusion,50.0088,49.9115,0.436,1,r0_t4
sensor_noise,155,no_fusion,52.9218,39.7553,0.731,1,r1_t1
sensor_noise,155,no_fusion,60.2404,44.4875,0.502,1,r1_t2
sensor_noise,155,no_fusion,64.9348,48.1168,0.406,1,r1_t3
sensor_noise,155,no_fusion,49.9553,50.0858,0.509,1,r1_t4
sensor_noise,155,no_fusion,53.0707,39.8841,0.535,1,r2_t1
sensor_noise,155,no_fusion,53.619,43.6598,0.629,1,r2_t2
sensor_noise,155,no_fusion,64.8579,48.431,0.671,1,r2_t3
sensor_noise,155,no_fusion,50.2289,50.2094,0.491,1,r2_t4
sensor_noise,155,no_fusion,52.9794,39.597,0.278,1,r3_t1
sensor_noise,155,no_fusion,53.5244,43.657,0.425,1,r3_t2
sensor_noise,155,no_fusion,60.6338,44.4878,0.667,1,r3_t3
sensor_noise,155,no_fusion,50.0671,50.3199,0.326,1,r3_t4
sensor_noise,156,no_fusion,54.0974,43.6636,0.687,1,r0_t1
sensor_noise,156,no_fusion,60.7773,44.7017,0.465,1,r0_t2
sensor_noise,156,no_fusion,65.2565,48.7555,0.242,1,r0_t3
sensor_noise,156,no_fusion,50.1756,50.0827,0.429,1,r0_t4
sensor_noise,156,no_fusion,53.2811,39.8673,0.697,1,r1_t1
sensor_noise,156,no_fusion,60.5819,44.5797,0.651,1,r1_t2
sensor_noise,156,no_fusion,65.374,48.2583,0.469,1,r1_t3
sensor_noise,156,no_fusion,49.898,49.9756,0.63,1,r1_t4
sensor_noise,156,no_fusion,53.4024,39.8112,0.481,1,r2_t1
sensor_noise,156,no_fusion,53.9389,43.7412,0.486,1,r2_t2
sensor_noise,156,no_fusion,65.0866,48.7676,0.594,1,r2_t3
sensor_noise,156,no_fusion,50.1625,50.2141,0.426,1,r2_t4
sensor_noise,156,no_fusion,53.3204,39.5167,0.242,1,r3_t1
sensor_noise,156,no_fusion,53.9823,43.6801,0.443,1,r3_t2
sensor_noise,156,no_fusion,60.9372,44.66,0.609,1,r3_t3
sensor_noise,156,no_fusion,50.1426,50.298,0.304,1,r3_t4
sensor_noise,157,no_fusion,54.5093,43.9419,0.606,1,r0_t1
sensor_noise,157,no_fusion,61.0846,45.059,0.47,1,r0_t2
sensor_noise,157,no_fusion,65.4672,48.8993,0.39,1,r0_t3
sensor_noise,157,no_fusion,50.1876,50.0343,0.373,1,r0_t4
sensor_noise,157,no_fusion,53.714,39.9831,0.705,1,r1_t1
sensor_noise,157,no_fusion,60.8895,44.8662,0.579,1,r1_t2
sensor_noise,157,no_fusion,65.6455,48.6389,0.431,1,r1_t3
sensor_noise,157,no_fusion,49.9275,50.1534,0.549,1,r1_t4
sensor_noise,157,no_fusion,53.8423,39.8643,0.537,1,r2_t1
sensor_noise,157,no_fusion,54.2554,43.8659,0.578,1,r2_t2
sensor_noise,157,no_fusion,65.3282,49.0685,0.548,1,r2_t3
sensor_noise,157,no_fusion,49.9519,49.9701,0.438,1,r2_t4
sensor_noise,157,no_fusion,53.8566,39.6285,0.347,1,r3_t1
sensor_noise,157,no_fusion,54.3643,43.7096,0.407,1,r3_t2
sensor_noise,157,no_fusion,61.2768,44.9503,0.557,1,r3_t3
sensor_noise,157,no_fusion,50.226,50.2053,0.326,1,r3_t4
sensor_noise,158,no_fusion,54.8772,44.0384,0.718,1,r0_t1
sensor_noise,158,no_fusion,61.515,45.2753,0.585,1,r0_t2
sensor_noise,158,no_fusion,65.9701,48.9569,0.336,1,r0_t3
sensor_noise,158,no_fusion,50.2493,50.0275,0.524,1,r0_t4
sensor_noise,158,no_fusion,54.133,40.0951,0.635,1,r1_t1
sensor_noise,158,no_fusion,61.1715,45.1496,0.605,1,r1_t2
sensor_noise,158,no_fusion,65.8085,49.0313,0.445,1,r1_t3
sensor_noise,158,no_fusion,49.9112,50.1583,0.543,1,r1_t4
sensor_noise,158,no_fusion,54.1597,39.89,0.49,1,r2_t1
sensor_noise,158,no_fusion,54.7566,43.995,0.613,1,r2_t2
sensor_noise,158,no_fusion,65.629,49.3832,0.595,1,r2_t3
sensor_noise,158,no_fusion,49.9312,49.9902,0.431,1,r2_t4
sensor_noise,158,no_fusion,54.0321,40.132,0.306,1,r3_t1
sensor_noise,158,no_fusion,54.8806,43.7749,0.413,1,r3_t2
sensor_noise,158,no_fusion,61.5109,45.2749,0.638,1,r3_t3
sensor_noise,158,no_fusion,50.26,50.1467,0.28,1,r3_t4
sensor_noise,159,no_fusion,55.3183,44.2399,0.703,1,r0_t1
sensor_noise,159,no_fusion,61.8369,45.6831,0.576,1,r0_t2
sensor_noise,159,no_fusion,65.9196,49.5446,0.277,1,r0_t3
sensor_noise,159,no_fusion,50.1142,50.153,0.377,1,r0_t4
sensor_noise,159,no_fusion,54.4892,40.2272,0.634,1,r1_t1
sensor_noise,159,no_fusion,61.5084,45.4373,0.623,1,r1_t2
sensor_noise,159,no_fusion,66.2133,49.186,0.562,1,r1_t3
sensor_noise,159,no_fusion,50.0506,50.0964,0.489,1,r1_t4
sensor_noise,159,no_fusion,54.5653,39.8984,0.512,1,r2_t1
sensor_noise,159,no_fusion,55.1631,44.1158,0.62,1,r2_t2
sensor_noise,159,no_fusion,65.9054,49.6217,0.508,1,r2_t3
sensor_noise,159,no_fusion,50.0166,50.0222,0.399,1,r2_t4
sensor_noise,159,no_fusion,54.3017,40.2334,0.373,1,r3_t1
sensor_noise,159,no_fusion,55.209,43.9687,0.422,1,r3_t2
sensor_noise,159,no_fusion,61.7096,45.5133,0.597,1,r3_t3
sensor_noise,159,no_fusion,50.2958,49.9943,0.293,1,r3_t4
sensor_noise,160,no_fusion,55.7077,44.4168,0.643,1,r0_t1
sensor_noise,160,no_fusion,61.997,45.977,0.523,1,r0_t2
sensor_noise,160,no_fusion,66.0905,49.9344,0.327,1,r0_t3
sensor_noise,160,no_fusion,50.1008,50.1726,0.509,1,r0_t4
sensor_noise,160,no_fusion,54.8982,40.3569,0.689,1,r1_t1
sensor_noise,160,no_fusion,61.8524,45.779,0.61,1,r1_t2
sensor_noise,160,no_fusion,66.4411,49.6888,0.443,1,r1_t3
sensor_noise,160,no_fusion,49.8943,50.1631,0.652,1,r1_t4
sensor_noise,160,no_fusion,54.7758,40.069,0.55,1,r2_t1
sensor_noise,160,no_fusion,55.6808,44.2543,0.63,1,r2_t2
sensor_noise,160,no_fusion,66.0349,49.8483,0.657,1,r2_t3
sensor_noise,160,no_fusion,50.0761,50.0072,0.41,1,r2_t4
sensor_noise,160,no_fusion,54.7589,40.3321,0.301,1,r3_t1
sensor_noise,160,no_fusion,55.512,44.2879,0.399,1,r3_t2
sensor_noise,160,no_fusion,61.8385,45.8471,0.575,1,r3_t3
sensor_noise,160,no_fusion,50.1021,49.9736,0.279,1,r3_t4
sensor_noise,161,no_fusion,56.0866,44.5124,0.661,1,r0_t1
sensor_noise,161,no_fusion,62.2674,46.1775,0.588,1,r0_t2
sensor_noise,161,no_fusion,66.2854,50.3531,0.257,1,r0_t3
sensor_noise,161,no_fusion,50.1003,50.088,0.453,1,r0_t4
sensor_noise,161,no_fusion,55.2627,40.4871,0.648,1,r1_t1
sensor_noise,161,no_fusion,62.2019,46.0412,0.629,1,r1_t2
sensor_noise,161,no_fusion,66.6122,50.0628,0.379,1,r1_t3
sensor_noise,161,no_fusion,49.898,50.064,0.59,1,r1_t4
sensor_noise,161,no_fusion,55.1182,40.2438,0.594,1,r2_t1
sensor_noise,161,no_fusion,56.0184,44.4631,0.538,1,r2_t2
sensor_noise,161,no_fusion,66.3825,50.1619,0.666,1,r2_t3
sensor_noise,161,no_fusion,50.0676,49.948,0.401,1,r2_t4
sensor_noise,161,no_fusion,55.2498,40.4391,0.287,1,r3_t1
sensor_noise,161,no_fusion,55.9352,44.3836,0.446,1,r3_t2
sensor_noise,161,no_fusion,62.0829,46.1625,0.507,1,r3_t3
sensor_noise,161,no_fusion,50.0784,49.9069,0.281,1,r3_t4
sensor_noise,162,no_fusion,56.4603,44.6884,0.642,1,r0_t1
sensor_noise,162,no_fusion,62.6051,46.4198,0.533,1,r0_t2
sensor_noise,162,no_fusion,66.4079,50.7321,0.343,1,r0_t3
sensor_noise,162,no_fusion,50.1896,50.1833,0.5,1,r0_t4
sensor_noise,162,no_fusion,55.6801,40.6989,0.649,1,r1_t1
sensor_noise,162,no_fusion,62.6031,46.3652,0.585,1,r1_t2
sensor_noise,162,no_fusion,66.8511,50.3744,0.466,1,r1_t3
sensor_noise,162,no_fusion,50.0386,50.0903,0.498,1,r1_t4
sensor_noise,162,no_fusion,55.6038,40.57,0.463,1,r2_t1
sensor_noise,162,no_fusion,56.4614,44.6103,0.612,1,r2_t2
sensor_noise,162,no_fusion,66.5402,50.4411,0.531,1,r2_t3
sensor_noise,162,no_fusion,50.1953,49.9203,0.389,1,r2_t4
sensor_noise,162,no_fusion,55.6269,40.6368,0.323,1,r3_t1
sensor_noise,162,no_fusion,56.3635,44.553,0.415,1,r3_t2
sensor_noise,162,no_fusion,62.3439,46.5597,0.558,1,r3_t3
sensor_noise,162,no_fusion,50.0034,49.837,0.29,1,r3_t4
sensor_noise,163,no_fusion,56.8696,44.9415,0.639,1,r0_t1
sensor_noise,163,no_fusion,62.8358,46.6385,0.456,1,r0_t2
sensor_noise,163,no_fusion,66.7879,51.1115,0.304,1,r0_t3
sensor_noise,163,no_fusion,50.1026,50.1282,0.447,1,r0_t4
sensor_noise,163,no_fusion,56.0149,40.7808,0.675,1,r1_t1
sensor_noise,163,no_fusion,62.9726,46.721,0.616,1,r1_t2
sensor_noise,163,no_fusion,67.0295,50.7614,0.373,1,r1_t3
sensor_noise,163,no_fusion,50.0555,50.0952,0.601,1,r1_t4
sensor_noise,163,no_fusion,56.1252,40.6992,0.501,1,r2_t1
sensor_noise,163,no_fusion,56.9036,44.7051,0.539,1,r2_t2
sensor_noise,163,no_fusion,66.7235,50.7771,0.632,1,r2_t3
sensor_noise,163,no_fusion,50.1746,49.8296,0.346,1,r2_t4
sensor_noise,163,no_fusion,56.0558,40.6629,0.339,1,r3_t1
sensor_noise,163,no_fusion,56.8667,44.6049,0.378,1,r3_t2
sensor_noise,163,no_fusion,62.5821,46.8073,0.589,1,r3_t3
sensor_noise,163,no_fusion,49.9897,49.9412,0.346,1,r3_t4
sensor_noise,164,no_fusion,57.2514,45.1261,0.64,1,r0_t1
sensor_noise,164,no_fusion,63.0915,46.9379,0.566,1,r0_t2
sensor_noise,164,no_fusion,67.0312,51.5042,0.329,1,r0_t3
sensor_noise,164,no_fusion,50.0773,50.2027,0.481,1,r0_t4
sensor_noise,164,no_fusion,56.3054,40.9189,0.711,1,r1_t1
sensor_noise,164,no_fusion,63.2143,47.0811,0.592,1,r1_t2
sensor_noise,164,no_fusion,67.1005,51.161,0.457,1,r1_t3
sensor_noise,164,no_fusion,50.0786,50.0885,0.518,1,r1_t4
sensor_noise,164,no_fusion,56.5232,40.8441,0.548,1,r2_t1
sensor_noise,164,no_fusion,57.2675,44.9061,0.619,1,r2_t2
sensor_noise,164,no_fusion,67.0305,51.2433,0.55,1,r2_t3
sensor_noise,164,no_fusion,50.1355,49.8124,0.386,1,r2_t4
sensor_noise,164,no_fusion,56.4337,40.9361,0.318,1,r3_t1
sensor_noise,164,no_fusion,57.402,44.8186,0.397,1,r3_t2
sensor_noise,164,no_fusion,62.725,46.9502,0.547,1,r3_t3
sensor_noise,164,no_fusion,50.0475,49.9113,0.194,1,r3_t4
sensor_noise,165,no_fusion,57.5061,45.3062,0.689,1,r0_t1
sensor_noise,165,no_fusion,63.1823,47.3826,0.501,1,r0_t2
sensor_noise,165,no_fusion,67.1561,51.7485,0.293,1,r0_t3
sensor_noise,165,no_fusion,50.1908,50.0297,0.524,1,r0_t4
sensor_noise,165,no_fusion,56.6748,41.2072,0.611,1,r1_t1
sensor_noise,165,no_fusion,63.3906,47.3307,0.639,1,r1_t2
sensor_noise,165,no_fusion,67.2898,51.4935,0.444,1,r1_t3
sensor_noise,165,no_fusion,50.0396,50.0462,0.451,1,r1_t4
sensor_noise,165,no_fusion,56.773,41.085,0.434,1,r2_t1
sensor_noise,165,no_fusion,57.6477,45.2133,0.564,1,r2_t2
sensor_noise,165,no_fusion,67.1766,51.5327,0.513,1,r2_t3
sensor_noise,165,no_fusion,50.0568,49.7844,0.352,1,r2_t4
sensor_noise,165,no_fusion,56.8859,40.9292,0.352,1,r3_t1
sensor_noise,165,no_fusion,57.6643,45.2442,0.424,1,r3_t2
sensor_noise,165,no_fusion,62.9957,47.2842,0.534,1,r3_t3
sensor_noise,165,no_fusion,50.1559,49.7783,0.227,1,r3_t4
sensor_noise,166,no_fusion,57.8682,45.6107,0.691,1,r0_t1
sensor_noise,166,no_fusion,63.4364,47.5915,0.554,1,r0_t2
sensor_noise,166,no_fusion,67.3901,52.0244,0.461,1,r0_t3
sensor_noise,166,no_fusion,50.155,50.0852,0.491,1,r0_t4
sensor_noise,166,no_fusion,57.1289,41.3673,0.718,1,r1_t1
sensor_noise,166,no_fusion,63.8168,47.6602,0.693,1,r1_t2
sensor_noise,166,no_fusion,67.4896,51.8012,0.418,1,r1_t3
sensor_noise,166,no_fusion,49.96,50.0393,0.559,1,r1_t4
sensor_noise,166,no_fusion,57.157,41.2679,0.511,1,r2_t1
sensor_noise,166,no_fusion,58.0064,45.4969,0.572,1,r2_t2
sensor_noise,166,no_fusion,67.4863,51.9425,0.733,1,r2_t3
sensor_noise,166,no_fusion,50.0913,49.6703,0.358,1,r2_t4
sensor_noise,166,no_fusion,57.1681,41.142,0.441,1,r3_t1
sensor_noise,166,no_fusion,57.8906,45.6007,0.368,1,r3_t2
sensor_noise,166,no_fusion,63.1787,47.5172,0.634,1,r3_t3
sensor_noise,166,no_fusion,50.0148,49.7094,0.267,1,r3_t4
sensor_noise,167,no_fusion,58.2207,45.7093,0.743,1,r0_t1
sensor_noise,167,no_fusion,63.6189,47.7963,0.596,1,r0_t2
sensor_noise,167,no_fusion,67.6218,52.43,0.326,1,r0_t3
sensor_noise,167,no_fusion,50.1422,50.0108,0.45,1,r0_t4
sensor_noise,167,no_fusion,57.4811,41.4264,0.667,1,r1_t1
sensor_noise,167,no_fusion,63.9601,47.9801,0.648,1,r1_t2
sensor_noise,167,no_fusion,67.6066,52.2191,0.473,1,r1_t3
sensor_noise,167,no_fusion,49.8798,49.9878,0.502,1,r1_t4
sensor_noise,167,no_fusion,57.5146,41.4501,0.5,1,r2_t1
sensor_noise,167,no_fusion,58.3356,45.6835,0.61,1,r2_t2
sensor_noise,167,no_fusion,67.7014,52.1905,0.659,1,r2_t3
sensor_noise,167,no_fusion,50.0407,49.8265,0.442,1,r2_t4
sensor_noise,167,no_fusion,57.4865,41.323,0.37,1,r3_t1
sensor_noise,167,no_fusion,58.1398,45.8583,0.484,1,r3_t2
sensor_noise,167,no_fusion,63.4988,47.8712,0.667,1,r3_t3
sensor_noise,167,no_fusion,50.0332,49.809,0.291,1,r3_t4
sensor_noise,168,no_fusion,58.5106,45.8006,0.648,1,r0_t1
sensor_noise,168,no_fusion,64.0726,48.0782,0.504,1,r0_t2
sensor_noise,168,no_fusion,67.6684,52.8148,0.341,1,r0_t3
sensor_noise,168,no_fusion,50.0798,50.0513,0.452,1,r0_t4
sensor_noise,168,no_fusion,57.761,41.4267,0.603,1,r1_t1
sensor_noise,168,no_fusion,64.2999,48.2402,0.57,1,r1_t2
sensor_noise,168,no_fusion,67.7597,52.6401,0.462,1,r1_t3
sensor_noise,168,no_fusion,49.8975,49.9634,0.441,1,r1_t4
sensor_noise,168,no_fusion,57.8085,41.7039,0.552,1,r2_t1
sensor_noise,168,no_fusion,58.5639,45.8392,0.668,1,r2_t2
sensor_noise,168,no_fusion,67.9119,52.6217,0.575,1,r2_t3
sensor_noise,168,no_fusion,50.0622,49.7191,0.414,1,r2_t4
sensor_noise,168,no_fusion,57.8151,41.5133,0.396,1,r3_t1
sensor_noise,168,no_fusion,58.4571,46.0663,0.488,1,r3_t2
sensor_noise,168,no_fusion,63.7711,48.2152,0.652,1,r3_t3
sensor_noise,168,no_fusion,49.9549,49.9494,0.19,1,r3_t4
sensor_noise,169,no_fusion,58.845,45.9693,0.672,1,r0_t1
sensor_noise,169,no_fusion,64.3924,48.3379,0.491,1,r0_t2
sensor_noise,169,no_fusion,67.8161,53.2327,0.339,1,r0_t3
sensor_noise,169,no_fusion,50.0424,49.9481,0.425,1,r0_t4
sensor_noise,169,no_fusion,58.1723,41.548,0.649,1,r1_t1
sensor_noise,169,no_fusion,64.599,48.5708,0.505,1,r1_t2
sensor_noise,169,no_fusion,68.0111,52.9662,0.362,1,r1_t3
sensor_noise,169,no_fusion,49.832,50.1485,0.538,1,r1_t4
sensor_noise,169,no_fusion,58.1188,41.8838,0.516,1,r2_t1
sensor_noise,169,no_fusion,58.9844,46.0714,0.645,1,r2_t2
sensor_noise,169,no_fusion,68.1639,52.9731,0.576,1,r2_t3
sensor_noise,169,no_fusion,50.0413,49.7149,0.283,1,r2_t4
sensor_noise,169,no_fusion,58.0202,41.7236,0.349,1,r3_t1
sensor_noise,169,no_fusion,58.6928,46.2056,0.41,1,r3_t2
sensor_noise,169,no_fusion,64.2094,48.5185,0.671,1,r3_t3
sensor_noise,169,no_fusion,49.8757,49.8552,0.27,1,r3_t4
sensor_noise,170,no_fusion,59.2151,46.2884,0.659,1,r0_t1
sensor_noise,170,no_fusion,64.6341,48.6464,0.523,1,r0_t2
sensor_noise,170,no_fusion,67.9463,53.6838,0.317,1,r0_t3
sensor_noise,170,no_fusion,49.9218,50.0147,0.495,1,r0_t4
sensor_noise,170,no_fusion,58.5334,41.7293,0.65,1,r1_t1
sensor_noise,170,no_fusion,64.8416,48.8708,0.534,1,r1_t2
sensor_noise,170,no_fusion,68.3206,53.2972,0.486,1,r1_t3
sensor_noise,170,no_fusion,49.8266,50.1595,0.534,1,r1_t4
sensor_noise,170,no_fusion,58.5238,42.1523,0.507,1,r2_t1
sensor_noise,170,no_fusion,59.2871,46.3845,0.57,1,r2_t2
sensor_noise,170,no_fusion,68.3426,53.3562,0.583,1,r2_t3
sensor_noise,170,no_fusion,50.0222,49.911,0.169,1,r2_t4
sensor_noise,170,no_fusion,58.2445,41.8529,0.27,1,r3_t1
sensor_noise,170,no_fusion,59.1807,46.4149,0.309,1,r3_t2
sensor_noise,170,no_fusion,64.3923,48.7987,0.512,1,r3_t3
sensor_noise,170,no_fusion,49.8759,49.9061,0.223,1,r3_t4
sensor_noise,171,no_fusion,59.5047,46.6385,0.641,1,r0_t1
sensor_noise,171,no_fusion,64.8003,49.0008,0.505,1,r0_t2
sensor_noise,171,no_fusion,68.2872,54.0512,0.387,1,r0_t3
sensor_noise,171,no_fusion,49.8841,49.9696,0.382,1,r0_t4
sensor_noise,171,no_fusion,58.8546,41.9735,0.624,1,r1_t1
sensor_noise,171,no_fusion,65.0492,49.1769,0.613,1,r1_t2
sensor_noise,171,no_fusion,68.6869,53.541,0.472,1,r1_t3
sensor_noise,171,no_fusion,49.8293,50.1457,0.476,1,r1_t4
sensor_noise,171,no_fusion,58.8021,42.3587,0.517,1,r2_t1
sensor_noise,171,no_fusion,59.6,46.6883,0.596,1,r2_t2
sensor_noise,171,no_fusion,68.5423,53.767,0.628,1,r2_t3
sensor_noise,171,no_fusion,50.0292,49.9703,0.353,1,r2_t4
sensor_noise,171,no_fusion,58.7517,42.0915,0.406,1,r3_t1
sensor_noise,171,no_fusion,59.5442,46.7617,0.485,1,r3_t2
sensor_noise,171,no_fusion,64.678,49.1757,0.599,1,r3_t3
sensor_noise,171,no_fusion,49.8639,49.9925,0.187,1,r3_t4
sensor_noise,172,no_fusion,59.7487,46.8453,0.758,1,r0_t1
sensor_noise,172,no_fusion,64.9769,49.3659,0.481,1,r0_t2
sensor_noise,172,no_fusion,68.5543,54.3061,0.357,1,r0_t3
sensor_noise,172,no_fusion,50.0551,49.9787,0.45,1,r0_t4
sensor_noise,172,no_fusion,59.2042,42.2545,0.608,1,r1_t1
sensor_noise,172,no_fusion,65.366,49.4615,0.602,1,r1_t2
sensor_noise,172,no_fusion,68.893,53.9067,0.411,1,r1_t3
sensor_noise,172,no_fusion,49.9399,50.1237,0.499,1,r1_t4
sensor_noise,172,no_fusion,59.1951,42.5976,0.47,1,r2_t1
sensor_noise,172,no_fusion,59.9595,46.9707,0.616,1,r2_t2
sensor_noise,172,no_fusion,68.7886,54.1123,0.634,1,r2_t3
sensor_noise,172,no_fusion,50.054,49.9014,0.235,1,r2_t4
sensor_noise,172,no_fusion,59.1268,42.3229,0.392,1,r3_t1
sensor_noise,172,no_fusion,59.8621,46.8441,0.408,1,r3_t2
sensor_noise,172,no_fusion,64.9549,49.4851,0.589,1,r3_t3
sensor_noise,172,no_fusion,49.9297,50.0969,0.199,1,r3_t4
sensor_noise,173,no_fusion,60.052,47.011,0.62,1,r0_t1
sensor_noise,173,no_fusion,65.1824,49.7628,0.497,1,r0_t2
sensor_noise,173,no_fusion,69.0908,54.3984,0.325,1,r0_t3
