scenario,time_step,fusion_mode,fused_x,fused_y,fused_confidence,num_sources,source_track_ids
baseline,0,no_fusion,5.0133,14.8038,0.6,1,r0_t1
baseline,0,no_fusion,15.5077,4.5595,0.6,1,r0_t2
baseline,0,no_fusion,14.7263,15.1384,0.434,1,r0_t3
baseline,0,no_fusion,5.1489,4.6565,0.6,1,r1_t1
baseline,0,no_fusion,14.1653,4.3867,0.434,1,r1_t2
baseline,0,no_fusion,15.627,15.1971,0.6,1,r1_t3
baseline,0,no_fusion,4.8242,5.1482,0.6,1,r2_t1
baseline,0,no_fusion,5.7915,14.9654,0.434,1,r2_t2
baseline,0,no_fusion,14.8527,14.9354,0.6,1,r2_t3
baseline,0,no_fusion,5.1598,4.802,0.434,1,r3_t1
baseline,0,no_fusion,5.1283,14.5827,0.6,1,r3_t2
baseline,0,no_fusion,14.3845,5.6665,0.6,1,r3_t3
baseline,1,no_fusion,5.1782,14.9782,0.6,1,r0_t1
baseline,1,no_fusion,15.2369,4.7664,0.601,1,r0_t2
baseline,1,no_fusion,14.9885,14.9659,0.434,1,r0_t3
baseline,1,no_fusion,5.3018,4.7592,0.6,1,r1_t1
baseline,1,no_fusion,15.1097,5.2095,0.436,1,r1_t2
baseline,1,no_fusion,15.3282,15.0126,0.6,1,r1_t3
baseline,1,no_fusion,4.8301,5.0457,0.601,1,r2_t1
baseline,1,no_fusion,5.3286,15.2648,0.436,1,r2_t2
baseline,1,no_fusion,15.0815,15.4678,0.601,1,r2_t3
baseline,1,no_fusion,5.5666,4.6094,0.434,1,r3_t1
baseline,1,no_fusion,5.0916,15.1485,0.6,1,r3_t2
baseline,1,no_fusion,15.0544,5.2171,0.601,1,r3_t3
baseline,2,no_fusion,4.9815,15.2538,0.6,1,r0_t1
baseline,2,no_fusion,15.0253,5.4655,0.603,1,r0_t2
baseline,2,no_fusion,15.0169,15.2611,0.434,1,r0_t3
baseline,2,no_fusion,5.5999,5.259,0.6,1,r1_t1
baseline,2,no_fusion,15.4858,5.433,0.438,1,r1_t2
baseline,2,no_fusion,15.5331,15.0666,0.6,1,r1_t3
baseline,2,no_fusion,5.4597,5.1985,0.603,1,r2_t1
baseline,2,no_fusion,5.3492,15.1427,0.438,1,r2_t2
baseline,2,no_fusion,15.6318,15.8415,0.603,1,r2_t3
baseline,2,no_fusion,5.7059,5.3815,0.434,1,r3_t1
baseline,2,no_fusion,5.4534,15.2667,0.6,1,r3_t2
baseline,2,no_fusion,15.4425,5.7041,0.603,1,r3_t3
baseline,3,no_fusion,5.6065,15.9953,0.6,1,r0_t1
baseline,3,no_fusion,15.2401,5.8731,0.604,1,r0_t2
baseline,3,no_fusion,15.7793,15.2891,0.434,1,r0_t3
baseline,3,no_fusion,5.589,5.9749,0.6,1,r1_t1
baseline,3,no_fusion,15.45,5.4958,0.44,1,r1_t2
baseline,3,no_fusion,15.3419,15.0621,0.6,1,r1_t3
baseline,3,no_fusion,5.9477,5.5061,0.604,1,r2_t1
baseline,3,no_fusion,5.5107,15.6068,0.44,1,r2_t2
baseline,3,no_fusion,15.758,15.6704,0.604,1,r2_t3
baseline,3,no_fusion,5.6202,5.5071,0.434,1,r3_t1
baseline,3,no_fusion,5.5191,15.4246,0.6,1,r3_t2
baseline,3,no_fusion,15.8359,5.7791,0.604,1,r3_t3
baseline,4,no_fusion,5.8803,16.0094,0.601,1,r0_t1
baseline,4,no_fusion,15.5554,6.1247,0.605,1,r0_t2
baseline,4,no_fusion,16.2178,15.5775,0.434,1,r0_t3
baseline,4,no_fusion,5.9845,6.3628,0.601,1,r1_t1
baseline,4,no_fusion,15.4245,5.6538,0.442,1,r1_t2
baseline,4,no_fusion,15.6458,15.5995,0.6,1,r1_t3
baseline,4,no_fusion,6.1195,5.9248,0.605,1,r2_t1
baseline,4,no_fusion,5.976,16.1935,0.442,1,r2_t2
baseline,4,no_fusion,16.073,15.6839,0.605,1,r2_t3
baseline,4,no_fusion,5.9153,5.7902,0.434,1,r3_t1
baseline,4,no_fusion,6.0034,15.5691,0.6,1,r3_t2
baseline,4,no_fusion,15.911,6.2733,0.605,1,r3_t3
baseline,5,no_fusion,6.3663,16.2736,0.601,1,r0_t1
baseline,5,no_fusion,15.9165,6.508,0.607,1,r0_t2
baseline,5,no_fusion,16.6739,16.2813,0.434,1,r0_t3
baseline,5,no_fusion,6.5253,6.4607,0.601,1,r1_t1
baseline,5,no_fusion,15.6622,5.8723,0.444,1,r1_t2
baseline,5,no_fusion,16.0579,16.1252,0.601,1,r1_t3
baseline,5,no_fusion,6.6562,6.2663,0.607,1,r2_t1
baseline,5,no_fusion,6.3812,16.5547,0.444,1,r2_t2
baseline,5,no_fusion,16.2382,16.11,0.606,1,r2_t3
baseline,5,no_fusion,6.0878,6.1883,0.434,1,r3_t1
baseline,5,no_fusion,6.3927,16.402,0.601,1,r3_t2
baseline,5,no_fusion,16.3864,6.3297,0.606,1,r3_t3
baseline,6,no_fusion,6.7409,16.3936,0.601,1,r0_t1
baseline,6,no_fusion,16.3844,6.7922,0.608,1,r0_t2
baseline,6,no_fusion,17.1504,16.7795,0.434,1,r0_t3
baseline,6,no_fusion,6.4544,6.6568,0.601,1,r1_t1
baseline,6,no_fusion,15.8548,6.6999,0.446,1,r1_t2
baseline,6,no_fusion,16.1901,16.6068,0.601,1,r1_t3
baseline,6,no_fusion,6.7612,6.6077,0.608,1,r2_t1
baseline,6,no_fusion,6.4393,16.9985,0.446,1,r2_t2
baseline,6,no_fusion,16.4469,16.3702,0.608,1,r2_t3
baseline,6,no_fusion,6.3946,6.3075,0.434,1,r3_t1
baseline,6,no_fusion,6.5967,16.6465,0.601,1,r3_t2
baseline,6,no_fusion,16.6302,6.5562,0.608,1,r3_t3
baseline,7,no_fusion,7.1963,16.6982,0.601,1,r0_t1
baseline,7,no_fusion,16.3932,7.2037,0.609,1,r0_t2
baseline,7,no_fusion,17.3698,17.3007,0.434,1,r0_t3
baseline,7,no_fusion,6.7025,7.1081,0.601,1,r1_t1
baseline,7,no_fusion,16.2761,7.0822,0.448,1,r1_t2
baseline,7,no_fusion,16.6728,16.8444,0.601,1,r1_t3
baseline,7,no_fusion,7.1418,6.9686,0.609,1,r2_t1
baseline,7,no_fusion,6.7335,16.7687,0.448,1,r2_t2
baseline,7,no_fusion,16.7562,16.5201,0.609,1,r2_t3
baseline,7,no_fusion,6.8952,6.7315,0.434,1,r3_t1
baseline,7,no_fusion,6.9422,16.8998,0.601,1,r3_t2
baseline,7,no_fusion,17.0944,6.7361,0.609,1,r3_t3
baseline,8,no_fusion,7.4834,17.0636,0.601,1,r0_t1
baseline,8,no_fusion,16.7395,7.6231,0.61,1,r0_t2
baseline,8,no_fusion,17.6483,17.2773,0.434,1,r0_t3
baseline,8,no_fusion,7.1444,7.43,0.601,1,r1_t1
baseline,8,no_fusion,16.5498,7.4806,0.45,1,r1_t2
baseline,8,no_fusion,16.89,17.1424,0.601,1,r1_t3
baseline,8,no_fusion,7.4682,6.9207,0.61,1,r2_t1
baseline,8,no_fusion,7.3216,16.9386,0.45,1,r2_t2
baseline,8,no_fusion,17.1187,17.0915,0.61,1,r2_t3
baseline,8,no_fusion,7.5407,7.0955,0.434,1,r3_t1
baseline,8,no_fusion,7.1492,17.2853,0.601,1,r3_t2
baseline,8,no_fusion,17.5211,7.286,0.61,1,r3_t3
baseline,9,no_fusion,7.8284,17.3977,0.601,1,r0_t1
baseline,9,no_fusion,17.0918,7.9438,0.612,1,r0_t2
baseline,9,no_fusion,17.609,17.5993,0.434,1,r0_t3
baseline,9,no_fusion,7.436,7.5137,0.601,1,r1_t1
baseline,9,no_fusion,16.7183,7.5374,0.452,1,r1_t2
baseline,9,no_fusion,17.3991,17.3264,0.601,1,r1_t3
baseline,9,no_fusion,7.6861,7.1096,0.612,1,r2_t1
baseline,9,no_fusion,7.5978,17.1638,0.45,1,r2_t2
baseline,9,no_fusion,17.2927,17.4604,0.611,1,r2_t3
baseline,9,no_fusion,7.8808,7.2774,0.434,1,r3_t1
baseline,9,no_fusion,7.8474,17.7536,0.601,1,r3_t2
baseline,9,no_fusion,17.6162,7.6456,0.611,1,r3_t3
baseline,10,no_fusion,8.0924,17.678,0.602,1,r0_t1
baseline,10,no_fusion,17.2487,8.2217,0.613,1,r0_t2
baseline,10,no_fusion,17.8543,17.9757,0.434,1,r0_t3
baseline,10,no_fusion,7.6896,7.6968,0.602,1,r1_t1
baseline,10,no_fusion,17.2259,8.078,0.454,1,r1_t2
baseline,10,no_fusion,17.7607,17.7047,0.601,1,r1_t3
baseline,10,no_fusion,8.138,7.5667,0.613,1,r2_t1
baseline,10,no_fusion,7.7411,17.353,0.454,1,r2_t2
baseline,10,no_fusion,17.5304,17.6289,0.613,1,r2_t3
baseline,10,no_fusion,8.0166,7.8605,0.434,1,r3_t1
baseline,10,no_fusion,8.1641,17.9047,0.601,1,r3_t2
baseline,10,no_fusion,17.8672,7.9324,0.613,1,r3_t3
baseline,11,no_fusion,8.3069,17.847,0.602,1,r0_t1
baseline,11,no_fusion,17.3936,8.6067,0.614,1,r0_t2
baseline,11,no_fusion,17.9395,18.322,0.434,1,r0_t3
baseline,11,no_fusion,8.0487,8.0795,0.602,1,r1_t1
baseline,11,no_fusion,17.5362,8.5519,0.456,1,r1_t2
baseline,11,no_fusion,17.9417,17.9492,0.601,1,r1_t3
baseline,11,no_fusion,8.2934,7.9379,0.614,1,r2_t1
baseline,11,no_fusion,7.925,17.5172,0.456,1,r2_t2
baseline,11,no_fusion,17.7519,17.9683,0.614,1,r2_t3
baseline,11,no_fusion,8.339,7.8135,0.434,1,r3_t1
baseline,11,no_fusion,8.3188,18.1597,0.601,1,r3_t2
baseline,11,no_fusion,17.9936,8.1782,0.614,1,r3_t3
baseline,12,no_fusion,8.6301,18.1071,0.602,1,r0_t1
baseline,12,no_fusion,17.7838,8.6973,0.615,1,r0_t2
baseline,12,no_fusion,18.1599,18.8062,0.434,1,r0_t3
baseline,12,no_fusion,8.3262,8.3633,0.602,1,r1_t1
baseline,12,no_fusion,18.0835,8.8157,0.458,1,r1_t2
baseline,12,no_fusion,18.3037,18.092,0.601,1,r1_t3
baseline,12,no_fusion,8.4873,8.2383,0.615,1,r2_t1
baseline,12,no_fusion,8.3072,17.7709,0.458,1,r2_t2
baseline,12,no_fusion,18.1202,18.353,0.615,1,r2_t3
baseline,12,no_fusion,8.5497,8.3649,0.434,1,r3_t1
baseline,12,no_fusion,8.5155,18.3663,0.601,1,r3_t2
baseline,12,no_fusion,18.2114,8.5891,0.615,1,r3_t3
baseline,13,no_fusion,8.7605,18.2734,0.602,1,r0_t1
baseline,13,no_fusion,18.0877,8.8657,0.617,1,r0_t2
baseline,13,no_fusion,18.367,19.0771,0.434,1,r0_t3
baseline,13,no_fusion,8.6567,8.8717,0.602,1,r1_t1
baseline,13,no_fusion,18.2773,9.0306,0.461,1,r1_t2
baseline,13,no_fusion,18.4448,18.385,0.601,1,r1_t3
baseline,13,no_fusion,8.7887,8.5931,0.617,1,r2_t1
baseline,13,no_fusion,8.6694,18.1156,0.461,1,r2_t2
baseline,13,no_fusion,18.406,18.481,0.616,1,r2_t3
baseline,13,no_fusion,8.9135,8.689,0.434,1,r3_t1
baseline,13,no_fusion,8.8888,18.5329,0.601,1,r3_t2
baseline,13,no_fusion,18.4535,8.9227,0.616,1,r3_t3
baseline,14,no_fusion,9.1371,18.5818,0.602,1,r0_t1
baseline,14,no_fusion,18.4629,9.2069,0.618,1,r0_t2
baseline,14,no_fusion,18.7387,19.3014,0.434,1,r0_t3
baseline,14,no_fusion,9.044,9.0718,0.602,1,r1_t1
baseline,14,no_fusion,18.691,9.3674,0.463,1,r1_t2
baseline,14,no_fusion,18.7655,18.9177,0.601,1,r1_t3
baseline,14,no_fusion,8.9785,8.8357,0.618,1,r2_t1
baseline,14,no_fusion,8.9951,18.4195,0.463,1,r2_t2
baseline,14,no_fusion,18.8268,18.7466,0.617,1,r2_t3
baseline,14,no_fusion,9.1619,8.8719,0.434,1,r3_t1
baseline,14,no_fusion,9.1759,18.8367,0.601,1,r3_t2
baseline,14,no_fusion,18.6656,9.1162,0.617,1,r3_t3
baseline,15,no_fusion,9.4189,18.9109,0.602,1,r0_t1
baseline,15,no_fusion,18.6823,9.5739,0.619,1,r0_t2
baseline,15,no_fusion,18.8327,19.4509,0.434,1,r0_t3
baseline,15,no_fusion,9.5268,9.3138,0.602,1,r1_t1
baseline,15,no_fusion,19.1232,9.6852,0.465,1,r1_t2
baseline,15,no_fusion,19.1748,19.1583,0.602,1,r1_t3
baseline,15,no_fusion,9.2182,9.1788,0.619,1,r2_t1
baseline,15,no_fusion,9.4673,18.7273,0.465,1,r2_t2
baseline,15,no_fusion,19.1165,19.0563,0.619,1,r2_t3
baseline,15,no_fusion,9.4823,9.1279,0.434,1,r3_t1
baseline,15,no_fusion,9.5291,19.2043,0.602,1,r3_t2
baseline,15,no_fusion,18.9565,9.5133,0.619,1,r3_t3
baseline,16,no_fusion,9.6613,19.3776,0.603,1,r0_t1
baseline,16,no_fusion,19.0111,9.8205,0.621,1,r0_t2
baseline,16,no_fusion,19.1761,19.7206,0.434,1,r0_t3
baseline,16,no_fusion,9.8661,9.6148,0.603,1,r1_t1
baseline,16,no_fusion,19.2339,9.8544,0.467,1,r1_t2
baseline,16,no_fusion,19.5665,19.4699,0.602,1,r1_t3
baseline,16,no_fusion,9.5436,9.4584,0.621,1,r2_t1
baseline,16,no_fusion,9.7026,19.1449,0.467,1,r2_t2
baseline,16,no_fusion,19.4218,19.2862,0.62,1,r2_t3
baseline,16,no_fusion,9.79,9.3959,0.434,1,r3_t1
baseline,16,no_fusion,9.619,19.4351,0.602,1,r3_t2
baseline,16,no_fusion,19.3289,9.7237,0.62,1,r3_t3
baseline,17,no_fusion,10.0241,19.781,0.603,1,r0_t1
baseline,17,no_fusion,19.3535,10.1638,0.622,1,r0_t2
baseline,17,no_fusion,19.5525,19.9347,0.434,1,r0_t3
baseline,17,no_fusion,10.2341,9.9271,0.603,1,r1_t1
baseline,17,no_fusion,19.5454,10.2075,0.469,1,r1_t2
baseline,17,no_fusion,19.7332,19.8331,0.602,1,r1_t3
baseline,17,no_fusion,9.8931,9.7916,0.622,1,r2_t1
baseline,17,no_fusion,10.0615,19.4191,0.469,1,r2_t2
baseline,17,no_fusion,19.863,19.7009,0.621,1,r2_t3
baseline,17,no_fusion,10.1037,9.6714,0.434,1,r3_t1
baseline,17,no_fusion,9.7881,19.622,0.602,1,r3_t2
baseline,17,no_fusion,19.4917,10.0667,0.621,1,r3_t3
baseline,18,no_fusion,10.4417,20.0358,0.603,1,r0_t1
baseline,18,no_fusion,19.5419,10.4484,0.623,1,r0_t2
baseline,18,no_fusion,19.8416,20.1433,0.434,1,r0_t3
baseline,18,no_fusion,10.4197,10.1837,0.603,1,r1_t1
baseline,18,no_fusion,19.8503,10.5475,0.471,1,r1_t2
baseline,18,no_fusion,20.1192,20.2031,0.602,1,r1_t3
baseline,18,no_fusion,10.2721,10.0156,0.623,1,r2_t1
baseline,18,no_fusion,10.4601,19.8051,0.471,1,r2_t2
baseline,18,no_fusion,20.1575,20.063,0.622,1,r2_t3
baseline,18,no_fusion,10.2705,10.0227,0.434,1,r3_t1
baseline,18,no_fusion,10.0889,19.9463,0.602,1,r3_t2
baseline,18,no_fusion,19.7346,10.4022,0.622,1,r3_t3
baseline,19,no_fusion,10.6579,20.3387,0.603,1,r0_t1
baseline,19,no_fusion,19.785,10.8527,0.624,1,r0_t2
baseline,19,no_fusion,20.2121,20.282,0.434,1,r0_t3
baseline,19,no_fusion,10.5836,10.4015,0.603,1,r1_t1
baseline,19,no_fusion,20.0181,10.8115,0.473,1,r1_t2
baseline,19,no_fusion,20.386,20.5173,0.602,1,r1_t3
baseline,19,no_fusion,10.6043,10.3276,0.624,1,r2_t1
baseline,19,no_fusion,10.7008,20.1588,0.473,1,r2_t2
baseline,19,no_fusion,20.4751,20.4086,0.623,1,r2_t3
baseline,19,no_fusion,10.474,10.2956,0.434,1,r3_t1
baseline,19,no_fusion,10.387,20.1749,0.602,1,r3_t2
baseline,19,no_fusion,19.8626,10.8386,0.623,1,r3_t3
baseline,20,no_fusion,10.7934,20.3665,0.603,1,r0_t1
baseline,20,no_fusion,20.0186,11.2295,0.625,1,r0_t2
baseline,20,no_fusion,20.6489,20.5732,0.434,1,r0_t3
baseline,20,no_fusion,10.807,10.6291,0.603,1,r1_t1
baseline,20,no_fusion,20.3549,10.9903,0.475,1,r1_t2
baseline,20,no_fusion,20.7035,20.735,0.602,1,r1_t3
baseline,20,no_fusion,10.809,10.5922,0.625,1,r2_t1
baseline,20,no_fusion,10.8906,20.567,0.475,1,r2_t2
baseline,20,no_fusion,20.6687,20.7385,0.625,1,r2_t3
baseline,20,no_fusion,10.4938,10.7909,0.434,1,r3_t1
baseline,20,no_fusion,10.7136,20.4425,0.602,1,r3_t2
baseline,20,no_fusion,20.1782,11.1436,0.625,1,r3_t3
baseline,21,no_fusion,11.1451,20.6696,0.603,1,r0_t1
baseline,21,no_fusion,20.1893,11.5225,0.627,1,r0_t2
baseline,21,no_fusion,20.9212,20.647,0.434,1,r0_t3
baseline,21,no_fusion,11.0441,10.8252,0.603,1,r1_t1
baseline,21,no_fusion,20.5808,11.3743,0.477,1,r1_t2
baseline,21,no_fusion,21.1204,20.9162,0.602,1,r1_t3
baseline,21,no_fusion,11.1164,10.6923,0.627,1,r2_t1
baseline,21,no_fusion,11.2792,21.005,0.477,1,r2_t2
baseline,21,no_fusion,20.972,21.0366,0.626,1,r2_t3
baseline,21,no_fusion,10.6977,11.1376,0.434,1,r3_t1
baseline,21,no_fusion,11.1295,20.704,0.602,1,r3_t2
baseline,21,no_fusion,20.3996,11.5931,0.626,1,r3_t3
baseline,22,no_fusion,11.4438,20.9488,0.603,1,r0_t1
baseline,22,no_fusion,20.4031,11.7555,0.628,1,r0_t2
baseline,22,no_fusion,21.335,20.9405,0.434,1,r0_t3
baseline,22,no_fusion,11.2971,10.8795,0.603,1,r1_t1
baseline,22,no_fusion,20.7038,11.6687,0.479,1,r1_t2
baseline,22,no_fusion,21.3114,21.1755,0.602,1,r1_t3
baseline,22,no_fusion,11.4044,10.943,0.628,1,r2_t1
baseline,22,no_fusion,11.5087,21.0899,0.479,1,r2_t2
baseline,22,no_fusion,21.3003,21.2178,0.627,1,r2_t3
baseline,22,no_fusion,10.9419,11.3932,0.434,1,r3_t1
baseline,22,no_fusion,11.5357,20.8197,0.602,1,r3_t2
baseline,22,no_fusion,20.6817,11.8552,0.627,1,r3_t3
baseline,23,no_fusion,11.6311,21.3169,0.604,1,r0_t1
baseline,23,no_fusion,20.7497,11.9668,0.629,1,r0_t2
baseline,23,no_fusion,21.576,21.1341,0.434,1,r0_t3
baseline,23,no_fusion,11.5905,11.1695,0.604,1,r1_t1
baseline,23,no_fusion,20.9874,11.96,0.481,1,r1_t2
baseline,23,no_fusion,21.6393,21.421,0.602,1,r1_t3
baseline,23,no_fusion,11.6025,11.2555,0.629,1,r2_t1
baseline,23,no_fusion,11.8595,21.4527,0.481,1,r2_t2
baseline,23,no_fusion,21.6068,21.5317,0.628,1,r2_t3
baseline,23,no_fusion,11.1745,11.7079,0.434,1,r3_t1
baseline,23,no_fusion,11.7417,21.0702,0.602,1,r3_t2
baseline,23,no_fusion,20.9953,12.1208,0.628,1,r3_t3
baseline,24,no_fusion,11.9179,21.6363,0.604,1,r0_t1
baseline,24,no_fusion,20.9775,12.1731,0.63,1,r0_t2
baseline,24,no_fusion,21.9625,21.4132,0.434,1,r0_t3
baseline,24,no_fusion,11.9375,11.4823,0.604,1,r1_t1
baseline,24,no_fusion,21.1002,12.1471,0.483,1,r1_t2
baseline,24,no_fusion,22.0082,21.6944,0.602,1,r1_t3
baseline,24,no_fusion,11.871,11.4962,0.63,1,r2_t1
baseline,24,no_fusion,12.1083,21.8287,0.483,1,r2_t2
baseline,24,no_fusion,21.9042,21.7808,0.629,1,r2_t3
baseline,24,no_fusion,11.5127,11.9453,0.434,1,r3_t1
baseline,24,no_fusion,12.0769,21.3171,0.602,1,r3_t2
baseline,24,no_fusion,21.2889,12.4386,0.629,1,r3_t3
baseline,25,no_fusion,12.1464,21.8018,0.604,1,r0_t1
baseline,25,no_fusion,21.258,12.393,0.632,1,r0_t2
baseline,25,no_fusion,22.5545,21.6923,0.434,1,r0_t3
baseline,25,no_fusion,12.1793,11.8018,0.604,1,r1_t1
baseline,25,no_fusion,21.342,12.4327,0.483,1,r1_t2
baseline,25,no_fusion,22.2342,22.0389,0.603,1,r1_t3
baseline,25,no_fusion,12.1994,11.8035,0.632,1,r2_t1
baseline,25,no_fusion,12.4591,22.0462,0.485,1,r2_t2
baseline,25,no_fusion,22.1683,22.0015,0.63,1,r2_t3
baseline,25,no_fusion,11.9129,12.1493,0.434,1,r3_t1
baseline,25,no_fusion,12.4251,21.7634,0.603,1,r3_t2
baseline,25,no_fusion,21.6424,12.7174,0.63,1,r3_t3
baseline,26,no_fusion,12.5328,21.9166,0.604,1,r0_t1
baseline,26,no_fusion,21.721,12.644,0.633,1,r0_t2
baseline,26,no_fusion,22.8422,21.9208,0.434,1,r0_t3
baseline,26,no_fusion,12.3962,12.0074,0.604,1,r1_t1
baseline,26,no_fusion,21.4955,12.6585,0.487,1,r1_t2
baseline,26,no_fusion,22.4335,22.1739,0.603,1,r1_t3
baseline,26,no_fusion,12.5122,12.0616,0.633,1,r2_t1
baseline,26,no_fusion,12.6362,22.0658,0.487,1,r2_t2
baseline,26,no_fusion,22.5043,22.2757,0.632,1,r2_t3
baseline,26,no_fusion,12.0937,12.3465,0.434,1,r3_t1
baseline,26,no_fusion,12.7209,22.075,0.603,1,r3_t2
baseline,26,no_fusion,21.8865,13.0026,0.632,1,r3_t3
baseline,27,no_fusion,12.7633,22.0154,0.604,1,r0_t1
baseline,27,no_fusion,22.0362,12.8873,0.634,1,r0_t2
baseline,27,no_fusion,22.9708,22.4614,0.434,1,r0_t3
baseline,27,no_fusion,12.6584,12.379,0.604,1,r1_t1
baseline,27,no_fusion,21.7683,13.0245,0.489,1,r1_t2
baseline,27,no_fusion,22.7795,22.3826,0.603,1,r1_t3
baseline,27,no_fusion,12.9619,12.4809,0.634,1,r2_t1
baseline,27,no_fusion,12.8715,22.1794,0.489,1,r2_t2
baseline,27,no_fusion,22.8391,22.5354,0.633,1,r2_t3
baseline,27,no_fusion,12.3112,12.6796,0.434,1,r3_t1
baseline,27,no_fusion,13.1524,22.283,0.603,1,r3_t2
baseline,27,no_fusion,22.105,13.4648,0.633,1,r3_t3
baseline,28,no_fusion,13.0252,22.3062,0.604,1,r0_t1
baseline,28,no_fusion,22.3461,13.2362,0.635,1,r0_t2
baseline,28,no_fusion,23.3686,22.7918,0.434,1,r0_t3
baseline,28,no_fusion,12.8363,12.5441,0.604,1,r1_t1
baseline,28,no_fusion,22.1307,13.4249,0.491,1,r1_t2
baseline,28,no_fusion,23.0978,22.5683,0.603,1,r1_t3
baseline,28,no_fusion,13.2987,12.7326,0.635,1,r2_t1
baseline,28,no_fusion,13.1285,22.5336,0.491,1,r2_t2
baseline,28,no_fusion,23.1333,22.8584,0.634,1,r2_t3
baseline,28,no_fusion,12.8339,12.9368,0.434,1,r3_t1
baseline,28,no_fusion,13.3205,22.4509,0.603,1,r3_t2
baseline,28,no_fusion,22.2709,13.87,0.634,1,r3_t3
baseline,29,no_fusion,13.1857,22.6766,0.605,1,r0_t1
baseline,29,no_fusion,22.6625,13.6984,0.636,1,r0_t2
baseline,29,no_fusion,23.6085,23.071,0.434,1,r0_t3
baseline,29,no_fusion,13.1172,12.87,0.605,1,r1_t1
baseline,29,no_fusion,22.3436,13.8676,0.493,1,r1_t2
baseline,29,no_fusion,23.4811,22.8541,0.603,1,r1_t3
baseline,29,no_fusion,13.4327,13.0347,0.636,1,r2_t1
baseline,29,no_fusion,13.435,22.8517,0.493,1,r2_t2
baseline,29,no_fusion,23.3853,23.1592,0.635,1,r2_t3
baseline,29,no_fusion,13.1525,13.1567,0.434,1,r3_t1
baseline,29,no_fusion,13.5748,22.6598,0.603,1,r3_t2
baseline,29,no_fusion,22.4632,14.104,0.635,1,r3_t3
baseline,30,no_fusion,13.4685,23.1257,0.605,1,r0_t1
baseline,30,no_fusion,22.9021,14.0675,0.638,1,r0_t2
baseline,30,no_fusion,23.7086,23.36,0.434,1,r0_t3
baseline,30,no_fusion,13.5832,13.2402,0.605,1,r1_t1
baseline,30,no_fusion,22.6248,14.3408,0.495,1,r1_t2
baseline,30,no_fusion,23.7356,23.2767,0.603,1,r1_t3
baseline,30,no_fusion,13.7151,13.3553,0.638,1,r2_t1
baseline,30,no_fusion,13.7537,23.0489,0.495,1,r2_t2
baseline,30,no_fusion,23.6271,23.4627,0.636,1,r2_t3
baseline,30,no_fusion,13.4698,13.4154,0.434,1,r3_t1
baseline,30,no_fusion,13.982,23.0398,0.603,1,r3_t2
baseline,30,no_fusion,22.6475,14.4083,0.636,1,r3_t3
baseline,31,no_fusion,13.8624,23.368,0.605,1,r0_t1
baseline,31,no_fusion,23.2578,14.4578,0.639,1,r0_t2
baseline,31,no_fusion,23.805,23.7904,0.434,1,r0_t3
baseline,31,no_fusion,13.8169,13.5385,0.605,1,r1_t1
baseline,31,no_fusion,22.8963,14.7001,0.497,1,r1_t2
baseline,31,no_fusion,24.1185,23.5026,0.603,1,r1_t3
baseline,31,no_fusion,13.9799,13.726,0.639,1,r2_t1
baseline,31,no_fusion,13.8505,23.1759,0.497,1,r2_t2
baseline,31,no_fusion,23.8391,23.6616,0.637,1,r2_t3
baseline,31,no_fusion,13.7012,13.6242,0.434,1,r3_t1
baseline,31,no_fusion,14.2178,23.3974,0.603,1,r3_t2
baseline,31,no_fusion,22.9694,14.5668,0.637,1,r3_t3
baseline,32,no_fusion,14.2986,23.7488,0.605,1,r0_t1
baseline,32,no_fusion,23.4502,14.8243,0.64,1,r0_t2
baseline,32,no_fusion,24.0508,23.9472,0.434,1,r0_t3
baseline,32,no_fusion,14.1303,13.9509,0.605,1,r1_t1
baseline,32,no_fusion,23.0876,14.9226,0.499,1,r1_t2
baseline,32,no_fusion,24.4706,23.7817,0.603,1,r1_t3
baseline,32,no_fusion,14.3137,14.1237,0.64,1,r2_t1
baseline,32,no_fusion,14.1979,23.4531,0.499,1,r2_t2
baseline,32,no_fusion,24.1423,23.8774,0.638,1,r2_t3
baseline,32,no_fusion,13.9028,14.1033,0.434,1,r3_t1
baseline,32,no_fusion,14.4825,23.6784,0.603,1,r3_t2
baseline,32,no_fusion,23.2867,14.8269,0.638,1,r3_t3
baseline,33,no_fusion,14.6085,23.9451,0.605,1,r0_t1
baseline,33,no_fusion,23.6457,15.2552,0.641,1,r0_t2
baseline,33,no_fusion,24.3103,24.2478,0.434,1,r0_t3
baseline,33,no_fusion,14.5489,14.2367,0.605,1,r1_t1
baseline,33,no_fusion,23.6075,15.261,0.501,1,r1_t2
baseline,33,no_fusion,24.7027,23.9987,0.603,1,r1_t3
baseline,33,no_fusion,14.5727,14.3359,0.641,1,r2_t1
baseline,33,no_fusion,14.5341,23.8164,0.501,1,r2_t2
baseline,33,no_fusion,24.294,24.1553,0.639,1,r2_t3
baseline,33,no_fusion,14.2311,14.332,0.434,1,r3_t1
baseline,33,no_fusion,14.7597,24.0627,0.603,1,r3_t2
baseline,33,no_fusion,23.4873,15.103,0.639,1,r3_t3
baseline,34,no_fusion,15.0168,24.2238,0.605,1,r0_t1
baseline,34,no_fusion,23.8734,15.6122,0.642,1,r0_t2
baseline,34,no_fusion,24.7952,24.5394,0.434,1,r0_t3
baseline,34,no_fusion,14.827,14.5741,0.605,1,r1_t1
