scenario,time_step,radar_id,track_id,est_x,est_y,est_vx,est_vy,confidence,age,missed_count,status
latency,148,2,r2_t1,49.6253,41.1083,3.2589,-0.623,0.684,149,0,confirmed
latency,148,2,r2_t3,62.6608,46.7565,2.6921,3.2135,0.754,149,0,confirmed
latency,148,2,r2_t4,50.2728,50.2305,0.8104,1.2725,0.798,56,0,confirmed
latency,148,3,r3_t1,49.5408,41.2526,2.8002,0.1178,0.444,149,0,confirmed
latency,148,3,r3_t3,57.6246,43.5644,2.9005,2.2081,0.754,149,0,confirmed
latency,148,3,r3_t4,49.7548,50.0918,0.1653,0.0368,0.672,75,0,confirmed
latency,149,0,r0_t2,57.7392,43.3265,3.2126,0.6373,0.685,150,0,confirmed
latency,149,0,r0_t3,62.7326,46.8614,2.1296,3.0562,0.444,150,0,confirmed
latency,149,0,r0_t4,49.8273,49.9376,0.0046,0.3325,0.853,40,0,confirmed
latency,149,1,r1_t4,49.4801,49.8143,-1.7947,-2.0917,0.754,56,0,confirmed
latency,149,2,r2_t1,50.3567,41.5992,4.6769,1.7337,0.685,150,0,confirmed
latency,149,2,r2_t3,62.5311,47.0937,0.8054,3.0114,0.754,150,0,confirmed
latency,149,2,r2_t4,50.1819,50.1515,0.0266,0.3069,0.793,57,0,confirmed
latency,149,3,r3_t1,50.2975,41.0483,4.5528,-0.7923,0.444,150,0,confirmed
latency,149,3,r3_t3,58.1034,43.7544,3.4454,1.8959,0.754,150,0,confirmed
latency,149,3,r3_t4,49.8115,50.4131,0.3185,1.357,0.663,76,0,confirmed
latency,150,0,r0_t2,58.0411,43.7918,2.8641,2.2573,0.685,151,0,confirmed
latency,150,0,r0_t3,62.8798,47.12,1.6783,2.6057,0.444,151,0,confirmed
latency,150,0,r0_t4,50.2689,49.4414,1.8426,-1.9013,0.853,41,0,confirmed
latency,150,1,r1_t4,49.7512,49.9454,0.2321,-0.5,0.746,57,0,confirmed
latency,150,2,r2_t1,50.6537,41.5101,3.576,0.4959,0.685,151,0,confirmed
latency,150,2,r2_t3,62.989,47.1901,2.3107,1.9076,0.754,151,0,confirmed
latency,150,2,r2_t4,49.9881,50.1639,-0.7942,0.2052,0.788,58,0,confirmed
latency,150,3,r3_t1,50.4484,41.8731,2.9053,3.0406,0.444,151,0,confirmed
latency,150,3,r3_t3,58.0989,43.5483,1.704,0.0892,0.754,151,0,confirmed
latency,150,3,r3_t4,49.8656,50.5292,0.3849,1.1622,0.654,77,0,confirmed
latency,151,0,r0_t2,58.7445,43.8733,4.3631,1.4681,0.685,152,0,confirmed
latency,151,0,r0_t3,63.4575,47.3673,3.246,2.3334,0.444,152,0,confirmed
latency,151,0,r0_t4,50.0706,49.6861,0.0949,0.0691,0.853,42,0,confirmed
latency,151,1,r1_t4,49.8876,50.0827,0.6843,0.3224,0.738,58,0,confirmed
latency,151,2,r2_t1,50.9531,41.2446,3.0355,-0.8584,0.685,152,0,confirmed
latency,151,2,r2_t3,63.614,47.3378,3.7596,1.569,0.754,152,0,confirmed
latency,151,2,r2_t4,49.9353,49.9495,-0.6171,-0.7909,0.782,59,0,confirmed
latency,151,3,r3_t1,50.9202,41.9306,3.4187,1.7597,0.444,152,0,confirmed
latency,151,3,r3_t3,58.4452,44.0947,2.295,2.3213,0.754,152,0,confirmed
latency,151,3,r3_t4,50.2404,50.0254,1.7539,-1.5179,0.645,78,0,confirmed
latency,152,0,r0_t2,58.6361,44.168,1.73,1.9619,0.685,153,0,confirmed
latency,152,0,r0_t3,63.7914,47.3192,3.0143,0.9664,0.443,153,0,confirmed
latency,152,0,r0_t4,49.7812,50.0108,-1.1583,1.3872,0.852,43,0,confirmed
latency,152,1,r1_t4,49.755,49.7608,-0.21,-1.1801,0.73,59,0,confirmed
latency,152,2,r2_t1,51.2366,41.4926,2.699,0.6042,0.685,153,0,confirmed
latency,152,2,r2_t3,63.9034,47.4866,3.0855,1.4046,0.754,153,0,confirmed
latency,152,2,r2_t4,49.7221,49.6744,-1.197,-1.5414,0.776,60,0,confirmed
latency,152,3,r3_t1,51.3137,41.4956,3.3487,-0.9326,0.443,153,0,confirmed
latency,152,3,r3_t3,58.697,44.0864,2.1965,1.1261,0.754,153,0,confirmed
latency,152,3,r3_t4,49.9112,50.2046,-0.4947,-0.0123,0.635,79,0,confirmed
latency,153,0,r0_t2,59.1072,44.4665,2.8279,2.2248,0.685,154,0,confirmed
latency,153,0,r0_t3,64.0326,47.5127,2.5121,1.2893,0.443,154,0,confirmed
latency,153,0,r0_t4,49.9837,50.2046,0.2643,1.5012,0.851,44,0,confirmed
latency,153,1,r1_t4,50.401,50.198,2.5866,1.2314,0.721,60,0,confirmed
latency,153,2,r2_t1,51.8581,41.481,3.9392,0.2535,0.685,154,0,confirmed
latency,153,2,r2_t3,64.0606,47.8195,2.1978,2.0893,0.755,154,0,confirmed
latency,153,2,r2_t4,49.8043,49.589,-0.2557,-1.1268,0.769,61,0,confirmed
latency,153,3,r3_t1,51.8218,41.3775,3.7914,-0.9583,0.443,154,0,confirmed
latency,153,3,r3_t3,59.2231,44.3088,3.2903,1.4895,0.755,154,0,confirmed
latency,153,3,r3_t4,50.118,50.1288,0.6145,-0.322,0.626,80,0,confirmed
latency,154,0,r0_t2,59.3803,44.5901,2.5518,1.6274,0.685,155,0,confirmed
latency,154,0,r0_t3,64.2641,48.1046,2.2208,3.1109,0.443,155,0,confirmed
latency,154,0,r0_t4,49.6106,50.1273,-1.4222,0.4286,0.85,45,0,confirmed
latency,154,1,r1_t4,50.6584,50.0431,2.3655,-0.0295,0.712,61,0,confirmed
latency,154,2,r2_t1,51.9679,41.5799,2.427,0.5391,0.685,155,0,confirmed
latency,154,2,r2_t3,64.2462,47.9328,1.8721,1.517,0.755,155,0,confirmed
latency,154,2,r2_t4,50.107,49.8874,1.1331,0.6801,0.763,62,0,confirmed
latency,154,3,r3_t1,51.8063,41.2588,1.8313,-0.9737,0.443,155,0,confirmed
latency,154,3,r3_t3,59.7673,44.6213,3.913,2.0468,0.755,155,0,confirmed
latency,154,3,r3_t4,50.0248,50.8159,-0.081,2.7019,0.616,81,0,confirmed
latency,155,0,r0_t2,59.7446,44.987,2.7938,2.4675,0.684,156,0,confirmed
latency,155,0,r0_t3,64.4315,48.5683,1.8078,3.4874,0.442,156,0,confirmed
latency,155,0,r0_t4,50.1605,50.0293,1.5801,-0.194,0.848,46,0,confirmed
latency,155,1,r1_t4,50.5234,49.9026,0.6206,-0.6003,0.703,62,0,confirmed
latency,155,2,r2_t1,52.3527,41.5677,2.817,0.2184,0.684,156,0,confirmed
latency,155,2,r2_t3,64.9579,48.4815,3.9014,3.0447,0.755,156,0,confirmed
latency,155,2,r2_t4,49.9722,50.2872,0.0051,2.0057,0.756,63,0,confirmed
latency,155,3,r3_t1,52.3723,41.5247,3.2741,0.6211,0.442,156,0,confirmed
latency,155,3,r3_t3,59.893,44.8787,2.4799,2.0962,0.755,156,0,confirmed
latency,155,3,r3_t4,49.9938,49.8245,-0.1698,-2.7801,0.606,82,0,confirmed
latency,156,0,r0_t2,60.0912,45.2027,2.8411,2.1325,0.684,157,0,confirmed
latency,156,0,r0_t3,64.509,48.955,1.2266,3.355,0.442,157,0,confirmed
latency,156,0,r0_t4,50.1607,49.8326,0.7911,-0.9166,0.844,47,0,confirmed
latency,156,1,r1_t4,50.4134,49.8883,-0.1481,-0.3596,0.695,63,0,confirmed
latency,156,2,r2_t1,52.9885,41.6808,4.0576,0.5808,0.684,157,0,confirmed
latency,156,2,r2_t3,64.9405,48.6005,1.8783,2.0183,0.755,157,0,confirmed
latency,156,2,r2_t4,49.7337,49.7852,-0.9912,-1.0886,0.749,64,0,confirmed
latency,156,3,r3_t1,52.6854,41.7828,2.9414,1.3857,0.442,157,0,confirmed
latency,156,3,r3_t3,59.9404,45.263,1.4378,2.649,0.755,157,0,confirmed
latency,156,3,r3_t4,50.0122,50.0087,-0.0084,-0.6222,0.596,83,0,confirmed
latency,157,0,r0_t2,60.7824,45.324,4.3005,1.5718,0.684,158,0,confirmed
latency,157,0,r0_t3,65.1183,48.7154,3.1521,0.679,0.441,158,0,confirmed
latency,157,0,r0_t4,50.032,49.7417,-0.1408,-0.8374,0.841,48,0,confirmed
latency,157,1,r1_t4,50.3601,50.0765,-0.2964,0.6044,0.686,64,0,confirmed
latency,157,2,r2_t1,53.0724,41.6777,2.3782,0.2773,0.684,158,0,confirmed
latency,157,2,r2_t3,65.1062,48.956,1.6297,2.4903,0.755,158,0,confirmed
latency,157,2,r2_t4,49.8397,50.0889,-0.0541,0.7211,0.742,65,0,confirmed
latency,157,3,r3_t1,53.1736,41.652,3.5047,0.1482,0.441,158,0,confirmed
latency,157,3,r3_t3,60.2938,45.3001,2.1913,1.4794,0.755,158,0,confirmed
latency,157,3,r3_t4,50.0848,49.8763,0.2987,-0.863,0.586,84,0,confirmed
latency,158,0,r0_t2,60.6536,45.7298,1.6134,2.4768,0.684,159,0,confirmed
latency,158,0,r0_t3,65.3122,49.3583,2.3839,3.0186,0.441,159,0,confirmed
latency,158,0,r0_t4,49.6093,49.8644,-1.8317,0.0927,0.839,49,0,confirmed
latency,158,1,r1_t4,49.9616,49.8251,-1.8086,-0.7456,0.677,65,0,confirmed
latency,158,2,r2_t1,53.567,41.8125,3.2501,0.7004,0.684,159,0,confirmed
latency,158,2,r2_t3,65.3353,49.334,1.7693,2.8201,0.756,159,0,confirmed
latency,158,2,r2_t4,49.9287,50.0897,0.344,0.3637,0.735,66,0,confirmed
latency,158,3,r3_t1,53.7853,41.295,4.3012,-1.4138,0.441,159,0,confirmed
latency,158,3,r3_t3,60.6918,45.7089,2.7539,2.4429,0.756,159,0,confirmed
latency,158,3,r3_t4,50.0182,50.1437,-0.1283,0.6825,0.576,85,0,confirmed
latency,159,0,r0_t2,61.0834,45.8727,2.5978,1.8335,0.684,160,0,confirmed
latency,159,0,r0_t3,65.8976,49.3109,3.6313,1.3117,0.441,160,0,confirmed
latency,159,0,r0_t4,49.9195,50.0247,0.3766,0.7144,0.835,50,0,confirmed
latency,159,1,r1_t4,49.4786,49.9057,-2.9167,-0.0369,0.668,66,0,confirmed
latency,159,2,r2_t1,53.8164,41.9524,2.6642,0.9331,0.684,160,0,confirmed
latency,159,2,r2_t3,65.6896,49.6363,2.3609,2.6695,0.756,160,0,confirmed
latency,159,2,r2_t4,50.0278,49.8297,0.5849,-0.9014,0.728,67,0,confirmed
latency,159,3,r3_t1,54.17,41.3444,3.7534,-0.501,0.441,160,0,confirmed
latency,159,3,r3_t3,60.9403,45.9652,2.4122,2.2895,0.756,160,0,confirmed
latency,159,3,r3_t4,50.1521,50.1165,0.4936,0.2281,0.565,86,0,confirmed
latency,160,0,r0_t2,61.369,46.1947,2.4885,2.2583,0.683,161,0,confirmed
latency,160,0,r0_t3,65.8217,49.6163,1.4994,1.9283,0.44,161,0,confirmed
latency,160,0,r0_t4,49.9859,50.2873,0.4651,1.4514,0.832,51,0,confirmed
latency,160,1,r1_t4,49.385,49.4751,-1.8483,-1.8126,0.66,67,0,confirmed
latency,160,2,r2_t1,54.025,42.0823,2.201,1.0075,0.683,161,0,confirmed
latency,160,2,r2_t3,65.9622,50.0904,2.3165,3.2271,0.756,161,0,confirmed
latency,160,2,r2_t4,50.0124,50.1498,0.2281,0.883,0.72,68,0,confirmed
latency,160,3,r3_t1,54.514,41.7724,3.3101,1.5328,0.44,161,0,confirmed
latency,160,3,r3_t3,60.9963,46.1189,1.4397,1.7849,0.756,161,0,confirmed
latency,160,3,r3_t4,49.9529,50.0072,-0.5831,-0.3415,0.554,87,0,confirmed
latency,161,0,r0_t2,61.5322,46.1319,1.9246,0.8678,0.683,162,0,confirmed
latency,161,0,r0_t3,65.895,50.2496,1.0552,3.6029,0.44,162,0,confirmed
latency,161,0,r0_t4,50.2014,49.7396,1.1305,-1.5564,0.828,52,0,confirmed
latency,161,1,r1_t4,49.5027,49.9746,-0.4337,1.1753,0.651,68,0,confirmed
latency,161,2,r2_t1,54.6213,42.41,3.5851,1.8694,0.683,162,0,confirmed
latency,161,2,r2_t3,65.9864,50.2336,1.2589,2.2099,0.756,162,0,confirmed
latency,161,2,r2_t4,50.4116,50.2288,1.7776,0.7705,0.712,69,0,confirmed
latency,161,3,r3_t1,54.905,42.1294,3.2844,2.254,0.44,162,0,confirmed
latency,161,3,r3_t3,61.2849,46.1149,1.9223,0.8761,0.756,162,0,confirmed
latency,161,3,r3_t4,50.0551,50.0696,0.1345,0.0893,0.544,88,0,confirmed
latency,162,0,r0_t2,61.6013,46.4994,1.25,1.9651,0.683,163,0,confirmed
latency,162,0,r0_t3,66.5329,50.4563,3.1855,2.6627,0.44,163,0,confirmed
latency,162,0,r0_t4,49.9189,49.6164,-0.6118,-1.2915,0.823,53,0,confirmed
latency,162,1,r1_t4,49.7597,50.1324,0.8539,1.245,0.642,69,0,confirmed
latency,162,2,r2_t1,55.1833,42.5466,4.1344,1.5037,0.683,163,0,confirmed
latency,162,2,r2_t3,66.2025,50.3283,1.5297,1.4995,0.757,163,0,confirmed
latency,162,2,r2_t4,49.9898,49.6667,-0.8688,-1.9567,0.704,70,0,confirmed
latency,162,3,r3_t1,55.2453,42.0311,3.0599,0.7173,0.44,163,0,confirmed
latency,162,3,r3_t3,61.4228,46.4657,1.5359,1.8995,0.757,163,0,confirmed
latency,162,3,r3_t4,50.0036,50.0852,-0.1476,0.1097,0.535,89,0,confirmed
latency,163,0,r0_t2,62.0028,46.5572,2.298,1.2235,0.682,164,0,confirmed
latency,163,0,r0_t3,67.0372,50.5903,3.694,1.8898,0.44,164,0,confirmed
latency,163,0,r0_t4,49.916,49.6877,-0.318,-0.3488,0.818,54,0,confirmed
latency,163,1,r1_t4,49.8156,50.1407,0.66,0.657,0.633,70,0,confirmed
latency,163,2,r2_t1,55.7472,42.4621,4.4167,0.3999,0.682,164,0,confirmed
latency,163,2,r2_t3,66.5511,50.8167,2.2175,2.7848,0.757,164,0,confirmed
latency,163,2,r2_t4,49.8046,49.3233,-1.2062,-2.4091,0.696,71,0,confirmed
latency,163,3,r3_t1,55.7595,42.2215,3.6726,1.1523,0.44,164,0,confirmed
latency,163,3,r3_t3,61.9893,46.6319,3.1281,1.6426,0.757,164,0,confirmed
latency,163,3,r3_t4,50.44,49.8001,1.7448,-1.1332,0.525,90,0,confirmed
latency,164,0,r0_t2,62.2334,46.9936,2.1097,2.4299,0.682,165,0,confirmed
latency,164,0,r0_t3,67.1755,51.1721,2.4232,3.3688,0.44,165,0,confirmed
latency,164,0,r0_t4,49.832,49.5824,-0.5093,-0.6131,0.814,55,0,confirmed
latency,164,1,r1_t4,49.7597,49.7839,0.0969,-1.158,0.623,71,0,confirmed
latency,164,2,r2_t1,56.1264,42.2058,3.7884,-0.868,0.682,165,0,confirmed
latency,164,2,r2_t3,67.0966,51.3242,3.3815,3.507,0.758,165,0,confirmed
latency,164,2,r2_t4,50.0163,49.4945,0.2792,-0.4914,0.687,72,0,confirmed
latency,164,3,r3_t1,55.9326,42.3197,2.5576,0.9851,0.44,165,0,confirmed
latency,164,3,r3_t3,62.2385,46.9721,2.6026,2.2384,0.758,165,0,confirmed
latency,164,3,r3_t4,50.3141,49.8852,0.3476,-0.2118,0.515,91,0,confirmed
latency,165,0,r0_t2,62.8097,47.5105,3.4562,3.3687,0.681,166,0,confirmed
latency,165,0,r0_t3,67.4459,51.2328,2.3383,1.9372,0.44,166,0,confirmed
latency,165,0,r0_t4,50.1362,50.0065,1.013,1.4607,0.809,56,0,confirmed
latency,165,1,r1_t4,50.1766,50.2642,1.7858,1.4219,0.613,72,0,confirmed
latency,165,2,r2_t1,56.4337,42.4543,3.1747,0.6015,0.681,166,0,confirmed
latency,165,2,r2_t3,67.2401,51.6343,2.2889,3.0458,0.758,166,0,confirmed
latency,165,2,r2_t4,49.9144,50.0189,-0.285,1.9394,0.679,73,0,confirmed
latency,165,3,r3_t1,56.4887,42.6257,3.596,1.7679,0.44,166,0,confirmed
latency,165,3,r3_t3,62.495,47.1979,2.37,2.0603,0.758,166,0,confirmed
latency,165,3,r3_t4,50.0434,50.4762,-0.9542,2.3563,0.505,92,0,confirmed
latency,166,0,r0_t2,63.1687,47.7981,3.2238,2.8829,0.681,167,0,confirmed
latency,166,0,r0_t3,67.8364,51.8423,2.7961,3.5085,0.44,167,0,confirmed
latency,166,0,r0_t4,49.9373,50.0554,-0.3222,0.9337,0.803,57,0,confirmed
latency,166,1,r1_t4,50.2671,50.3807,1.2698,1.1966,0.604,73,0,confirmed
latency,166,2,r2_t1,56.8046,42.7917,3.1328,1.7067,0.681,167,0,confirmed
latency,166,2,r2_t3,67.4752,51.9258,2.1239,2.7373,0.759,167,0,confirmed
latency,166,2,r2_t4,50.459,50.4741,2.1267,2.8664,0.67,74,0,confirmed
latency,166,3,r3_t1,56.6867,43.2245,2.6227,3.3786,0.44,167,0,confirmed
latency,166,3,r3_t3,62.9345,47.9029,3.0162,3.9676,0.759,167,0,confirmed
latency,166,3,r3_t4,50.066,50.0892,-0.3827,-0.434,0.495,93,0,confirmed
latency,167,0,r0_t2,63.1121,48.1133,1.376,2.7546,0.681,168,0,confirmed
latency,167,0,r0_t3,68.067,51.6422,2.3588,0.9204,0.44,168,0,confirmed
latency,167,0,r0_t4,50.1537,49.749,0.7407,-0.8095,0.797,58,0,confirmed
latency,167,1,r1_t4,49.4963,50.0664,-2.5766,-0.7112,0.594,74,0,confirmed
latency,167,2,r2_t1,57.1004,42.8931,2.7988,1.2755,0.681,168,0,confirmed
latency,167,2,r2_t3,67.6785,52.0438,1.909,1.8602,0.759,168,0,confirmed
latency,167,2,r2_t4,50.0683,50.1951,-0.5647,0.2707,0.661,75,0,confirmed
latency,167,3,r3_t1,57.2815,42.6126,3.7897,-0.8601,0.44,168,0,confirmed
latency,167,3,r3_t3,63.357,48.3491,3.2686,3.843,0.759,168,0,confirmed
latency,167,3,r3_t4,50.0807,50.0259,-0.1301,-0.4811,0.485,94,0,confirmed
latency,168,0,r0_t2,63.3599,48.2549,1.7209,1.9673,0.68,169,0,confirmed
latency,168,0,r0_t3,67.9988,52.3049,0.8952,3.2215,0.44,169,0,confirmed
latency,168,0,r0_t4,50.1887,49.9422,0.516,0.4002,0.791,59,0,confirmed
latency,168,1,r1_t4,49.2943,50.0308,-2.1301,-0.5042,0.584,75,0,confirmed
latency,168,2,r2_t1,57.5822,42.7404,3.4069,0.0016,0.68,169,0,confirmed
latency,168,2,r2_t3,68.2143,52.693,3.1871,3.6354,0.759,169,0,confirmed
latency,168,2,r2_t4,50.0187,50.3794,-0.4891,0.9033,0.652,76,0,confirmed
latency,168,3,r3_t1,57.7511,43.0214,3.8517,1.2732,0.44,169,0,confirmed
latency,168,3,r3_t3,63.4333,48.3986,1.952,2.1277,0.759,169,0,confirmed
latency,168,3,r3_t4,50.1207,50.1846,0.1017,0.4211,0.474,95,0,confirmed
latency,169,0,r0_t2,63.7658,48.4647,2.5516,1.8577,0.68,170,0,confirmed
latency,169,0,r0_t3,68.2745,52.5965,1.5964,2.8257,0.44,170,0,confirmed
latency,169,0,r0_t4,49.8897,49.9089,-0.9879,0.0613,0.785,60,0,confirmed
latency,169,1,r1_t4,49.5767,50.0637,0.1114,-0.1148,0.574,76,0,confirmed
latency,169,2,r2_t1,57.866,42.9992,2.8859,1.0791,0.68,170,0,confirmed
latency,169,2,r2_t3,68.0755,52.8991,1.0151,2.6761,0.76,170,0,confirmed
latency,169,2,r2_t4,49.8199,50.285,-1.0727,0.0581,0.643,77,0,confirmed
latency,169,3,r3_t1,58.2016,42.8778,3.8028,0.0381,0.44,170,0,confirmed
latency,169,3,r3_t3,63.6358,48.5023,1.8198,1.4958,0.76,170,0,confirmed
latency,169,3,r3_t4,49.6763,50.1412,-1.8007,0.0297,0.463,96,0,confirmed
latency,170,0,r0_t2,63.865,48.6462,1.689,1.6852,0.679,171,0,confirmed
latency,170,0,r0_t3,68.2909,53.5053,0.8665,5.1994,0.439,171,0,confirmed
latency,170,0,r0_t4,50.1492,49.9447,0.5874,0.1799,0.779,61,0,confirmed
latency,170,1,r1_t4,50.102,50.2146,2.2446,0.5711,0.564,77,0,confirmed
latency,170,2,r2_t1,58.3236,43.474,3.3495,2.5179,0.679,171,0,confirmed
latency,170,2,r2_t3,68.1264,53.3457,0.7199,3.1992,0.76,171,0,confirmed
latency,170,2,r2_t4,49.8719,50.0742,-0.3197,-0.8491,0.634,78,0,confirmed
latency,170,3,r3_t1,58.2681,43.3899,2.1787,2.1529,0.439,171,0,confirmed
latency,170,3,r3_t3,63.855,48.6377,1.8234,1.312,0.76,171,0,confirmed
latency,170,3,r3_t4,50.239,49.3378,1.444,-3.3328,0.452,97,0,confirmed
latency,171,0,r0_t2,64.2013,49.1209,2.2458,2.8204,0.679,172,0,confirmed
latency,171,0,r0_t3,68.1519,53.7952,-0.1457,3.8078,0.439,172,0,confirmed
latency,171,0,r0_t4,50.1362,50.1056,0.2395,0.7601,0.772,62,0,confirmed
latency,171,1,r1_t4,49.798,49.8212,-0.1444,-1.3533,0.554,78,0,confirmed
latency,171,2,r2_t1,58.696,43.6462,3.2266,1.9765,0.679,172,0,confirmed
latency,171,2,r2_t3,68.2936,53.5746,1.0564,2.5533,0.76,172,0,confirmed
latency,171,2,r2_t4,50.2875,49.6825,1.5719,-2.0566,0.624,79,0,confirmed
latency,171,3,r3_t1,59.0978,43.3786,4.5463,1.0293,0.439,172,0,confirmed
latency,171,3,r3_t3,63.9901,48.9505,1.4744,1.9593,0.76,172,0,confirmed
latency,171,3,r3_t4,50.0414,50.247,-0.1012,2.1221,0.441,98,0,confirmed
latency,172,0,r0_t2,64.6547,49.5044,3.0119,3.0083,0.678,173,0,confirmed
latency,172,0,r0_t3,68.6103,53.8925,1.8368,2.3094,0.439,173,0,confirmed
latency,172,0,r0_t4,49.9724,49.9582,-0.5627,-0.2338,0.766,63,0,confirmed
latency,172,1,r1_t4,49.8559,49.6509,0.1691,-1.3862,0.544,79,0,confirmed
latency,172,2,r2_t1,58.9186,43.638,2.5408,0.9543,0.678,173,0,confirmed
latency,172,2,r2_t3,68.748,53.9399,2.4218,2.7986,0.76,173,0,confirmed
latency,172,2,r2_t4,50.2579,49.6805,0.6624,-1.0366,0.614,80,0,confirmed
latency,172,3,r3_t1,59.0106,43.3888,1.9097,0.5575,0.439,173,0,confirmed
latency,172,3,r3_t3,64.458,49.5637,2.6868,3.535,0.76,173,0,confirmed
latency,172,3,r3_t4,50.0066,50.6095,-0.1957,2.5712,0.43,99,0,confirmed
latency,173,0,r0_t2,64.7197,49.8501,1.7768,2.9446,0.678,174,0,confirmed
latency,173,0,r0_t3,69.2615,54.2286,3.632,2.5549,0.438,174,0,confirmed
latency,173,0,r0_t4,49.8863,49.9732,-0.6401,-0.0545,0.758,64,0,confirmed
latency,173,1,r1_t4,49.8808,49.9012,0.1883,0.3498,0.533,80,0,confirmed
latency,173,2,r2_t1,59.7293,44.0142,4.6484,2.0443,0.678,174,0,confirmed
latency,173,2,r2_t3,68.8332,53.8354,1.5658,0.9638,0.761,174,0,confirmed
latency,173,2,r2_t4,50.1398,49.6154,-0.1608,-0.7899,0.605,81,0,confirmed
latency,173,3,r3_t1,59.094,43.6944,1.3024,1.5519,0.438,174,0,confirmed
latency,173,3,r3_t3,64.6112,49.8143,1.982,2.8116,0.761,174,0,confirmed
latency,173,3,r3_t4,50.1153,50.63,0.3551,1.3711,0.418,100,0,confirmed
latency,174,0,r0_t2,65.419,50.4352,3.8022,3.91,0.677,175,0,confirmed
latency,174,0,r0_t3,68.9444,54.8886,0.4947,4.0275,0.438,175,0,confirmed
latency,174,0,r0_t4,50.0629,49.9715,0.4157,-0.0343,0.751,65,0,confirmed
latency,174,1,r1_t4,49.5467,49.624,-1.2981,-0.9804,0.53,81,0,confirmed
latency,174,2,r2_t1,59.9796,44.5287,3.3669,3.1663,0.677,175,0,confirmed
latency,174,2,r2_t3,69.2204,54.346,2.3961,2.6095,0.761,175,0,confirmed
latency,174,2,r2_t4,49.8372,49.7384,-1.3411,0.1179,0.595,82,0,confirmed
latency,174,3,r3_t1,59.459,44.0399,2.1723,2.2155,0.438,175,0,confirmed
latency,174,3,r3_t3,65.1664,50.226,3.3042,3.1212,0.761,175,0,confirmed
latency,174,3,r3_t4,49.9408,50.1381,-0.5495,-1.3642,0.406,101,0,confirmed
latency,175,0,r0_t2,65.1694,50.4216,0.8612,1.8983,0.677,176,0,confirmed
latency,175,0,r0_t3,68.6505,55.0804,-0.9772,2.8128,0.438,176,0,confirmed
latency,175,0,r0_t4,50.1664,50.1434,0.6392,0.6991,0.744,66,0,confirmed
latency,175,1,r1_t4,49.4822,49.6302,-0.9177,-0.4641,0.526,82,0,confirmed
latency,175,2,r2_t1,60.0867,44.9177,2.1298,3.2038,0.677,176,0,confirmed
latency,175,2,r2_t3,69.3533,55.0575,1.7519,4.2695,0.761,176,0,confirmed
latency,175,2,r2_t4,49.9814,50.1835,-0.0699,1.9134,0.584,83,0,confirmed
latency,175,3,r3_t1,59.7861,44.4093,2.449,2.6468,0.438,176,0,confirmed
latency,175,3,r3_t3,65.3096,50.7309,2.2489,3.664,0.761,176,0,confirmed
latency,175,3,r3_t4,49.8309,49.8652,-0.5495,-1.3642,0.406,102,1,confirmed
latency,176,0,r0_t2,65.2146,50.8317,0.6188,2.6583,0.676,177,0,confirmed
latency,176,0,r0_t3,69.1827,55.4825,1.7289,3.082,0.438,177,0,confirmed
latency,176,0,r0_t4,50.0245,50.1311,-0.2716,0.2983,0.736,67,0,confirmed
latency,176,1,r1_t4,49.6536,49.5603,0.2555,-0.5233,0.522,83,0,confirmed
latency,176,2,r2_t1,60.1972,44.9395,1.5252,1.6929,0.676,177,0,confirmed
latency,176,2,r2_t3,69.4193,55.4643,1.1509,3.8297,0.761,177,0,confirmed
latency,176,2,r2_t4,49.896,50.4763,-0.3907,2.1767,0.574,84,0,confirmed
latency,176,3,r3_t1,60.2287,44.6847,3.0684,2.471,0.438,177,0,confirmed
latency,176,3,r3_t3,65.6856,51.1017,2.6911,3.3771,0.761,177,0,confirmed
latency,176,3,r3_t4,49.721,49.5924,-0.5495,-1.3642,0.406,103,2,confirmed
latency,177,0,r0_t2,65.5178,51.0706,1.573,2.3245,0.676,178,0,confirmed
latency,177,0,r0_t3,69.4097,55.7249,1.8104,2.551,0.437,178,0,confirmed
latency,177,0,r0_t4,49.6475,50.4646,-1.7068,1.5386,0.728,68,0,confirmed
latency,177,1,r1_t4,49.8013,49.8787,0.7432,1.0648,0.518,84,0,confirmed
latency,177,2,r2_t1,60.4407,45.0473,1.7774,1.2956,0.676,178,0,confirmed
latency,177,2,r2_t3,69.772,55.7779,2.0452,3.2213,0.761,178,0,confirmed
latency,177,2,r2_t4,49.9766,49.8903,0.1404,-1.3534,0.564,85,0,confirmed
latency,177,3,r3_t1,60.609,44.9868,3.1188,2.4943,0.437,178,0,confirmed
latency,177,3,r3_t3,65.5887,51.2277,0.9418,2.2136,0.761,178,0,confirmed
latency,177,3,r3_t4,49.6111,49.3195,-0.5495,-1.3642,0.406,104,3,lost
latency,178,0,r0_t2,65.8487,51.3484,2.1652,2.3197,0.675,179,0,confirmed
latency,178,0,r0_t3,70.0897,55.7142,3.7383,1.2307,0.437,179,0,confirmed
latency,178,0,r0_t4,49.6051,50.3115,-1.0298,0.1314,0.72,69,0,confirmed
latency,178,1,r1_t4,49.813,50.0044,0.4203,1.0562,0.513,85,0,confirmed
latency,178,2,r2_t1,60.74,45.2822,2.1359,1.6262,0.675,179,0,confirmed
latency,178,2,r2_t3,70.1946,56.0353,2.7833,2.6832,0.761,179,0,confirmed
latency,178,2,r2_t4,50.125,50.2678,0.6887,0.8964,0.554,86,0,confirmed
