scenario,time_step,radar_id,track_id,est_x,est_y,est_vx,est_vy,confidence,age,missed_count,status
false_positive,117,0,r0_t7,51.3202,40.3162,2.3528,2.8913,0.408,40,0,confirmed
false_positive,117,0,r0_t12,49.7294,50.2255,-1.9443,2.6693,0.451,4,0,confirmed
false_positive,117,1,r1_t1,37.2278,36.0971,2.7542,1.6395,0.646,118,0,confirmed
false_positive,117,1,r1_t2,46.1174,38.5722,2.7452,1.368,0.626,118,0,confirmed
false_positive,117,1,r1_t3,51.666,39.8976,4.2704,0.5466,0.471,118,0,confirmed
false_positive,117,1,r1_t11,49.8317,49.8042,-0.1868,-0.4091,0.725,23,0,confirmed
false_positive,117,2,r2_t1,37.3271,35.5951,2.7863,1.4838,0.639,118,0,confirmed
false_positive,117,2,r2_t2,39.2429,44.6352,3.5901,2.3257,0.626,118,0,confirmed
false_positive,117,2,r2_t3,51.8,39.9423,4.072,0.7559,0.769,118,0,confirmed
false_positive,117,2,r2_t5,49.8878,49.7792,-0.7961,-1.1059,0.71,25,0,confirmed
false_positive,117,3,r3_t2,39.2732,44.2814,4.3536,2.5969,0.471,118,0,confirmed
false_positive,117,3,r3_t3,45.8929,38.1257,3.6769,0.6544,0.769,118,0,confirmed
false_positive,117,3,r3_t10,49.7243,50.0183,-1.1468,-0.0306,0.794,43,0,confirmed
false_positive,117,3,r3_t12,37.1304,35.621,1.4549,-0.1903,0.408,40,0,confirmed
false_positive,118,0,r0_t1,39.6068,44.5944,3.1163,0.4703,0.651,119,0,confirmed
false_positive,118,0,r0_t2,46.4456,38.2933,3.1548,0.9043,0.637,119,0,confirmed
false_positive,118,0,r0_t7,52.1638,39.9889,4.6911,0.0816,0.406,41,0,confirmed
false_positive,118,0,r0_t12,49.9329,50.145,-0.1243,0.9995,0.467,5,0,confirmed
false_positive,118,1,r1_t1,37.7782,36.1852,3.6703,1.1866,0.651,119,0,confirmed
false_positive,118,1,r1_t2,46.455,38.4117,2.7791,0.0149,0.624,119,0,confirmed
false_positive,118,1,r1_t3,51.8512,40.1809,2.9066,1.4539,0.469,119,0,confirmed
false_positive,118,1,r1_t11,50.2336,49.815,1.5814,-0.1596,0.741,24,0,confirmed
false_positive,118,2,r2_t1,37.3456,36.0918,1.4701,2.8113,0.637,119,0,confirmed
false_positive,118,2,r2_t2,39.3893,45.122,2.4047,3.191,0.624,119,0,confirmed
false_positive,118,2,r2_t3,52.0764,39.9983,3.1877,0.6115,0.769,119,0,confirmed
false_positive,118,2,r2_t5,49.8352,50.0036,-0.617,0.3824,0.718,26,0,confirmed
false_positive,118,3,r3_t2,39.243,44.4477,2.051,1.9915,0.469,119,0,confirmed
false_positive,118,3,r3_t3,46.057,38.2522,2.5221,0.8543,0.769,119,0,confirmed
false_positive,118,3,r3_t10,49.7003,49.8724,-0.6734,-0.623,0.795,44,0,confirmed
false_positive,118,3,r3_t12,37.5924,36.4155,2.6523,3.2151,0.406,41,0,confirmed
false_positive,119,0,r0_t1,39.5928,44.5108,1.4996,-0.1131,0.654,120,0,confirmed
false_positive,119,0,r0_t2,46.506,38.6244,1.8291,1.8316,0.635,120,0,confirmed
false_positive,119,0,r0_t7,52.2019,40.263,2.5046,1.1832,0.404,42,0,confirmed
false_positive,119,0,r0_t12,49.9749,50.2025,0.1132,0.7392,0.483,6,0,confirmed
false_positive,119,1,r1_t1,38.088,36.6778,3.1261,2.6458,0.654,120,0,confirmed
false_positive,119,1,r1_t2,47.0366,38.2688,3.8131,-0.5877,0.622,120,0,confirmed
false_positive,119,1,r1_t3,52.2618,40.0193,3.1641,0.0536,0.467,120,0,confirmed
false_positive,119,1,r1_t11,49.9404,49.9545,-0.4308,0.5014,0.757,25,0,confirmed
false_positive,119,1,r1_t14,49.6395,52.2926,,,0.6,1,0,tentative
false_positive,119,2,r2_t1,37.6769,36.3432,2.1153,2.4532,0.635,120,0,confirmed
false_positive,119,2,r2_t2,39.7216,45.208,2.587,1.9538,0.622,120,0,confirmed
false_positive,119,2,r2_t3,52.4376,40.0376,3.0987,0.4694,0.769,120,0,confirmed
false_positive,119,2,r2_t5,50.0017,50.1491,0.3852,0.7971,0.726,27,0,confirmed
false_positive,119,3,r3_t2,40.1794,44.2129,4.9272,0.0175,0.467,120,0,confirmed
false_positive,119,3,r3_t3,46.8078,38.5608,4.3892,1.7133,0.769,120,0,confirmed
false_positive,119,3,r3_t10,50.1814,50.0827,1.668,0.5647,0.795,45,0,confirmed
false_positive,119,3,r3_t12,37.5654,36.4139,1.2136,1.6009,0.404,42,0,confirmed
false_positive,120,0,r0_t1,40.1124,44.6111,2.9148,0.3614,0.68,121,0,confirmed
false_positive,120,0,r0_t2,46.9239,39.0342,2.6555,2.6234,0.633,121,0,confirmed
false_positive,120,0,r0_t7,52.682,40.1026,3.2527,-0.0767,0.402,43,0,confirmed
false_positive,120,0,r0_t12,49.6881,50.8836,-1.1385,3.2074,0.499,7,0,confirmed
false_positive,120,1,r1_t1,38.3263,36.5088,2.5557,0.6189,0.68,121,0,confirmed
false_positive,120,1,r1_t2,47.4983,38.6599,3.8302,1.3359,0.629,121,0,confirmed
false_positive,120,1,r1_t3,52.5117,40.1937,2.6234,0.7533,0.465,121,0,confirmed
false_positive,120,1,r1_t11,50.4369,49.9059,1.8532,0.0482,0.756,26,0,confirmed
false_positive,120,1,r1_t14,49.6395,52.2926,,,0.6,2,1,tentative
false_positive,120,2,r2_t1,38.1189,37.1034,2.8995,4.3941,0.633,121,0,confirmed
false_positive,120,2,r2_t2,40.0366,44.9517,2.6061,-0.0911,0.629,121,0,confirmed
false_positive,120,2,r2_t3,52.5488,40.1848,2.0126,0.8482,0.769,121,0,confirmed
false_positive,120,2,r2_t5,50.2746,50.1384,1.3298,0.3542,0.734,28,0,confirmed
false_positive,120,2,r2_t8,43.0398,26.4503,,,0.6,1,0,tentative
false_positive,120,3,r3_t2,40.2028,44.5795,2.5608,1.5362,0.465,121,0,confirmed
false_positive,120,3,r3_t3,47.0317,38.683,3.1274,1.3656,0.769,121,0,confirmed
false_positive,120,3,r3_t10,50.1098,50.1561,0.5357,0.5881,0.795,46,0,confirmed
false_positive,120,3,r3_t12,38.109,37.2766,2.8718,4.3953,0.402,43,0,confirmed
false_positive,121,0,r0_t1,40.5175,44.4832,3.1455,-0.3523,0.684,122,0,confirmed
false_positive,121,0,r0_t2,47.029,39.0847,1.7659,1.5222,0.633,122,0,confirmed
false_positive,121,0,r0_t7,53.3326,40.0873,3.2527,-0.0767,0.402,44,1,confirmed
false_positive,121,0,r0_t12,49.5842,50.6837,-1.002,0.771,0.515,8,0,confirmed
false_positive,121,1,r1_t1,38.41,36.7653,1.6267,1.3779,0.684,122,0,confirmed
false_positive,121,1,r1_t2,47.7364,39.1967,2.9071,2.9043,0.636,122,0,confirmed
false_positive,121,1,r1_t3,52.8002,40.0547,2.5137,-0.2023,0.464,122,0,confirmed
false_positive,121,1,r1_t11,50.0294,50.1335,-0.7714,0.9726,0.772,27,0,confirmed
false_positive,121,1,r1_t14,49.6395,52.2926,,,0.6,3,2,tentative
false_positive,121,1,r1_t15,36.6235,38.9501,,,0.6,1,0,tentative
false_positive,121,2,r2_t1,38.5177,37.2119,3.1112,2.6493,0.633,122,0,confirmed
false_positive,121,2,r2_t2,40.1842,44.9229,1.9181,-0.1655,0.636,122,0,confirmed
false_positive,121,2,r2_t3,52.7872,40.3142,1.9998,0.9632,0.766,122,0,confirmed
false_positive,121,2,r2_t5,50.372,50.0281,1.0705,-0.2824,0.749,29,0,confirmed
false_positive,121,2,r2_t8,43.0398,26.4503,,,0.6,2,1,tentative
false_positive,121,3,r3_t2,40.3877,44.2425,2.051,-0.6362,0.464,122,0,confirmed
false_positive,121,3,r3_t3,47.6419,38.886,4.1063,1.5286,0.766,122,0,confirmed
false_positive,121,3,r3_t10,50.1303,50.2728,0.3532,0.7803,0.794,47,0,confirmed
false_positive,121,3,r3_t12,38.6834,38.1557,2.8718,4.3953,0.402,44,1,confirmed
false_positive,122,0,r0_t1,40.5469,45.095,1.6952,2.3731,0.682,123,0,confirmed
false_positive,122,0,r0_t2,47.6192,39.2336,3.3422,1.3816,0.631,123,0,confirmed
false_positive,122,0,r0_t7,53.9831,40.0719,3.2527,-0.0767,0.402,45,2,confirmed
false_positive,122,0,r0_t12,50.0049,50.4778,1.2516,-0.4723,0.531,9,0,confirmed
false_positive,122,1,r1_t1,38.8091,37.1905,2.4764,2.4608,0.682,123,0,confirmed
false_positive,122,1,r1_t2,47.3683,38.9344,-0.0802,0.3592,0.621,123,0,confirmed
false_positive,122,1,r1_t3,53.4358,40.3108,3.9054,0.9658,0.452,123,0,confirmed
false_positive,122,1,r1_t11,50.0587,50.0474,-0.2637,0.1272,0.784,28,0,confirmed
false_positive,122,1,r1_t14,49.6395,52.2926,,,0.6,4,3,lost
false_positive,122,1,r1_t15,36.6235,38.9501,,,0.6,2,1,tentative
false_positive,122,2,r2_t1,38.5791,37.7656,1.8115,3.6315,0.631,123,0,confirmed
false_positive,122,2,r2_t2,40.7411,45.2797,3.2796,1.404,0.621,123,0,confirmed
false_positive,122,2,r2_t3,53.5106,40.4131,4.0141,0.8935,0.766,123,0,confirmed
false_positive,122,2,r2_t5,50.2165,50.0735,-0.1127,0.0477,0.755,30,0,confirmed
false_positive,122,2,r2_t8,43.0398,26.4503,,,0.6,3,2,tentative
false_positive,122,3,r3_t2,40.6348,44.4383,2.055,0.498,0.452,123,0,confirmed
false_positive,122,3,r3_t3,47.9744,39.2378,3.4385,2.2301,0.766,123,0,confirmed
false_positive,122,3,r3_t10,49.7506,50.3366,-1.4057,0.6559,0.793,48,0,confirmed
false_positive,122,3,r3_t12,39.2577,39.0348,2.8718,4.3953,0.402,45,2,confirmed
false_positive,123,0,r0_t1,40.8301,45.4688,2.0276,2.744,0.688,124,0,confirmed
false_positive,123,0,r0_t2,48.0231,39.2899,3.3538,0.9252,0.628,124,0,confirmed
false_positive,123,0,r0_t7,54.6337,40.0566,3.2527,-0.0767,0.402,46,3,lost
false_positive,123,0,r0_t12,50.3479,50.2061,2.0549,-1.3685,0.547,10,0,confirmed
false_positive,123,1,r1_t1,39.0432,37.7603,2.2134,3.6046,0.688,124,0,confirmed
false_positive,123,1,r1_t2,47.987,39.037,2.5379,0.6072,0.621,124,0,confirmed
false_positive,123,1,r1_t3,53.6632,41.0004,2.8999,3.3564,0.452,124,0,confirmed
false_positive,123,1,r1_t11,49.8214,50.447,-1.1205,1.729,0.8,29,0,confirmed
false_positive,123,1,r1_t15,36.6235,38.9501,,,0.6,3,2,tentative
false_positive,123,2,r2_t1,39.1465,38.0084,3.2701,2.8273,0.628,124,0,confirmed
false_positive,123,2,r2_t2,41.0256,45.2371,2.825,0.5245,0.621,124,0,confirmed
false_positive,123,2,r2_t3,53.7548,40.563,3.0245,1.0713,0.766,124,0,confirmed
false_positive,123,2,r2_t5,49.8248,50.0614,-1.6886,-0.0263,0.762,31,0,confirmed
false_positive,123,2,r2_t8,43.0398,26.4503,,,0.6,4,3,lost
false_positive,123,3,r3_t2,40.7972,45.0878,1.7043,2.9549,0.452,124,0,confirmed
false_positive,123,3,r3_t3,48.458,39.1018,3.7343,0.5484,0.766,124,0,confirmed
false_positive,123,3,r3_t10,50.0499,50.1709,0.5442,-0.3625,0.792,49,0,confirmed
false_positive,123,3,r3_t12,39.8321,39.9138,2.8718,4.3953,0.402,46,3,lost
false_positive,124,0,r0_t1,41.3546,45.3517,3.199,0.8842,0.695,125,0,confirmed
false_positive,124,0,r0_t2,48.5229,39.1849,3.7597,0.0251,0.625,125,0,confirmed
false_positive,124,0,r0_t12,50.7514,49.8118,2.7091,-2.3272,0.563,11,0,confirmed
false_positive,124,1,r1_t1,39.2366,37.8318,1.9128,2.1,0.695,125,0,confirmed
false_positive,124,1,r1_t2,48.3254,39.4044,2.6789,1.8346,0.622,125,0,confirmed
false_positive,124,1,r1_t3,54.1818,40.86,3.6111,1.0929,0.454,125,0,confirmed
false_positive,124,1,r1_t11,49.8796,50.0739,-0.3177,-0.6901,0.815,30,0,confirmed
false_positive,124,1,r1_t15,36.6235,38.9501,,,0.6,4,3,lost
false_positive,124,2,r2_t1,39.413,37.916,2.7453,1.029,0.625,125,0,confirmed
false_positive,124,2,r2_t2,41.5336,45.2048,3.5293,0.1275,0.622,125,0,confirmed
false_positive,124,2,r2_t3,54.0031,40.6405,2.5467,0.8584,0.766,125,0,confirmed
false_positive,124,2,r2_t5,50.2726,50.186,1.0218,0.5058,0.767,32,0,confirmed
false_positive,124,2,r2_t9,45.3245,28.4125,,,0.6,1,0,tentative
false_positive,124,3,r3_t2,41.3805,45.4888,3.2824,3.1483,0.454,125,0,confirmed
false_positive,124,3,r3_t3,48.5685,38.9611,2.3277,-0.312,0.766,125,0,confirmed
false_positive,124,3,r3_t10,50.0709,50.0974,0.3599,-0.4874,0.79,50,0,confirmed
false_positive,125,0,r0_t1,41.8338,45.3244,3.5964,0.3283,0.703,126,0,confirmed
false_positive,125,0,r0_t2,48.9195,39.3812,3.532,0.8306,0.626,126,0,confirmed
false_positive,125,0,r0_t12,50.3883,49.1545,-0.1586,-3.902,0.579,12,0,confirmed
false_positive,125,1,r1_t1,39.1869,37.995,0.7493,1.7301,0.703,126,0,confirmed
false_positive,125,1,r1_t2,48.7585,39.1306,3.1442,-0.2235,0.634,126,0,confirmed
false_positive,125,1,r1_t3,54.2162,40.1138,1.949,-2.5625,0.456,126,0,confirmed
false_positive,125,1,r1_t11,49.9794,50.3461,0.2569,0.7888,0.829,31,0,confirmed
false_positive,125,2,r2_t1,39.6216,38.1004,2.242,1.2826,0.626,126,0,confirmed
false_positive,125,2,r2_t2,41.8745,45.317,3.1851,0.5313,0.634,126,0,confirmed
false_positive,125,2,r2_t3,54.1005,40.6473,1.6794,0.4576,0.763,126,0,confirmed
false_positive,125,2,r2_t5,50.0522,50.0077,-0.4076,-0.4898,0.781,33,0,confirmed
false_positive,125,2,r2_t9,45.3245,28.4125,,,0.6,2,1,tentative
false_positive,125,3,r3_t2,41.6558,45.2153,2.7885,0.4348,0.456,126,0,confirmed
false_positive,125,3,r3_t3,49.0011,39.3564,2.9663,1.491,0.763,126,0,confirmed
false_positive,125,3,r3_t10,49.7527,49.8595,-1.1459,-1.2349,0.788,51,0,confirmed
false_positive,125,3,r3_t14,52.6452,31.853,,,0.6,1,0,tentative
false_positive,126,0,r0_t1,42.1343,45.2684,3.0502,-0.0694,0.707,127,0,confirmed
false_positive,126,0,r0_t2,49.202,39.5377,2.9431,1.0675,0.626,127,0,confirmed
false_positive,126,0,r0_t12,50.4928,49.4167,0.356,-0.8586,0.592,13,0,confirmed
false_positive,126,1,r1_t1,39.8227,38.3555,3.0238,2.3671,0.707,127,0,confirmed
false_positive,126,1,r1_t2,49.2146,39.6109,3.4722,1.8891,0.635,127,0,confirmed
false_positive,126,1,r1_t3,54.4947,40.7885,2.1346,1.53,0.465,127,0,confirmed
false_positive,126,1,r1_t11,49.918,50.2666,-0.1275,0.0632,0.844,32,0,confirmed
false_positive,126,2,r2_t1,39.9197,38.2785,2.363,1.3833,0.626,127,0,confirmed
false_positive,126,2,r2_t2,42.2578,45.3483,3.1898,0.396,0.635,127,0,confirmed
false_positive,126,2,r2_t3,54.5422,40.8479,2.6799,1.0649,0.766,127,0,confirmed
false_positive,126,2,r2_t5,49.7413,50.0286,-1.499,-0.158,0.785,34,0,confirmed
false_positive,126,2,r2_t9,45.3245,28.4125,,,0.6,3,2,tentative
false_positive,126,3,r3_t2,42.0026,45.5184,2.8389,1.4804,0.465,127,0,confirmed
false_positive,126,3,r3_t3,49.2762,39.6167,2.6294,1.8303,0.766,127,0,confirmed
false_positive,126,3,r3_t10,49.9937,49.9373,0.4309,-0.2935,0.794,52,0,confirmed
false_positive,126,3,r3_t14,52.6452,31.853,,,0.6,2,1,tentative
false_positive,127,0,r0_t1,42.3572,45.8567,2.4539,2.4169,0.717,128,0,confirmed
false_positive,127,0,r0_t2,49.5838,39.4988,3.0626,0.3714,0.623,128,0,confirmed
false_positive,127,0,r0_t12,50.0968,49.6766,-1.4719,0.6534,0.608,14,0,confirmed
false_positive,127,1,r1_t1,40.2896,38.9074,3.4573,3.4834,0.717,128,0,confirmed
false_positive,127,1,r1_t2,49.621,39.8235,3.4294,1.8304,0.639,128,0,confirmed
false_positive,127,1,r1_t3,55.3343,40.9696,4.5659,1.5195,0.468,128,0,confirmed
false_positive,127,1,r1_t11,49.8457,50.1794,-0.3649,-0.3319,0.857,33,0,confirmed
false_positive,127,2,r2_t1,39.826,38.3776,0.791,1.1045,0.623,128,0,confirmed
false_positive,127,2,r2_t2,42.6008,45.0255,3.024,-1.1467,0.639,128,0,confirmed
false_positive,127,2,r2_t3,54.9826,41.1305,3.1752,1.7099,0.766,128,0,confirmed
false_positive,127,2,r2_t5,49.9024,50.1466,-0.0783,0.4128,0.789,35,0,confirmed
false_positive,127,2,r2_t9,45.3245,28.4125,,,0.6,4,3,lost
false_positive,127,3,r3_t2,42.523,45.5243,3.5878,0.7649,0.468,128,0,confirmed
false_positive,127,3,r3_t3,49.6334,39.4974,2.8032,0.4178,0.766,128,0,confirmed
false_positive,127,3,r3_t10,49.9897,50.2391,0.1988,1.1109,0.791,53,0,confirmed
false_positive,127,3,r3_t14,52.6452,31.853,,,0.6,3,2,tentative
false_positive,128,0,r0_t1,42.5622,45.3768,2.081,-0.7914,0.724,129,0,confirmed
false_positive,128,0,r0_t2,50.0902,39.4996,3.641,0.189,0.623,129,0,confirmed
false_positive,128,0,r0_t12,50.2876,50.1545,0.0591,2.3183,0.621,15,0,confirmed
false_positive,128,1,r1_t1,40.5849,38.6341,2.9588,0.6026,0.724,129,0,confirmed
false_positive,128,1,r1_t2,49.9179,40.074,2.952,1.9591,0.643,129,0,confirmed
false_positive,128,1,r1_t3,55.8579,40.8492,4.4646,0.2583,0.472,129,0,confirmed
false_positive,128,1,r1_t11,50.1204,49.7585,0.9621,-1.9193,0.868,34,0,confirmed
false_positive,128,2,r2_t1,40.4946,38.559,3.1813,1.3081,0.623,129,0,confirmed
false_positive,128,2,r2_t2,42.891,45.2611,2.7209,0.4081,0.643,129,0,confirmed
false_positive,128,2,r2_t3,55.5391,41.2329,3.906,1.2814,0.766,129,0,confirmed
false_positive,128,2,r2_t5,49.8362,50.2667,-0.3152,0.7069,0.793,36,0,confirmed
false_positive,128,3,r3_t2,43.2273,45.1364,4.7285,-1.2342,0.472,129,0,confirmed
false_positive,128,3,r3_t3,50.1356,39.9001,3.4937,1.887,0.766,129,0,confirmed
false_positive,128,3,r3_t10,50.0488,50.0074,0.3457,-0.4098,0.788,54,0,confirmed
false_positive,128,3,r3_t14,52.6452,31.853,,,0.6,4,3,lost
false_positive,129,0,r0_t1,43.1699,45.1486,3.5726,-1.3464,0.736,130,0,confirmed
false_positive,129,0,r0_t2,50.3865,39.8484,3.0551,1.5478,0.62,130,0,confirmed
false_positive,129,0,r0_t12,50.2965,50.0624,0.0666,0.775,0.637,16,0,confirmed
false_positive,129,0,r0_t13,52.4364,39.2791,,,0.6,1,0,tentative
false_positive,129,1,r1_t1,40.9037,38.6031,2.808,0.1722,0.736,130,0,confirmed
false_positive,129,1,r1_t2,50.1292,39.772,2.3562,-0.2787,0.648,130,0,confirmed
false_positive,129,1,r1_t3,56.2047,41.7003,3.677,3.6753,0.475,130,0,confirmed
false_positive,129,1,r1_t11,50.1495,50.0256,0.6024,0.153,0.879,35,0,confirmed
false_positive,129,2,r2_t1,41.0211,38.8124,3.7845,1.7102,0.62,130,0,confirmed
false_positive,129,2,r2_t2,43.415,45.2072,3.5438,-0.0204,0.648,130,0,confirmed
false_positive,129,2,r2_t3,55.9119,41.7067,3.5063,2.615,0.766,130,0,confirmed
false_positive,129,2,r2_t5,49.7155,49.7486,-0.6603,-1.8056,0.796,37,0,confirmed
false_positive,129,2,r2_t10,44.2853,37.2055,,,0.6,1,0,tentative
false_positive,129,3,r3_t2,43.4167,45.4978,3.1536,0.8888,0.475,130,0,confirmed
false_positive,129,3,r3_t3,50.3475,39.6242,2.63,-0.2063,0.766,130,0,confirmed
false_positive,129,3,r3_t10,49.7969,49.7295,-0.8766,-1.363,0.784,55,0,confirmed
false_positive,130,0,r0_t1,43.5613,44.9411,3.4174,-1.538,0.726,131,0,confirmed
false_positive,130,0,r0_t2,50.9379,40.0221,3.8252,1.498,0.614,131,0,confirmed
false_positive,130,0,r0_t12,50.0563,50.0903,-0.9677,0.5041,0.634,17,0,confirmed
false_positive,130,0,r0_t13,52.4364,39.2791,,,0.6,2,1,tentative
false_positive,130,0,r0_t14,45.1171,50.3089,,,0.6,1,0,tentative
false_positive,130,1,r1_t1,41.3545,38.4121,3.2822,-0.7096,0.726,131,0,confirmed
false_positive,130,1,r1_t2,50.994,39.9012,4.7817,0.3991,0.657,131,0,confirmed
false_positive,130,1,r1_t3,56.6717,41.6881,3.7844,1.7866,0.479,131,0,confirmed
false_positive,130,1,r1_t11,50.1763,50.0114,0.4127,0.0175,0.889,36,0,confirmed
false_positive,130,2,r2_t1,41.371,38.7361,3.35,0.5373,0.614,131,0,confirmed
false_positive,130,2,r2_t2,43.6252,45.2436,2.648,0.1413,0.657,131,0,confirmed
false_positive,130,2,r2_t3,56.2601,41.7684,3.204,1.5645,0.766,131,0,confirmed
false_positive,130,2,r2_t5,50.0954,49.9495,1.2528,-0.0654,0.804,38,0,confirmed
false_positive,130,2,r2_t10,44.2853,37.2055,,,0.6,2,1,tentative
false_positive,130,3,r3_t2,43.7927,45.2217,3.1435,-0.706,0.479,131,0,confirmed
false_positive,130,3,r3_t3,50.8636,40.0976,3.4652,1.8697,0.766,131,0,confirmed
false_positive,130,3,r3_t10,49.9058,49.9318,0.0154,0.1615,0.781,56,0,confirmed
false_positive,131,0,r0_t1,44.2372,45.1565,4.5249,0.1288,0.725,132,0,confirmed
false_positive,131,0,r0_t2,50.8126,40.2971,1.3906,1.8946,0.612,132,0,confirmed
false_positive,131,0,r0_t12,50.245,49.7324,0.3025,-1.2393,0.637,18,0,confirmed
false_positive,131,0,r0_t13,52.4364,39.2791,,,0.6,3,2,tentative
false_positive,131,0,r0_t14,45.1171,50.3089,,,0.6,2,1,tentative
false_positive,131,1,r1_t1,41.5071,38.2232,2.2769,-1.1418,0.725,132,0,confirmed
false_positive,131,1,r1_t2,50.9967,40.2055,2.4018,1.4674,0.662,132,0,confirmed
false_positive,131,1,r1_t3,56.421,42.0263,0.8478,2.3026,0.482,132,0,confirmed
false_positive,131,1,r1_t11,50.2193,50.1338,0.3857,0.5187,0.897,37,0,confirmed
false_positive,131,2,r2_t1,41.3368,38.5802,1.5329,-0.381,0.612,132,0,confirmed
false_positive,131,2,r2_t2,44.3227,44.844,4.2302,-1.594,0.662,132,0,confirmed
false_positive,131,2,r2_t3,56.5861,41.8976,2.9606,1.3208,0.766,132,0,confirmed
false_positive,131,2,r2_t5,50.3841,50.1049,1.8291,0.6147,0.806,39,0,confirmed
false_positive,131,2,r2_t10,44.2853,37.2055,,,0.6,3,2,tentative
false_positive,131,2,r2_t11,59.0061,27.5499,,,0.6,1,0,tentative
false_positive,131,3,r3_t2,44.4904,45.3908,4.4787,0.3516,0.482,132,0,confirmed
false_positive,131,3,r3_t3,51.2466,40.0244,3.3285,0.6297,0.766,132,0,confirmed
false_positive,131,3,r3_t10,50.0671,50.0703,0.6797,0.658,0.777,57,0,confirmed
false_positive,132,0,r0_t1,44.3487,45.1349,2.7269,-0.0257,0.733,133,0,confirmed
false_positive,132,0,r0_t2,51.494,40.8234,3.5343,3.1403,0.613,133,0,confirmed
false_positive,132,0,r0_t12,50.3211,49.8587,0.4686,-0.0934,0.65,19,0,confirmed
false_positive,132,0,r0_t13,52.4364,39.2791,,,0.6,4,3,lost
false_positive,132,0,r0_t14,45.1171,50.3089,,,0.6,3,2,tentative
false_positive,132,0,r0_t15,48.6766,33.6693,,,0.6,1,0,tentative
false_positive,132,1,r1_t1,41.8129,38.7207,2.4125,1.5018,0.733,133,0,confirmed
false_positive,132,1,r1_t2,51.5346,40.7164,3.4425,2.8621,0.672,133,0,confirmed
false_positive,132,1,r1_t3,56.8611,42.1533,2.2576,1.6803,0.486,133,0,confirmed
false_positive,132,1,r1_t11,50.1996,49.9411,0.1109,-0.5437,0.905,38,0,confirmed
false_positive,132,2,r2_t1,41.8039,38.5284,2.7126,-0.4063,0.613,133,0,confirmed
false_positive,132,2,r2_t2,44.6116,44.9952,3.3188,-0.1674,0.672,133,0,confirmed
false_positive,132,2,r2_t3,57.0173,42.2076,3.2767,1.9518,0.765,133,0,confirmed
false_positive,132,2,r2_t5,50.4275,50.2024,1.0954,0.7136,0.814,40,0,confirmed
false_positive,132,2,r2_t10,44.2853,37.2055,,,0.6,4,3,lost
false_positive,132,2,r2_t11,59.0061,27.5499,,,0.6,2,1,tentative
false_positive,132,3,r3_t2,44.7097,45.058,3.1531,-1.2109,0.486,133,0,confirmed
false_positive,132,3,r3_t3,51.7448,40.1763,3.7401,0.9476,0.765,133,0,confirmed
false_positive,132,3,r3_t10,49.7958,49.9347,-0.7906,-0.2361,0.772,58,0,confirmed
false_positive,133,0,r0_t1,44.7612,45.0244,3.0822,-0.4731,0.741,134,0,confirmed
false_positive,133,0,r0_t2,51.9859,40.4774,3.8167,0.1286,0.59,134,0,confirmed
false_positive,133,0,r0_t12,49.8851,50.0643,-1.5825,0.81,0.654,20,0,confirmed
false_positive,133,0,r0_t14,45.1171,50.3089,,,0.6,4,3,lost
false_positive,133,0,r0_t15,48.6766,33.6693,,,0.6,2,1,tentative
false_positive,133,1,r1_t1,41.8082,38.9492,1.1869,1.7032,0.741,134,0,confirmed
false_positive,133,1,r1_t2,51.6956,40.5148,2.3919,0.5912,0.677,134,0,confirmed
false_positive,133,1,r1_t3,57.3941,42.6685,3.3498,2.987,0.489,134,0,confirmed
false_positive,133,1,r1_t11,50.1895,49.8274,0.0134,-0.7456,0.91,39,0,confirmed
false_positive,133,2,r2_t1,41.9016,38.91,1.7635,1.3865,0.59,134,0,confirmed
false_positive,133,2,r2_t2,45.0233,44.8561,3.3746,-0.6631,0.677,134,0,confirmed
false_positive,133,2,r2_t3,57.4507,42.3929,3.4442,1.748,0.765,134,0,confirmed
false_positive,133,2,r2_t5,49.7068,49.8457,-2.455,-1.1295,0.815,41,0,confirmed
false_positive,133,2,r2_t11,59.0061,27.5499,,,0.6,3,2,tentative
false_positive,133,3,r3_t2,44.856,44.8649,2.1863,-1.4099,0.489,134,0,confirmed
false_positive,133,3,r3_t3,52.024,40.414,3.0334,1.4644,0.765,134,0,confirmed
false_positive,133,3,r3_t10,49.7709,50.1452,-0.499,0.7589,0.768,59,0,confirmed
false_positive,134,0,r0_t1,45.1756,44.429,3.2679,-2.7177,0.751,135,0,confirmed
false_positive,134,0,r0_t2,52.5373,40.749,4.2062,1.1957,0.59,135,0,confirmed
false_positive,134,0,r0_t12,50.273,49.7655,0.825,-0.8401,0.666,21,0,confirmed
false_positive,134,0,r0_t15,48.6766,33.6693,,,0.6,3,2,tentative
false_positive,134,1,r1_t1,42.3138,39.159,2.6999,1.7255,0.751,135,0,confirmed
false_positive,134,1,r1_t2,51.9901,40.8607,2.423,1.7369,0.682,135,0,confirmed
false_positive,134,1,r1_t3,57.839,42.7752,3.5283,1.938,0.492,135,0,confirmed
false_positive,134,1,r1_t11,49.9014,49.9604,-1.1939,0.1812,0.914,40,0,confirmed
false_positive,134,2,r2_t1,42.1504,38.8751,1.9181,0.5481,0.59,135,0,confirmed
false_positive,134,2,r2_t2,45.2212,44.4861,2.5122,-1.8733,0.682,135,0,confirmed
false_positive,134,2,r2_t3,57.8953,42.5146,3.5749,1.3811,0.766,135,0,confirmed
