scenario,step,time_s,uav_id,uav_pos_x,uav_pos_y,goal_pos_x,goal_pos_y,actual_obstacle_x,actual_obstacle_y,perceived_obstacle_x,perceived_obstacle_y,perception_error_type,confidence_value,fusion_mode,action_taken,safety_margin_mode,safety_margin_applied,safety_margin_increase,quality_action_taken,num_perceived_detections,num_phantom_detections,dist_to_goal,distance_to_nearest_uav,distance_to_obstacle,nearest_entity_type,nearest_entity_distance,collision_risk_flag,unnecessary_avoidance_flag,missed_response_flag,mission_completed_flag,reached_goal,num_active_entities,active_entities_json
target_reappearing_after_dropout,171,34.2,2,56.734,54.963,86.0,90.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,45.652,5.934,78.991,uav_0,5.934,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.2, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,171,34.2,3,62.494,59.961,90.0,86.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,37.876,7.626,86.607,uav_2,7.626,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.2, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,172,34.4,0,53.0,50.843,94.0,90.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,56.694,5.934,73.444,uav_2,5.934,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.3, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,172,34.4,1,53.179,59.778,90.0,94.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,50.268,5.908,80.009,uav_2,5.908,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.3, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,172,34.4,2,56.974,55.251,86.0,90.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,45.277,5.908,79.364,uav_1,5.908,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.3, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,172,34.4,3,62.766,60.219,90.0,86.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,37.501,7.631,86.982,uav_2,7.631,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.3, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,173,34.6,0,53.272,51.102,94.0,90.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,56.319,5.935,73.819,uav_2,5.935,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.4, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,173,34.6,1,53.472,60.051,90.0,94.0,0.0,0.0,,,dropout,,no_fusion,move,fixed,0.0,0.0,,0,0,49.868,5.862,80.408,uav_2,5.862,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.4, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,173,34.6,2,57.215,55.539,86.0,90.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,44.902,5.862,79.737,uav_1,5.862,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.4, ""y"": 50.0, ""radius"": 0.0}]"
target_reappearing_after_dropout,173,34.6,3,63.039,60.477,90.0,86.0,0.0,0.0,,,none,,no_fusion,move,fixed,0.5,0.0,,3,0,37.126,7.636,87.357,uav_2,7.636,False,False,False,False,False,1,"[{""id"": ""target_0"", ""kind"": ""moving_target"", ""x"": 27.4, ""y"": 50.0, ""radius"": 0.0}]"
