scenario,metric,n,mean,median,stdev,ci95_halfwidth,ci95_lower,ci95_upper
one_uav_obstacle,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,minimum_separation,0,,,,,,
one_uav_obstacle,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
one_uav_obstacle,mission_completion_time_s,0,,,,,,
one_uav_obstacle,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
one_uav_obstacle,formation_error_rmse,20,4.5556,4.6957,0.2719,0.1192,4.4364,4.6748
one_uav_obstacle,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,swarm_stability,20,1.2287,1.347,0.242,0.1061,1.1226,1.3347
one_uav_obstacle,rmse_position_error,20,0.6249,0.6248,0.0097,0.0042,0.6206,0.6291
one_uav_obstacle,velocity_rmse,20,0.1153,0.1155,0.0033,0.0015,0.1139,0.1168
one_uav_obstacle,track_continuity,20,0.3305,0.3316,0.0039,0.0017,0.3288,0.3322
one_uav_obstacle,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,missed_detections,20,0.9,1.0,0.7881,0.3454,0.5546,1.2454
one_uav_obstacle,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
one_uav_obstacle,track_loss_duration_steps,14,1,1.0,0.0,0.0,1.0,1.0
one_uav_obstacle,average_track_lifetime_steps,20,109.35,109.875,1.6611,0.728,108.622,110.078
one_uav_obstacle,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,average_covariance,20,2.1676,2.1569,0.0244,0.0107,2.1569,2.1783
one_uav_obstacle,messages_sent,20,1910.6,1914.0,13.0924,5.738,1904.862,1916.338
one_uav_obstacle,messages_received,20,441.4,443.5,6.6443,2.912,438.488,444.312
one_uav_obstacle,messages_dropped,20,1469.2,1471.0,6.9328,3.0384,1466.1616,1472.2384
one_uav_obstacle,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
one_uav_obstacle,communication_load,20,4.329,4.3175,0.0378,0.0166,4.3125,4.3456
one_uav_obstacle,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
one_uav_obstacle,avg_recovery_time_steps,0,,,,,,
multiple_obstacles,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,total_near_misses,20,148.6,135.5,55.6941,24.409,124.191,173.009
multiple_obstacles,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,minimum_separation,0,,,,,,
multiple_obstacles,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
multiple_obstacles,mission_completion_time_s,0,,,,,,
multiple_obstacles,avg_response_time_s,20,0.0012,0.0,0.0029,0.0013,-0.0001,0.0025
multiple_obstacles,formation_error_rmse,20,5.369,5.3307,0.1415,0.062,5.307,5.431
multiple_obstacles,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,swarm_stability,20,1.1467,1.1451,0.09,0.0394,1.1072,1.1861
multiple_obstacles,rmse_position_error,20,0.6011,0.6044,0.0226,0.0099,0.5912,0.611
multiple_obstacles,velocity_rmse,20,0.1166,0.1166,0.004,0.0018,0.1148,0.1183
multiple_obstacles,track_continuity,20,0.2802,0.2805,0.007,0.0031,0.2771,0.2832
multiple_obstacles,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,missed_detections,20,1.5,1.5,1.1471,0.5027,0.9973,2.0027
multiple_obstacles,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,track_confirmation_time_steps,20,2.0375,2.0,0.1677,0.0735,1.964,2.111
multiple_obstacles,track_loss_duration_steps,15,1,1,0.0,0.0,1.0,1.0
multiple_obstacles,average_track_lifetime_steps,20,100.8875,100.75,0.6095,0.2671,100.6204,101.1546
multiple_obstacles,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,average_covariance,20,2.2637,2.2607,0.0168,0.0074,2.2564,2.2711
multiple_obstacles,messages_sent,20,1732.1,1730.0,8.1428,3.5687,1728.5313,1735.6687
multiple_obstacles,messages_received,20,407.55,407.0,2.4382,1.0686,406.4814,408.6186
multiple_obstacles,messages_dropped,20,1324.55,1324.0,6.37,2.7918,1321.7582,1327.3418
multiple_obstacles,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
multiple_obstacles,communication_load,20,4.2501,4.2512,0.0152,0.0067,4.2434,4.2567
multiple_obstacles,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
multiple_obstacles,avg_recovery_time_steps,0,,,,,,
two_crossing_targets,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,total_near_misses,20,124.85,117.0,34.852,15.2746,109.5754,140.1246
two_crossing_targets,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,minimum_separation,0,,,,,,
two_crossing_targets,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
two_crossing_targets,mission_completion_time_s,0,,,,,,
two_crossing_targets,avg_response_time_s,20,0.0006,0.0,0.0027,0.0012,-0.0006,0.0018
two_crossing_targets,formation_error_rmse,20,10.1939,10.2073,0.0668,0.0293,10.1646,10.2232
two_crossing_targets,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,swarm_stability,20,3.895,3.8935,0.0403,0.0177,3.8774,3.9127
two_crossing_targets,rmse_position_error,0,,,,,,
two_crossing_targets,velocity_rmse,0,,,,,,
two_crossing_targets,track_continuity,20,0.0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,missed_detections,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,track_confirmation_time_steps,0,,,,,,
two_crossing_targets,track_loss_duration_steps,0,,,,,,
two_crossing_targets,average_track_lifetime_steps,0,,,,,,
two_crossing_targets,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,average_covariance,0,,,,,,
two_crossing_targets,messages_sent,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,messages_received,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,messages_dropped,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,avg_message_delay_steps,0,,,,,,
two_crossing_targets,communication_load,0,,,,,,
two_crossing_targets,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
two_crossing_targets,avg_recovery_time_steps,0,,,,,,
moving_obstacle_approaching_swarm,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,total_near_misses,20,89.5,95.5,26.2267,11.4944,78.0056,100.9944
moving_obstacle_approaching_swarm,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,minimum_separation,0,,,,,,
moving_obstacle_approaching_swarm,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
moving_obstacle_approaching_swarm,mission_completion_time_s,0,,,,,,
moving_obstacle_approaching_swarm,avg_response_time_s,20,0.0009,0.0,0.0038,0.0017,-0.0008,0.0025
moving_obstacle_approaching_swarm,formation_error_rmse,20,3.0485,3.0509,0.0215,0.0094,3.0391,3.058
moving_obstacle_approaching_swarm,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,swarm_stability,20,0.3614,0.3633,0.0168,0.0074,0.3541,0.3688
moving_obstacle_approaching_swarm,rmse_position_error,0,,,,,,
moving_obstacle_approaching_swarm,velocity_rmse,0,,,,,,
moving_obstacle_approaching_swarm,track_continuity,20,0.0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,missed_detections,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,track_confirmation_time_steps,0,,,,,,
moving_obstacle_approaching_swarm,track_loss_duration_steps,0,,,,,,
moving_obstacle_approaching_swarm,average_track_lifetime_steps,0,,,,,,
moving_obstacle_approaching_swarm,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,average_covariance,0,,,,,,
moving_obstacle_approaching_swarm,messages_sent,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,messages_received,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,messages_dropped,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,avg_message_delay_steps,0,,,,,,
moving_obstacle_approaching_swarm,communication_load,0,,,,,,
moving_obstacle_approaching_swarm,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
moving_obstacle_approaching_swarm,avg_recovery_time_steps,0,,,,,,
target_temporarily_lost,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,total_near_misses,20,105.3,93.5,25.5407,11.1937,94.1063,116.4937
target_temporarily_lost,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,minimum_separation,0,,,,,,
target_temporarily_lost,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
target_temporarily_lost,mission_completion_time_s,0,,,,,,
target_temporarily_lost,avg_response_time_s,20,0.0007,0.0,0.0031,0.0014,-0.0007,0.0021
target_temporarily_lost,formation_error_rmse,20,3.0793,3.0803,0.0131,0.0057,3.0736,3.085
target_temporarily_lost,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,swarm_stability,20,0.3841,0.3872,0.0151,0.0066,0.3775,0.3907
target_temporarily_lost,rmse_position_error,0,,,,,,
target_temporarily_lost,velocity_rmse,0,,,,,,
target_temporarily_lost,track_continuity,20,0.0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,missed_detections,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,track_confirmation_time_steps,0,,,,,,
target_temporarily_lost,track_loss_duration_steps,0,,,,,,
target_temporarily_lost,average_track_lifetime_steps,0,,,,,,
target_temporarily_lost,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,average_covariance,0,,,,,,
target_temporarily_lost,messages_sent,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,messages_received,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,messages_dropped,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,avg_message_delay_steps,0,,,,,,
target_temporarily_lost,communication_load,0,,,,,,
target_temporarily_lost,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
target_temporarily_lost,avg_recovery_time_steps,0,,,,,,
target_reappearing_after_dropout,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,total_near_misses,20,49.45,45.5,18.9472,8.304,41.146,57.754
target_reappearing_after_dropout,collision_risk_count,20,4.05,4.0,3.94,1.7268,2.3232,5.7768
target_reappearing_after_dropout,minimum_separation,0,,,,,,
target_reappearing_after_dropout,mission_success,20,0.35,0.0,0.4894,0.2145,0.1355,0.5645
target_reappearing_after_dropout,mission_completion_time_s,0,,,,,,
target_reappearing_after_dropout,avg_response_time_s,20,0.0917,0.0,0.2216,0.0971,-0.0054,0.1888
target_reappearing_after_dropout,formation_error_rmse,20,3.0556,3.0255,0.1269,0.0556,3.0,3.1113
target_reappearing_after_dropout,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,missed_response_count,20,13.7,14.0,8.8443,3.8762,9.8238,17.5762
target_reappearing_after_dropout,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,wrong_decisions,20,13.7,14.0,8.8443,3.8762,9.8238,17.5762
target_reappearing_after_dropout,swarm_stability,20,0.3836,0.3856,0.0361,0.0158,0.3678,0.3994
target_reappearing_after_dropout,rmse_position_error,0,,,,,,
target_reappearing_after_dropout,velocity_rmse,0,,,,,,
target_reappearing_after_dropout,track_continuity,20,0.0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,missed_detections,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,track_confirmation_time_steps,0,,,,,,
target_reappearing_after_dropout,track_loss_duration_steps,0,,,,,,
target_reappearing_after_dropout,average_track_lifetime_steps,0,,,,,,
target_reappearing_after_dropout,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,average_covariance,0,,,,,,
target_reappearing_after_dropout,messages_sent,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,messages_received,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,messages_dropped,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,avg_message_delay_steps,0,,,,,,
target_reappearing_after_dropout,communication_load,0,,,,,,
target_reappearing_after_dropout,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
target_reappearing_after_dropout,avg_recovery_time_steps,0,,,,,,
clutter_near_real_target,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,total_near_misses,20,136.7,72.5,118.8201,52.0752,84.6248,188.7752
clutter_near_real_target,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,minimum_separation,0,,,,,,
clutter_near_real_target,mission_success,20,0.75,1.0,0.4443,0.1947,0.5553,0.9447
clutter_near_real_target,mission_completion_time_s,0,,,,,,
clutter_near_real_target,avg_response_time_s,20,0.0019,0.0,0.0062,0.0027,-0.0008,0.0046
clutter_near_real_target,formation_error_rmse,20,5.1947,4.5288,1.552,0.6802,4.5145,5.875
clutter_near_real_target,unnecessary_avoidance_count,20,907.5,904.0,30.6448,13.4307,894.0693,920.9307
clutter_near_real_target,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,wrong_decisions,20,907.5,904.0,30.6448,13.4307,894.0693,920.9307
clutter_near_real_target,swarm_stability,20,1.6936,1.159,1.0772,0.4721,1.2215,2.1658
clutter_near_real_target,rmse_position_error,0,,,,,,
clutter_near_real_target,velocity_rmse,0,,,,,,
clutter_near_real_target,track_continuity,20,0.0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,false_detections,20,1233.25,1236.5,47.8461,20.9695,1212.2805,1254.2195
clutter_near_real_target,missed_detections,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,track_confirmation_time_steps,0,,,,,,
clutter_near_real_target,track_loss_duration_steps,0,,,,,,
clutter_near_real_target,average_track_lifetime_steps,0,,,,,,
clutter_near_real_target,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,average_covariance,0,,,,,,
clutter_near_real_target,messages_sent,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,messages_received,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,messages_dropped,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,avg_message_delay_steps,0,,,,,,
clutter_near_real_target,communication_load,0,,,,,,
clutter_near_real_target,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
clutter_near_real_target,avg_recovery_time_steps,0,,,,,,
closely_spaced_targets,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,total_near_misses,20,75.65,75.0,16.522,7.2411,68.4089,82.8911
closely_spaced_targets,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,minimum_separation,0,,,,,,
closely_spaced_targets,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
closely_spaced_targets,mission_completion_time_s,0,,,,,,
closely_spaced_targets,avg_response_time_s,20,0.0025,0.0,0.0044,0.0019,0.0006,0.0044
closely_spaced_targets,formation_error_rmse,20,4.172,4.1662,0.1726,0.0757,4.0964,4.2477
closely_spaced_targets,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,swarm_stability,20,1.2892,1.2719,0.2112,0.0926,1.1967,1.3818
closely_spaced_targets,rmse_position_error,0,,,,,,
closely_spaced_targets,velocity_rmse,0,,,,,,
closely_spaced_targets,track_continuity,20,0.0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,missed_detections,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,track_confirmation_time_steps,0,,,,,,
closely_spaced_targets,track_loss_duration_steps,0,,,,,,
closely_spaced_targets,average_track_lifetime_steps,0,,,,,,
closely_spaced_targets,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,average_covariance,0,,,,,,
closely_spaced_targets,messages_sent,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,messages_received,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,messages_dropped,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,avg_message_delay_steps,0,,,,,,
closely_spaced_targets,communication_load,0,,,,,,
closely_spaced_targets,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
closely_spaced_targets,avg_recovery_time_steps,0,,,,,,
env_clear,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,total_near_misses,20,53.65,55.0,4.8912,2.1437,51.5063,55.7937
env_clear,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,minimum_separation,0,,,,,,
env_clear,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
env_clear,mission_completion_time_s,0,,,,,,
env_clear,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
env_clear,formation_error_rmse,20,4.5037,4.6246,0.2932,0.1285,4.3752,4.6322
env_clear,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,swarm_stability,20,1.1858,1.2888,0.2579,0.113,1.0728,1.2989
env_clear,rmse_position_error,20,0.5795,0.5781,0.014,0.0061,0.5733,0.5856
env_clear,velocity_rmse,20,0.1157,0.1154,0.0033,0.0014,0.1142,0.1171
env_clear,track_continuity,20,0.3314,0.3322,0.0036,0.0016,0.3298,0.333
env_clear,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,missed_detections,20,1.05,1.0,0.7592,0.3327,0.7173,1.3827
env_clear,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
env_clear,track_loss_duration_steps,15,1,1,0.0,0.0,1.0,1.0
env_clear,average_track_lifetime_steps,20,109.6,110.25,1.4654,0.6422,108.9578,110.2422
env_clear,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,average_covariance,20,2.1653,2.1546,0.0234,0.0103,2.155,2.1756
env_clear,messages_sent,20,1913.3,1918.0,10.3471,4.5348,1908.7652,1917.8348
env_clear,messages_received,20,442.4,445.0,5.8616,2.5689,439.8311,444.9689
env_clear,messages_dropped,20,1470.9,1472.5,4.9193,2.156,1468.744,1473.056
env_clear,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
env_clear,communication_load,20,4.3253,4.3146,0.0357,0.0157,4.3096,4.3409
env_clear,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
env_clear,avg_recovery_time_steps,0,,,,,,
env_low_visibility,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
env_low_visibility,total_near_misses,20,48.15,46.5,5.4606,2.3932,45.7568,50.5432
env_low_visibility,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
env_low_visibility,minimum_separation,0,,,,,,
env_low_visibility,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
env_low_visibility,mission_completion_time_s,0,,,,,,
env_low_visibility,avg_response_time_s,20,0.1164,0.1125,0.0423,0.0186,0.0979,0.135
env_low_visibility,formation_error_rmse,20,4.5407,4.5804,0.3377,0.148,4.3927,4.6887
env_low_visibility,unnecessary_avoidance_count,20,3.25,2.5,1.8602,0.8153,2.4347,4.0653
env_low_visibility,missed_response_count,20,21,21.0,3.2927,1.4431,19.5569,22.4431
env_low_visibility,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
env_low_visibility,wrong_decisions,20,24.25,24.5,3.2747,1.4352,22.8148,25.6852
env_low_visibility,swarm_stability,20,1.2367,1.2882,0.248,0.1087,1.128,1.3454
env_low_visibility,rmse_position_error,20,0.6125,0.6134,0.0231,0.0101,0.6024,0.6226
env_low_visibility,velocity_rmse,20,0.1141,0.1144,0.0046,0.002,0.1121,0.1161
env_low_visibility,track_continuity,20,0.3057,0.306,0.0069,0.003,0.3027,0.3088
env_low_visibility,track_fragmentation,20,14.8,14.5,2.1176,0.9281,13.8719,15.7281
env_low_visibility,false_detections,20,5.6,5.5,2.2804,0.9994,4.6006,6.5994
env_low_visibility,missed_detections,20,169.2,170.5,9.0181,3.9524,165.2476,173.1524
env_low_visibility,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_low_visibility,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_low_visibility,track_confirmation_time_steps,20,4.5764,4.641,0.7319,0.3208,4.2557,4.8972
env_low_visibility,track_loss_duration_steps,20,1.7587,1.7609,0.1035,0.0454,1.7133,1.8041
env_low_visibility,average_track_lifetime_steps,20,22.0361,22.7895,2.5632,1.1234,20.9127,23.1594
env_low_visibility,association_errors,20,2.35,2.0,1.927,0.8445,1.5055,3.1945
env_low_visibility,average_covariance,20,8.645,8.4392,0.9374,0.4108,8.2342,9.0559
env_low_visibility,messages_sent,20,1829.6,1842.0,39.5799,17.3467,1812.2533,1846.9467
env_low_visibility,messages_received,20,428.05,429.5,8.2747,3.6266,424.4234,431.6766
env_low_visibility,messages_dropped,20,1401.55,1411.5,32.3996,14.1998,1387.3502,1415.7498
env_low_visibility,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
env_low_visibility,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
env_low_visibility,communication_load,20,4.2743,4.2674,0.0416,0.0182,4.256,4.2925
env_low_visibility,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
env_low_visibility,avg_recovery_time_steps,0,,,,,,
env_fog,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
env_fog,total_near_misses,20,48,45.0,9.6899,4.2468,43.7532,52.2468
env_fog,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
env_fog,minimum_separation,0,,,,,,
env_fog,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
env_fog,mission_completion_time_s,0,,,,,,
env_fog,avg_response_time_s,20,0.379,0.413,0.1072,0.047,0.332,0.426
env_fog,formation_error_rmse,20,4.3698,4.3786,0.4173,0.1829,4.1869,4.5527
env_fog,unnecessary_avoidance_count,20,8.1,9.0,3.3071,1.4494,6.6506,9.5494
env_fog,missed_response_count,20,34.35,30.0,10.0382,4.3994,29.9506,38.7494
env_fog,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
