scenario,metric,n,mean,median,stdev,ci95_halfwidth,ci95_lower,ci95_upper
env_fog,wrong_decisions,20,42.45,39.0,9.5723,4.1952,38.2548,46.6452
env_fog,swarm_stability,20,1.175,1.142,0.3406,0.1493,1.0257,1.3242
env_fog,rmse_position_error,20,0.657,0.6571,0.0257,0.0113,0.6457,0.6683
env_fog,velocity_rmse,20,0.1127,0.1127,0.0058,0.0025,0.1102,0.1153
env_fog,track_continuity,20,0.2433,0.243,0.0077,0.0034,0.2399,0.2467
env_fog,track_fragmentation,20,36.25,36.5,2.7886,1.2222,35.0278,37.4722
env_fog,false_detections,20,11.85,12.0,3.7314,1.6354,10.2146,13.4854
env_fog,missed_detections,20,290.5,291.5,10.5954,4.6437,285.8563,295.1437
env_fog,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_fog,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_fog,track_confirmation_time_steps,20,4.4393,4.2889,1.178,0.5163,3.923,4.9555
env_fog,track_loss_duration_steps,20,3.0365,3.056,0.1957,0.0857,2.9507,3.1222
env_fog,average_track_lifetime_steps,20,8.5235,8.5375,0.6199,0.2717,8.2518,8.7952
env_fog,association_errors,20,3.55,3.5,1.905,0.8349,2.7151,4.3849
env_fog,average_covariance,20,23.634,23.8032,1.7866,0.783,22.851,24.417
env_fog,messages_sent,20,1514.4,1505.0,64.5229,28.2784,1486.1216,1542.6784
env_fog,messages_received,20,381.8,380.5,9.8387,4.312,377.488,386.112
env_fog,messages_dropped,20,1132.6,1126.5,56.5168,24.7696,1107.8304,1157.3696
env_fog,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
env_fog,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
env_fog,communication_load,20,3.9655,3.9427,0.0995,0.0436,3.9219,4.0091
env_fog,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
env_fog,avg_recovery_time_steps,0,,,,,,
env_heavy_clutter,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,total_near_misses,20,17,11.0,18.9042,8.2851,8.7149,25.2851
env_heavy_clutter,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,minimum_separation,0,,,,,,
env_heavy_clutter,mission_success,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,mission_completion_time_s,0,,,,,,
env_heavy_clutter,avg_response_time_s,20,0.0575,0.062,0.0177,0.0078,0.0497,0.0652
env_heavy_clutter,formation_error_rmse,20,8.1713,7.2257,4.2781,1.875,6.2963,10.0462
env_heavy_clutter,unnecessary_avoidance_count,20,1369.35,1385.5,71.8853,31.5051,1337.8449,1400.8551
env_heavy_clutter,missed_response_count,20,4.25,3.0,4.3755,1.9176,2.3324,6.1676
env_heavy_clutter,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,wrong_decisions,20,1373.6,1388.5,72.085,31.5927,1342.0073,1405.1927
env_heavy_clutter,swarm_stability,20,3.4023,2.3016,2.9536,1.2945,2.1079,4.6968
env_heavy_clutter,rmse_position_error,20,0.6538,0.6482,0.0187,0.0082,0.6456,0.662
env_heavy_clutter,velocity_rmse,20,0.1115,0.1114,0.0034,0.0015,0.1101,0.113
env_heavy_clutter,track_continuity,20,0.3424,0.3344,0.0328,0.0144,0.3281,0.3568
env_heavy_clutter,track_fragmentation,20,30.75,29.0,11.4931,5.0371,25.7129,35.7871
env_heavy_clutter,false_detections,20,2130.9,2129.0,32.2913,14.1523,2116.7477,2145.0523
env_heavy_clutter,missed_detections,20,150.35,147.5,22.9995,10.08,140.27,160.43
env_heavy_clutter,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,track_confirmation_time_steps,20,3.2849,3.1677,0.599,0.2625,3.0224,3.5474
env_heavy_clutter,track_loss_duration_steps,20,1.2268,1.2145,0.0517,0.0226,1.2041,1.2494
env_heavy_clutter,average_track_lifetime_steps,20,37.7251,36.8695,9.0112,3.9493,33.7757,41.6744
env_heavy_clutter,association_errors,20,744.35,726.5,70.3295,30.8233,713.5267,775.1733
env_heavy_clutter,average_covariance,20,3.269,3.1937,0.4995,0.2189,3.0501,3.4879
env_heavy_clutter,messages_sent,20,3364.3,3391.0,314.2699,137.7349,3226.5651,3502.0349
env_heavy_clutter,messages_received,20,804,786.5,76.262,33.4233,770.5767,837.4233
env_heavy_clutter,messages_dropped,20,2560.3,2601.5,247.4234,108.4381,2451.8619,2668.7381
env_heavy_clutter,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
env_heavy_clutter,communication_load,20,4.1876,4.179,0.1697,0.0744,4.1132,4.2619
env_heavy_clutter,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
env_heavy_clutter,avg_recovery_time_steps,0,,,,,,
env_communication_delay,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,total_near_misses,20,62.3,62.0,6.8449,2.9999,59.3001,65.2999
env_communication_delay,collision_risk_count,20,23.25,23.0,9.8882,4.3337,18.9163,27.5837
env_communication_delay,minimum_separation,0,,,,,,
env_communication_delay,mission_success,20,0.05,0.0,0.2236,0.098,-0.048,0.148
env_communication_delay,mission_completion_time_s,0,,,,,,
env_communication_delay,avg_response_time_s,20,2.407,2.4,0.0144,0.0063,2.4006,2.4133
env_communication_delay,formation_error_rmse,20,4.2812,4.0814,0.6914,0.303,3.9782,4.5842
env_communication_delay,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,missed_response_count,20,5.6,5.5,4.4296,1.9413,3.6587,7.5413
env_communication_delay,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,wrong_decisions,20,5.6,5.5,4.4296,1.9413,3.6587,7.5413
env_communication_delay,swarm_stability,20,1.0708,0.9033,0.5192,0.2275,0.8432,1.2983
env_communication_delay,rmse_position_error,20,0.5538,0.5546,0.0214,0.0094,0.5445,0.5632
env_communication_delay,velocity_rmse,20,0.1144,0.1139,0.0049,0.0022,0.1123,0.1166
env_communication_delay,track_continuity,20,0.3408,0.3407,0.0073,0.0032,0.3376,0.344
env_communication_delay,track_fragmentation,20,3.25,3.0,2.0487,0.8979,2.3521,4.1479
env_communication_delay,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,missed_detections,20,44,45.0,9.6736,4.2397,39.7603,48.2397
env_communication_delay,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,track_confirmation_time_steps,20,2.0741,2.0,0.1657,0.0726,2.0015,2.1468
env_communication_delay,track_loss_duration_steps,20,3.9418,3.8285,0.6388,0.28,3.6618,4.2217
env_communication_delay,average_track_lifetime_steps,20,68.0204,64.0,19.8081,8.6813,59.3391,76.7017
env_communication_delay,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,average_covariance,20,3.0334,2.9995,0.5747,0.2519,2.7815,3.2853
env_communication_delay,messages_sent,20,1953.7,1954.0,27.3093,11.9688,1941.7312,1965.6688
env_communication_delay,messages_received,20,456.35,456.0,7.3576,3.2246,453.1254,459.5746
env_communication_delay,messages_dropped,20,1497.35,1498.0,20.3374,8.9132,1488.4368,1506.2632
env_communication_delay,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
env_communication_delay,communication_load,20,4.2813,4.2777,0.0201,0.0088,4.2725,4.2901
env_communication_delay,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
env_communication_delay,avg_recovery_time_steps,0,,,,,,
env_partial_sensor_failure,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,total_near_misses,20,97.35,100.0,12.5835,5.515,91.835,102.865
env_partial_sensor_failure,collision_risk_count,20,145.35,152.0,16.1124,7.0615,138.2885,152.4115
env_partial_sensor_failure,minimum_separation,0,,,,,,
env_partial_sensor_failure,mission_success,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,mission_completion_time_s,0,,,,,,
env_partial_sensor_failure,avg_response_time_s,20,20.193,18.85,5.5994,2.454,17.739,22.647
env_partial_sensor_failure,formation_error_rmse,20,3.1288,3.1119,0.1486,0.0651,3.0637,3.1939
env_partial_sensor_failure,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,missed_response_count,20,273.9,293.0,41.6576,18.2573,255.6427,292.1573
env_partial_sensor_failure,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,wrong_decisions,20,273.9,293.0,41.6576,18.2573,255.6427,292.1573
env_partial_sensor_failure,swarm_stability,20,0.3632,0.3299,0.0797,0.0349,0.3283,0.3982
env_partial_sensor_failure,rmse_position_error,17,1.5704,1.6441,0.8304,0.3948,1.1756,1.9651
env_partial_sensor_failure,velocity_rmse,17,0.0731,0.071,0.0382,0.0181,0.0549,0.0912
env_partial_sensor_failure,track_continuity,20,0.0048,0.0053,0.0032,0.0014,0.0034,0.0062
env_partial_sensor_failure,track_fragmentation,20,0.45,0.0,0.5104,0.2237,0.2263,0.6737
env_partial_sensor_failure,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,missed_detections,20,398.95,397.5,3.5611,1.5607,397.3893,400.5107
env_partial_sensor_failure,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,track_confirmation_time_steps,0,,,,,,
env_partial_sensor_failure,track_loss_duration_steps,20,72.4526,67.0833,15.2646,6.69,65.7625,79.1426
env_partial_sensor_failure,average_track_lifetime_steps,17,4.0392,4,0.1617,0.0769,3.9624,4.1161
env_partial_sensor_failure,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,average_covariance,17,60.654,61.357,2.8986,1.3779,59.2761,62.0319
env_partial_sensor_failure,messages_sent,20,17.7,20.0,11.8991,5.215,12.485,22.915
env_partial_sensor_failure,messages_received,20,8.85,10.0,5.9496,2.6075,6.2425,11.4575
env_partial_sensor_failure,messages_dropped,20,8.85,10.0,5.9496,2.6075,6.2425,11.4575
env_partial_sensor_failure,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,avg_message_delay_steps,17,2,2,0.0,0.0,2.0,2.0
env_partial_sensor_failure,communication_load,17,2,2,0.0,0.0,2.0,2.0
env_partial_sensor_failure,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
env_partial_sensor_failure,avg_recovery_time_steps,0,,,,,,
perfect_communication,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,total_near_misses,20,53.4,51.5,7.8967,3.4609,49.9391,56.8609
perfect_communication,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,minimum_separation,0,,,,,,
perfect_communication,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
perfect_communication,mission_completion_time_s,0,,,,,,
perfect_communication,avg_response_time_s,20,0.0544,0.05,0.0298,0.0131,0.0413,0.0675
perfect_communication,formation_error_rmse,20,4.4166,4.3484,0.3187,0.1397,4.277,4.5563
perfect_communication,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,missed_response_count,20,9.8,10.0,2.8946,1.2686,8.5314,11.0686
perfect_communication,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,wrong_decisions,20,9.8,10.0,2.8946,1.2686,8.5314,11.0686
perfect_communication,swarm_stability,20,1.12,1.0692,0.2872,0.1259,0.9941,1.2459
perfect_communication,rmse_position_error,20,0.6241,0.6273,0.0195,0.0086,0.6155,0.6327
perfect_communication,velocity_rmse,20,0.1148,0.1149,0.0043,0.0019,0.113,0.1167
perfect_communication,track_continuity,20,0.3263,0.3259,0.0042,0.0019,0.3245,0.3282
perfect_communication,track_fragmentation,20,2.5,3.0,1.3955,0.6116,1.8884,3.1116
perfect_communication,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,missed_detections,20,85.3,87.0,9.2515,4.0546,81.2454,89.3546
perfect_communication,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,track_confirmation_time_steps,20,3.4802,3.5357,0.9341,0.4094,3.0708,3.8895
perfect_communication,track_loss_duration_steps,20,1.2505,1.25,0.0677,0.0297,1.2208,1.2801
perfect_communication,average_track_lifetime_steps,20,69.776,61.8572,17.4927,7.6665,62.1095,77.4425
perfect_communication,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,average_covariance,20,3.2842,3.3948,0.4746,0.208,3.0763,3.4922
perfect_communication,messages_sent,20,3791.7,3798.0,34.1839,14.9817,3776.7183,3806.6817
perfect_communication,messages_received,20,1458.3,1460.5,10.413,4.5637,1453.7363,1462.8637
perfect_communication,messages_dropped,20,2333.4,2343.5,28.1152,12.322,2321.078,2345.722
perfect_communication,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,avg_message_delay_steps,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,communication_load,20,8.6649,8.6448,0.1597,0.07,8.5949,8.7349
perfect_communication,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
perfect_communication,avg_recovery_time_steps,0,,,,,,
low_packet_loss,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,total_near_misses,20,51.7,51.5,5.5069,2.4135,49.2865,54.1135
low_packet_loss,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,minimum_separation,0,,,,,,
low_packet_loss,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
low_packet_loss,mission_completion_time_s,0,,,,,,
low_packet_loss,avg_response_time_s,20,0.0544,0.05,0.0298,0.0131,0.0413,0.0675
low_packet_loss,formation_error_rmse,20,4.4044,4.394,0.304,0.1332,4.2711,4.5376
low_packet_loss,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,missed_response_count,20,9.1,9.5,2.6338,1.1543,7.9457,10.2543
low_packet_loss,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,wrong_decisions,20,9.1,9.5,2.6338,1.1543,7.9457,10.2543
low_packet_loss,swarm_stability,20,1.1077,1.0972,0.2725,0.1194,0.9882,1.2271
low_packet_loss,rmse_position_error,20,0.6251,0.6277,0.0195,0.0085,0.6166,0.6336
low_packet_loss,velocity_rmse,20,0.115,0.1162,0.0049,0.0022,0.1129,0.1172
low_packet_loss,track_continuity,20,0.3269,0.3268,0.0044,0.0019,0.325,0.3288
low_packet_loss,track_fragmentation,20,2.35,3.0,1.5652,0.686,1.664,3.036
low_packet_loss,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,missed_detections,20,84.75,85.5,10.0989,4.426,80.324,89.176
low_packet_loss,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,track_confirmation_time_steps,20,3.5913,3.5268,0.9521,0.4173,3.1741,4.0086
low_packet_loss,track_loss_duration_steps,20,1.2486,1.2482,0.0696,0.0305,1.2181,1.2791
low_packet_loss,average_track_lifetime_steps,20,72.8114,62.7857,21.2796,9.3262,63.4853,82.1376
low_packet_loss,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,average_covariance,20,3.2529,3.3743,0.5233,0.2294,3.0235,3.4822
low_packet_loss,messages_sent,20,3794.3,3803.0,32.5562,14.2684,3780.0316,3808.5684
low_packet_loss,messages_received,20,1408.7,1405.5,10.2603,4.4968,1404.2032,1413.1968
low_packet_loss,messages_dropped,20,2385.6,2392.5,31.7348,13.9084,2371.6916,2399.5084
low_packet_loss,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,avg_message_delay_steps,20,1,1.0,0.0,0.0,1.0,1.0
low_packet_loss,communication_load,20,8.6648,8.646,0.1608,0.0705,8.5944,8.7353
low_packet_loss,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
low_packet_loss,avg_recovery_time_steps,0,,,,,,
high_packet_loss,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,total_near_misses,20,51.15,50.0,6.4504,2.827,48.323,53.977
high_packet_loss,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,minimum_separation,0,,,,,,
high_packet_loss,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
high_packet_loss,mission_completion_time_s,0,,,,,,
high_packet_loss,avg_response_time_s,20,0.0544,0.05,0.0298,0.0131,0.0413,0.0675
high_packet_loss,formation_error_rmse,20,4.4555,4.5482,0.3131,0.1372,4.3183,4.5927
high_packet_loss,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,missed_response_count,20,10.45,10.0,2.4165,1.0591,9.3909,11.5091
high_packet_loss,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,wrong_decisions,20,10.45,10.0,2.4165,1.0591,9.3909,11.5091
high_packet_loss,swarm_stability,20,1.1523,1.2509,0.282,0.1236,1.0287,1.2759
high_packet_loss,rmse_position_error,20,0.6263,0.6298,0.0211,0.0092,0.6171,0.6355
high_packet_loss,velocity_rmse,20,0.1159,0.1167,0.0049,0.0021,0.1137,0.118
high_packet_loss,track_continuity,20,0.327,0.3289,0.0052,0.0023,0.3247,0.3293
high_packet_loss,track_fragmentation,20,2.4,3.0,1.6983,0.7443,1.6557,3.1443
high_packet_loss,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,missed_detections,20,86.35,83.5,11.3057,4.9549,81.3951,91.3049
high_packet_loss,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,track_confirmation_time_steps,20,3.494,3.3393,0.8313,0.3643,3.1297,3.8584
high_packet_loss,track_loss_duration_steps,20,1.2552,1.2632,0.0973,0.0426,1.2126,1.2978
high_packet_loss,average_track_lifetime_steps,20,72.7545,62.6428,21.553,9.446,63.3085,82.2006
high_packet_loss,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,average_covariance,20,3.3207,3.3258,0.6729,0.2949,3.0258,3.6156
high_packet_loss,messages_sent,20,3799.5,3808.0,29.4931,12.9259,3786.5741,3812.4259
high_packet_loss,messages_received,20,1049.7,1049.5,17.1191,7.5028,1042.1972,1057.2028
high_packet_loss,messages_dropped,20,2749.8,2757.5,32.0273,14.0366,2735.7634,2763.8366
high_packet_loss,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,avg_message_delay_steps,20,1,1.0,0.0,0.0,1.0,1.0
high_packet_loss,communication_load,20,8.6659,8.626,0.1551,0.068,8.5979,8.7339
high_packet_loss,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
high_packet_loss,avg_recovery_time_steps,0,,,,,,
short_communication_range,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,total_near_misses,20,53.4,51.5,7.8967,3.4609,49.9391,56.8609
short_communication_range,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,minimum_separation,0,,,,,,
short_communication_range,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
short_communication_range,mission_completion_time_s,0,,,,,,
short_communication_range,avg_response_time_s,20,0.0544,0.05,0.0298,0.0131,0.0413,0.0675
short_communication_range,formation_error_rmse,20,4.4166,4.3484,0.3187,0.1397,4.277,4.5563
short_communication_range,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,missed_response_count,20,9.8,10.0,2.8946,1.2686,8.5314,11.0686
short_communication_range,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,wrong_decisions,20,9.8,10.0,2.8946,1.2686,8.5314,11.0686
short_communication_range,swarm_stability,20,1.12,1.0692,0.2872,0.1259,0.9941,1.2459
short_communication_range,rmse_position_error,20,0.6241,0.6273,0.0195,0.0086,0.6155,0.6327
short_communication_range,velocity_rmse,20,0.1148,0.1149,0.0043,0.0019,0.113,0.1167
short_communication_range,track_continuity,20,0.3263,0.3259,0.0042,0.0019,0.3245,0.3282
short_communication_range,track_fragmentation,20,2.5,3.0,1.3955,0.6116,1.8884,3.1116
short_communication_range,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,missed_detections,20,85.3,87.0,9.2515,4.0546,81.2454,89.3546
short_communication_range,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,track_confirmation_time_steps,20,3.4802,3.5357,0.9341,0.4094,3.0708,3.8895
short_communication_range,track_loss_duration_steps,20,1.2505,1.25,0.0677,0.0297,1.2208,1.2801
short_communication_range,average_track_lifetime_steps,20,69.776,61.8572,17.4927,7.6665,62.1095,77.4425
short_communication_range,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,average_covariance,20,3.2842,3.3948,0.4746,0.208,3.0763,3.4922
short_communication_range,messages_sent,20,3791.7,3798.0,34.1839,14.9817,3776.7183,3806.6817
short_communication_range,messages_received,20,1458.3,1460.5,10.413,4.5637,1453.7363,1462.8637
short_communication_range,messages_dropped,20,2333.4,2343.5,28.1152,12.322,2321.078,2345.722
short_communication_range,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,avg_message_delay_steps,20,1,1.0,0.0,0.0,1.0,1.0
short_communication_range,communication_load,20,8.6649,8.6448,0.1597,0.07,8.5949,8.7349
short_communication_range,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
short_communication_range,avg_recovery_time_steps,0,,,,,,
delayed_track_sharing,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,total_near_misses,20,53.4,51.5,7.8967,3.4609,49.9391,56.8609
delayed_track_sharing,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,minimum_separation,0,,,,,,
delayed_track_sharing,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
delayed_track_sharing,mission_completion_time_s,0,,,,,,
delayed_track_sharing,avg_response_time_s,20,0.0544,0.05,0.0298,0.0131,0.0413,0.0675
delayed_track_sharing,formation_error_rmse,20,4.4166,4.3484,0.3187,0.1397,4.277,4.5563
delayed_track_sharing,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,missed_response_count,20,9.8,10.0,2.8946,1.2686,8.5314,11.0686
delayed_track_sharing,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,wrong_decisions,20,9.8,10.0,2.8946,1.2686,8.5314,11.0686
delayed_track_sharing,swarm_stability,20,1.12,1.0692,0.2872,0.1259,0.9941,1.2459
delayed_track_sharing,rmse_position_error,20,0.6241,0.6273,0.0195,0.0086,0.6155,0.6327
delayed_track_sharing,velocity_rmse,20,0.1148,0.1149,0.0043,0.0019,0.113,0.1167
delayed_track_sharing,track_continuity,20,0.3263,0.3259,0.0042,0.0019,0.3245,0.3282
delayed_track_sharing,track_fragmentation,20,2.5,3.0,1.3955,0.6116,1.8884,3.1116
delayed_track_sharing,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,missed_detections,20,85.3,87.0,9.2515,4.0546,81.2454,89.3546
delayed_track_sharing,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,track_confirmation_time_steps,20,3.4802,3.5357,0.9341,0.4094,3.0708,3.8895
delayed_track_sharing,track_loss_duration_steps,20,1.2505,1.25,0.0677,0.0297,1.2208,1.2801
delayed_track_sharing,average_track_lifetime_steps,20,69.776,61.8572,17.4927,7.6665,62.1095,77.4425
delayed_track_sharing,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,average_covariance,20,3.2842,3.3948,0.4746,0.208,3.0763,3.4922
delayed_track_sharing,messages_sent,20,3791.7,3798.0,34.1839,14.9817,3776.7183,3806.6817
delayed_track_sharing,messages_received,20,1458.3,1460.5,10.413,4.5637,1453.7363,1462.8637
delayed_track_sharing,messages_dropped,20,2333.4,2343.5,28.1152,12.322,2321.078,2345.722
delayed_track_sharing,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,avg_message_delay_steps,20,5,5.0,0.0,0.0,5.0,5.0
delayed_track_sharing,communication_load,20,8.6649,8.6448,0.1597,0.07,8.5949,8.7349
delayed_track_sharing,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
delayed_track_sharing,avg_recovery_time_steps,0,,,,,,
communication_outage,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,total_near_misses,20,53.1,52.0,7.254,3.1792,49.9208,56.2792
communication_outage,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,minimum_separation,0,,,,,,
communication_outage,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
communication_outage,mission_completion_time_s,0,,,,,,
communication_outage,avg_response_time_s,20,0.0544,0.05,0.0298,0.0131,0.0413,0.0675
communication_outage,formation_error_rmse,20,4.4069,4.3643,0.3238,0.1419,4.265,4.5488
communication_outage,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,missed_response_count,20,11.4,11.5,3.0332,1.3293,10.0707,12.7293
communication_outage,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,wrong_decisions,20,11.4,11.5,3.0332,1.3293,10.0707,12.7293
communication_outage,swarm_stability,20,1.1119,1.0693,0.295,0.1293,0.9826,1.2412
communication_outage,rmse_position_error,20,0.6256,0.6244,0.0264,0.0116,0.614,0.6371
communication_outage,velocity_rmse,20,0.1156,0.1155,0.0055,0.0024,0.1132,0.1179
communication_outage,track_continuity,20,0.3269,0.3274,0.0045,0.002,0.325,0.3289
communication_outage,track_fragmentation,20,2.55,2.0,1.9595,0.8588,1.6912,3.4088
communication_outage,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,missed_detections,20,88,89.0,11.8277,5.1837,82.8163,93.1837
communication_outage,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,track_confirmation_time_steps,20,3.443,3.2778,0.9053,0.3968,3.0462,3.8397
communication_outage,track_loss_duration_steps,20,1.2515,1.2394,0.0785,0.0344,1.2171,1.2859
communication_outage,average_track_lifetime_steps,20,70.9855,72.0833,18.8757,8.2726,62.7129,79.2582
communication_outage,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,average_covariance,20,3.3412,3.2038,0.6844,0.2999,3.0412,3.6411
communication_outage,messages_sent,20,3793.6,3799.0,29.391,12.8812,3780.7188,3806.4812
communication_outage,messages_received,20,438.7,438.5,6.6657,2.9214,435.7786,441.6214
communication_outage,messages_dropped,20,3354.9,3363.0,30.3643,13.3077,3341.5923,3368.2077
communication_outage,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,avg_message_delay_steps,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,communication_load,20,8.6493,8.605,0.1504,0.0659,8.5834,8.7152
