scenario,step,time_s,uav_id,x,y,num_perceived_detections,num_phantom_detections,dist_to_target,reached_goal,event
baseline,305,61.0,0,92.009,73.082,1,0,17.034,False,avoidance
baseline,305,61.0,1,82.537,96.703,2,0,7.937,False,avoidance
baseline,305,61.0,2,94.773,88.128,2,0,8.97,False,avoidance
baseline,305,61.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,306,61.2,0,92.254,73.398,1,0,16.694,False,avoidance
baseline,306,61.2,1,82.171,96.541,1,0,8.231,False,avoidance
baseline,306,61.2,2,94.855,88.52,1,0,8.978,False,avoidance
baseline,306,61.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,307,61.4,0,92.499,73.714,1,0,16.355,False,avoidance
baseline,307,61.4,1,82.57,96.503,2,0,7.841,False,avoidance
baseline,307,61.4,2,94.719,88.896,2,0,8.788,False,avoidance
baseline,307,61.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,308,61.6,0,92.744,74.031,1,0,16.019,False,avoidance
baseline,308,61.6,1,82.195,96.363,2,0,8.155,False,avoidance
baseline,308,61.6,2,94.763,89.293,2,0,8.791,False,avoidance
baseline,308,61.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,309,61.8,0,92.987,74.348,1,0,15.684,False,avoidance
baseline,309,61.8,1,81.843,96.174,2,0,8.442,False,avoidance
baseline,309,61.8,2,94.781,89.693,2,0,8.787,False,avoidance
baseline,309,61.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,310,62.0,0,93.229,74.667,1,0,15.352,False,avoidance
baseline,310,62.0,1,81.512,95.948,2,0,8.708,False,avoidance
baseline,310,62.0,2,94.774,90.093,2,0,8.775,False,avoidance
baseline,310,62.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,311,62.2,0,93.469,74.987,1,0,15.023,False,avoidance
baseline,311,62.2,1,81.203,95.695,2,0,8.959,False,avoidance
baseline,311,62.2,2,94.743,90.492,2,0,8.757,False,avoidance
baseline,311,62.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,312,62.4,0,93.707,75.308,1,0,14.695,False,avoidance
baseline,312,62.4,1,80.912,95.42,2,0,9.198,False,avoidance
baseline,312,62.4,2,94.688,90.888,2,0,8.733,False,avoidance
baseline,312,62.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,313,62.6,0,93.944,75.631,1,0,14.369,False,avoidance
baseline,313,62.6,1,80.639,95.127,2,0,9.428,False,avoidance
baseline,313,62.6,2,94.61,91.28,2,0,8.705,False,avoidance
baseline,313,62.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,314,62.8,0,94.177,75.955,1,0,14.046,False,avoidance
baseline,314,62.8,1,80.384,94.82,2,0,9.651,False,avoidance
baseline,314,62.8,2,94.51,91.667,2,0,8.672,False,avoidance
baseline,314,62.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,315,63.0,0,94.408,76.282,1,0,13.724,False,avoidance
baseline,315,63.0,1,80.145,94.499,2,0,9.868,False,avoidance
baseline,315,63.0,2,94.389,92.049,2,0,8.635,False,avoidance
baseline,315,63.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,316,63.2,0,94.635,76.611,1,0,13.404,False,avoidance
baseline,316,63.2,1,79.923,94.166,2,0,10.079,False,avoidance
baseline,316,63.2,2,94.247,92.423,2,0,8.595,False,avoidance
baseline,316,63.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,317,63.4,0,94.859,76.943,1,0,13.085,False,avoidance
baseline,317,63.4,1,79.717,93.823,2,0,10.284,False,avoidance
baseline,317,63.4,2,94.085,92.789,2,0,8.553,False,avoidance
baseline,317,63.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,318,63.6,0,95.079,77.277,1,0,12.769,False,avoidance
baseline,318,63.6,1,79.528,93.471,2,0,10.486,False,avoidance
baseline,318,63.6,2,93.905,93.146,2,0,8.508,False,avoidance
baseline,318,63.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,319,63.8,0,95.294,77.614,1,0,12.453,False,avoidance
baseline,319,63.8,1,79.355,93.11,2,0,10.682,False,avoidance
baseline,319,63.8,2,93.706,93.493,2,0,8.46,False,avoidance
baseline,319,63.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,320,64.0,0,95.505,77.954,1,0,12.139,False,avoidance
baseline,320,64.0,1,79.198,92.742,2,0,10.875,False,avoidance
baseline,320,64.0,2,93.49,93.829,2,0,8.412,False,avoidance
baseline,320,64.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,321,64.2,0,95.71,78.298,1,0,11.827,False,avoidance
baseline,321,64.2,1,79.058,92.367,2,0,11.063,False,avoidance
baseline,321,64.2,2,93.256,94.154,2,0,8.361,False,avoidance
baseline,321,64.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,322,64.4,0,95.909,78.644,1,0,11.515,False,avoidance
baseline,322,64.4,1,78.934,91.987,2,0,11.247,False,avoidance
baseline,322,64.4,2,93.007,94.467,2,0,8.31,False,avoidance
baseline,322,64.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,323,64.6,0,96.102,78.995,1,0,11.204,False,avoidance
baseline,323,64.6,1,78.827,91.602,2,0,11.428,False,avoidance
baseline,323,64.6,2,92.743,94.767,2,0,8.258,False,avoidance
baseline,323,64.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,324,64.8,0,96.289,79.349,1,0,10.894,False,avoidance
baseline,324,64.8,1,78.736,91.212,2,0,11.604,False,avoidance
baseline,324,64.8,2,92.464,95.054,2,0,8.205,False,avoidance
baseline,324,64.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,325,65.0,0,96.468,79.706,1,0,10.586,False,avoidance
baseline,325,65.0,1,78.661,90.819,2,0,11.777,False,avoidance
baseline,325,65.0,2,92.171,95.326,2,0,8.152,False,avoidance
baseline,325,65.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,326,65.2,0,96.64,80.068,1,0,10.277,False,avoidance
baseline,326,65.2,1,78.602,90.424,2,0,11.946,False,avoidance
baseline,326,65.2,2,91.866,95.585,2,0,8.099,False,avoidance
baseline,326,65.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,327,65.4,0,96.803,80.433,1,0,9.97,False,avoidance
baseline,327,65.4,1,78.56,90.026,2,0,12.111,False,avoidance
baseline,327,65.4,2,91.548,95.828,2,0,8.046,False,avoidance
baseline,327,65.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,328,65.6,0,96.958,80.801,1,0,9.663,False,avoidance
baseline,328,65.6,1,78.533,89.627,2,0,12.273,False,avoidance
baseline,328,65.6,2,91.219,96.055,2,0,7.994,False,avoidance
baseline,328,65.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,329,65.8,0,97.104,81.174,1,0,9.356,False,avoidance
baseline,329,65.8,1,78.523,89.227,2,0,12.43,False,avoidance
baseline,329,65.8,2,90.879,96.266,2,0,7.942,False,avoidance
baseline,329,65.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,330,66.0,0,97.24,81.55,1,0,9.05,False,avoidance
baseline,330,66.0,1,78.528,88.827,2,0,12.584,False,avoidance
baseline,330,66.0,2,90.53,96.461,2,0,7.891,False,avoidance
baseline,330,66.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,331,66.2,0,97.366,81.93,1,0,8.744,False,avoidance
baseline,331,66.2,1,78.549,88.427,2,0,12.735,False,avoidance
baseline,331,66.2,2,90.172,96.639,2,0,7.841,False,avoidance
baseline,331,66.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,332,66.4,0,97.481,82.313,1,0,8.439,False,avoidance
baseline,332,66.4,1,78.586,88.029,2,0,12.882,False,avoidance
baseline,332,66.4,2,89.805,96.8,2,0,7.792,False,avoidance
baseline,332,66.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,333,66.6,0,97.585,82.699,1,0,8.134,False,avoidance
baseline,333,66.6,1,78.638,87.633,2,0,13.025,False,avoidance
baseline,333,66.6,2,89.432,96.943,2,0,7.745,False,avoidance
baseline,333,66.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,334,66.8,0,97.678,83.088,1,0,7.829,False,avoidance
baseline,334,66.8,1,78.705,87.238,2,0,13.164,False,avoidance
baseline,334,66.8,2,89.052,97.068,2,0,7.699,False,avoidance
baseline,334,66.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,335,67.0,0,97.757,83.48,1,0,7.525,False,avoidance
baseline,335,67.0,1,78.788,86.847,2,0,13.3,False,avoidance
baseline,335,67.0,2,88.667,97.175,2,0,7.655,False,avoidance
baseline,335,67.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,336,67.2,0,97.824,83.874,1,0,7.221,False,avoidance
baseline,336,67.2,1,78.885,86.459,2,0,13.432,False,avoidance
baseline,336,67.2,2,88.277,97.264,2,0,7.613,False,avoidance
baseline,336,67.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,337,67.4,0,97.878,84.271,1,0,6.918,False,avoidance
baseline,337,67.4,1,78.997,86.075,2,0,13.56,False,avoidance
baseline,337,67.4,2,87.883,97.335,2,0,7.572,False,avoidance
baseline,337,67.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,338,67.6,0,97.918,84.669,1,0,6.616,False,avoidance
baseline,338,67.6,1,79.124,85.695,2,0,13.684,False,avoidance
baseline,338,67.6,2,87.486,97.387,2,0,7.535,False,avoidance
baseline,338,67.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,339,67.8,0,97.943,85.068,1,0,6.314,False,avoidance
baseline,339,67.8,1,79.265,85.321,2,0,13.805,False,avoidance
baseline,339,67.8,2,87.088,97.42,2,0,7.499,False,avoidance
baseline,339,67.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,340,68.0,0,97.952,85.468,1,0,6.013,False,avoidance
baseline,340,68.0,1,79.42,84.952,2,0,13.921,False,avoidance
baseline,340,68.0,2,86.688,97.434,2,0,7.466,False,avoidance
baseline,340,68.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,341,68.2,0,97.946,85.868,1,0,5.714,False,avoidance
baseline,341,68.2,1,79.589,84.59,2,0,14.033,False,avoidance
baseline,341,68.2,2,86.288,97.43,2,0,7.436,False,avoidance
baseline,341,68.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,342,68.4,0,97.923,86.267,1,0,5.415,False,avoidance
baseline,342,68.4,1,79.772,84.234,2,0,14.141,False,avoidance
baseline,342,68.4,2,85.889,97.408,2,0,7.409,False,avoidance
baseline,342,68.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,343,68.6,0,97.883,86.665,1,0,5.119,False,avoidance
baseline,343,68.6,1,79.968,83.886,2,0,14.245,False,avoidance
baseline,343,68.6,2,85.491,97.367,2,0,7.385,False,avoidance
baseline,343,68.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,344,68.8,0,97.825,87.061,1,0,4.824,False,avoidance
baseline,344,68.8,1,80.178,83.545,2,0,14.345,False,avoidance
baseline,344,68.8,2,85.095,97.308,2,0,7.364,False,avoidance
baseline,344,68.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,345,69.0,0,97.748,87.453,1,0,4.531,False,avoidance
baseline,345,69.0,1,80.401,83.213,2,0,14.439,False,avoidance
baseline,345,69.0,2,84.702,97.231,2,0,7.347,False,avoidance
baseline,345,69.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,346,69.2,0,97.652,87.842,1,0,4.242,False,avoidance
baseline,346,69.2,1,80.637,82.89,2,0,14.529,False,avoidance
baseline,346,69.2,2,84.314,97.137,2,0,7.333,False,avoidance
baseline,346,69.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,347,69.4,0,97.534,88.224,1,0,3.956,False,avoidance
baseline,347,69.4,1,80.885,82.576,2,0,14.615,False,avoidance
baseline,347,69.4,2,83.93,97.025,2,0,7.323,False,avoidance
baseline,347,69.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,348,69.6,0,97.396,88.599,1,0,3.673,False,avoidance
baseline,348,69.6,1,81.146,82.273,2,0,14.695,False,avoidance
baseline,348,69.6,2,83.551,96.896,2,0,7.318,False,avoidance
baseline,348,69.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,349,69.8,0,97.235,88.966,1,0,3.396,False,avoidance
baseline,349,69.8,1,81.418,81.98,2,0,14.769,False,avoidance
baseline,349,69.8,2,83.178,96.751,2,0,7.316,False,avoidance
baseline,349,69.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,350,70.0,0,97.05,89.32,1,0,3.125,False,avoidance
baseline,350,70.0,1,81.702,81.698,2,0,14.839,False,avoidance
baseline,350,70.0,2,82.812,96.589,2,0,7.32,False,avoidance
baseline,350,70.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,351,70.2,0,96.841,89.661,1,0,2.861,False,avoidance
baseline,351,70.2,1,81.997,81.428,2,0,14.903,False,avoidance
baseline,351,70.2,2,82.454,96.412,2,0,7.328,False,avoidance
baseline,351,70.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,352,70.4,0,96.606,89.985,1,0,2.606,False,avoidance
baseline,352,70.4,1,82.303,81.171,1,0,14.961,False,avoidance
baseline,352,70.4,2,82.103,96.22,1,0,7.34,False,avoidance
baseline,352,70.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,353,70.6,0,96.344,90.287,1,0,2.361,False,avoidance
baseline,353,70.6,1,82.7,81.117,2,0,14.807,False,avoidance
baseline,353,70.6,2,82.076,95.821,2,0,7.021,False,avoidance
baseline,353,70.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,354,70.8,0,96.054,90.563,1,0,2.129,False,avoidance
baseline,354,70.8,1,83.015,80.871,2,0,14.872,False,avoidance
baseline,354,70.8,2,81.723,95.633,2,0,7.072,False,avoidance
baseline,354,70.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,355,71.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,355,71.0,1,83.341,80.64,2,0,14.928,False,avoidance
baseline,355,71.0,2,81.379,95.428,2,0,7.129,False,avoidance
baseline,355,71.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,356,71.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,356,71.2,1,83.679,80.424,1,0,14.975,False,avoidance
baseline,356,71.2,2,81.045,95.209,1,0,7.189,False,avoidance
baseline,356,71.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,357,71.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,357,71.4,1,84.073,80.36,2,0,14.872,False,avoidance
baseline,357,71.4,2,81.103,94.813,2,0,6.866,False,avoidance
baseline,357,71.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,358,71.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,358,71.6,1,84.423,80.165,2,0,14.917,False,avoidance
baseline,358,71.6,2,80.764,94.6,2,0,6.97,False,avoidance
baseline,358,71.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,359,71.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,359,71.8,1,84.782,79.989,1,0,14.952,False,avoidance
baseline,359,71.8,2,80.436,94.372,1,0,7.077,False,avoidance
baseline,359,71.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,360,72.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,360,72.0,1,85.179,79.943,2,0,14.861,False,avoidance
baseline,360,72.0,2,80.554,93.99,2,0,6.751,False,avoidance
baseline,360,72.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,361,72.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,361,72.2,1,85.55,79.793,3,0,14.888,False,avoidance
baseline,361,72.2,2,80.218,93.773,2,0,6.904,False,avoidance
baseline,361,72.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,362,72.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,362,72.4,1,85.842,79.519,1,0,15.066,False,avoidance
baseline,362,72.4,2,79.894,93.538,1,0,7.057,False,avoidance
baseline,362,72.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,363,72.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,363,72.6,1,86.242,79.523,3,0,14.957,False,avoidance
baseline,363,72.6,2,80.071,93.179,2,0,6.728,False,avoidance
baseline,363,72.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,364,72.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,364,72.8,1,86.557,79.277,2,0,15.12,False,avoidance
baseline,364,72.8,2,79.737,92.959,1,0,6.927,False,avoidance
baseline,364,72.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,365,73.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,365,73.0,1,86.873,79.031,2,0,15.292,False,avoidance
baseline,365,73.0,2,79.943,92.615,1,0,6.598,False,avoidance
baseline,365,73.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,366,73.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,366,73.2,1,87.205,78.809,2,0,15.446,False,avoidance
baseline,366,73.2,2,80.15,92.273,1,0,6.276,False,avoidance
baseline,366,73.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,367,73.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,367,73.4,1,87.552,78.61,2,0,15.584,False,avoidance
baseline,367,73.4,2,80.359,91.932,1,0,5.963,False,avoidance
baseline,367,73.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,368,73.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,368,73.6,1,87.911,78.434,2,0,15.705,False,avoidance
baseline,368,73.6,2,80.569,91.592,1,0,5.66,False,avoidance
baseline,368,73.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,369,73.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,369,73.8,1,88.281,78.281,3,0,15.813,False,avoidance
baseline,369,73.8,2,80.78,91.252,3,0,5.368,False,avoidance
baseline,369,73.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,370,74.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,370,74.0,1,88.652,78.131,2,0,15.926,False,avoidance
baseline,370,74.0,2,80.409,91.103,1,0,5.699,False,avoidance
baseline,370,74.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,371,74.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,371,74.2,1,89.037,78.022,2,0,16.007,False,avoidance
baseline,371,74.2,2,80.656,90.789,1,0,5.402,False,avoidance
baseline,371,74.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,372,74.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,372,74.4,1,89.427,77.935,2,0,16.076,False,avoidance
baseline,372,74.4,2,80.903,90.475,2,0,5.119,False,avoidance
baseline,372,74.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,373,74.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,373,74.6,1,89.821,77.867,2,0,16.134,False,avoidance
baseline,373,74.6,2,80.689,90.137,1,0,5.313,False,avoidance
baseline,373,74.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,374,74.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,374,74.8,1,90.218,77.82,2,0,16.182,False,avoidance
baseline,374,74.8,2,80.972,89.855,2,0,5.03,False,avoidance
baseline,374,74.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,375,75.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,375,75.0,1,90.617,77.791,2,0,16.221,False,avoidance
baseline,375,75.0,2,80.732,89.534,1,0,5.288,False,avoidance
baseline,375,75.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,376,75.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,376,75.2,1,91.017,77.781,2,0,16.251,False,avoidance
baseline,376,75.2,2,81.051,89.293,2,0,4.999,False,avoidance
baseline,376,75.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,377,75.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,377,75.4,1,91.417,77.788,2,0,16.274,False,avoidance
baseline,377,75.4,2,80.785,88.994,1,0,5.311,False,avoidance
baseline,377,75.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,378,75.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,378,75.6,1,91.816,77.812,2,0,16.289,False,avoidance
baseline,378,75.6,2,81.138,88.805,2,0,5.007,False,avoidance
baseline,378,75.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,379,75.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,379,75.8,1,92.214,77.853,2,0,16.299,False,avoidance
baseline,379,75.8,2,80.85,88.527,1,0,5.356,False,avoidance
baseline,379,75.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,380,76.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,380,76.0,1,92.61,77.909,2,0,16.302,False,avoidance
baseline,380,76.0,2,81.235,88.416,2,0,5.021,False,avoidance
baseline,380,76.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,381,76.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,381,76.2,1,93.004,77.98,2,0,16.3,False,avoidance
baseline,381,76.2,2,80.932,88.155,1,0,5.394,False,avoidance
baseline,381,76.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,382,76.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,382,76.4,1,93.395,78.065,2,0,16.293,False,avoidance
baseline,382,76.4,2,81.318,88.259,2,0,4.995,False,avoidance
baseline,382,76.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,383,76.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,383,76.6,1,93.782,78.164,2,0,16.281,False,avoidance
baseline,383,76.6,2,81.006,88.008,2,0,5.376,False,avoidance
baseline,383,76.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,384,76.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,384,76.8,1,94.166,78.276,2,0,16.266,False,avoidance
baseline,384,76.8,2,80.715,87.734,1,0,5.75,False,avoidance
baseline,384,76.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,385,77.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,385,77.0,1,94.546,78.401,2,0,16.248,False,avoidance
baseline,385,77.0,2,81.107,87.814,2,0,5.359,False,avoidance
baseline,385,77.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,386,77.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,386,77.2,1,94.922,78.538,2,0,16.226,False,avoidance
baseline,386,77.2,2,80.807,87.55,1,0,5.742,False,avoidance
baseline,386,77.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,387,77.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,387,77.4,1,95.293,78.687,2,0,16.202,False,avoidance
baseline,387,77.4,2,81.098,87.824,2,0,5.363,False,avoidance
baseline,387,77.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,388,77.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,388,77.6,1,95.66,78.847,2,0,16.176,False,avoidance
baseline,388,77.6,2,80.799,87.559,1,0,5.746,False,avoidance
baseline,388,77.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,389,77.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,389,77.8,1,96.022,79.017,2,0,16.147,False,avoidance
baseline,389,77.8,2,81.108,87.813,2,0,5.359,False,avoidance
baseline,389,77.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,390,78.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,390,78.0,1,96.379,79.198,2,0,16.118,False,avoidance
baseline,390,78.0,2,80.808,87.548,1,0,5.742,False,avoidance
baseline,390,78.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,391,78.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,391,78.2,1,96.731,79.388,2,0,16.087,False,avoidance
baseline,391,78.2,2,81.097,87.824,2,0,5.364,False,avoidance
baseline,391,78.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,392,78.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,392,78.4,1,97.077,79.588,2,0,16.056,False,avoidance
baseline,392,78.4,2,80.798,87.559,1,0,5.746,False,avoidance
baseline,392,78.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,393,78.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,393,78.6,1,97.418,79.797,2,0,16.024,False,avoidance
baseline,393,78.6,2,81.109,87.811,2,0,5.359,False,avoidance
baseline,393,78.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,394,78.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,394,78.8,1,97.754,80.014,2,0,15.991,False,avoidance
baseline,394,78.8,2,80.809,87.546,1,0,5.742,False,avoidance
baseline,394,78.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,395,79.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,395,79.0,1,98.084,80.24,2,0,15.959,False,avoidance
baseline,395,79.0,2,81.095,87.825,2,0,5.365,False,avoidance
baseline,395,79.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,396,79.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,396,79.2,1,98.409,80.474,2,0,15.927,False,avoidance
baseline,396,79.2,2,80.796,87.559,1,0,5.748,False,avoidance
baseline,396,79.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,397,79.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,397,79.4,1,98.728,80.715,2,0,15.895,False,avoidance
baseline,397,79.4,2,81.11,87.808,2,0,5.359,False,avoidance
baseline,397,79.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,398,79.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,398,79.6,1,99.041,80.964,2,0,15.864,False,avoidance
baseline,398,79.6,2,80.809,87.544,1,0,5.742,False,avoidance
baseline,398,79.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,399,79.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,399,79.8,1,99.348,81.221,2,0,15.833,False,avoidance
baseline,399,79.8,2,81.093,87.825,2,0,5.367,False,avoidance
baseline,399,79.8,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,400,80.0,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,400,80.0,1,99.648,81.485,2,0,15.803,False,avoidance
baseline,400,80.0,2,80.794,87.56,1,0,5.749,False,avoidance
baseline,400,80.0,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,401,80.2,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,401,80.2,1,99.943,81.755,2,0,15.773,False,avoidance
baseline,401,80.2,2,81.111,87.805,2,0,5.36,False,avoidance
baseline,401,80.2,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,402,80.4,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,402,80.4,1,100.0,82.033,2,0,15.595,False,avoidance
baseline,402,80.4,2,80.81,87.54,1,0,5.743,False,avoidance
baseline,402,80.4,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,403,80.6,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,403,80.6,1,100.0,82.31,2,0,15.384,False,avoidance
baseline,403,80.6,2,81.091,87.825,2,0,5.369,False,avoidance
baseline,403,80.6,3,88.066,86.429,0,0,1.981,True,at_goal
baseline,404,80.8,0,95.735,90.804,0,0,1.913,True,at_goal
baseline,404,80.8,1,100.0,82.584,2,0,15.176,False,avoidance
