scenario,run_number,fusion_mode,false_positive_rate,false_negative_rate,noise_level,latency_steps,dropout_probability,confidence_error_level,collision_risk_count,unnecessary_avoidance_count,missed_response_count,fusion_recovery_count,mission_success,avg_response_time_s,total_near_misses,avg_formation_error,seed,group,runtime_seconds,status
faulty_sensor_naive_fusion,9,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,50,fusion_comparison,0.042,PASS
faulty_sensor_naive_fusion,10,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,51,fusion_comparison,0.0397,PASS
faulty_sensor_naive_fusion,11,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,52,fusion_comparison,0.0402,PASS
faulty_sensor_naive_fusion,12,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,53,fusion_comparison,0.0435,PASS
faulty_sensor_naive_fusion,13,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,54,fusion_comparison,0.0438,PASS
faulty_sensor_naive_fusion,14,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,55,fusion_comparison,0.041,PASS
faulty_sensor_naive_fusion,15,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,56,fusion_comparison,0.0416,PASS
faulty_sensor_naive_fusion,16,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,57,fusion_comparison,0.0405,PASS
faulty_sensor_naive_fusion,17,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,58,fusion_comparison,0.039,PASS
faulty_sensor_naive_fusion,18,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,59,fusion_comparison,0.0384,PASS
faulty_sensor_naive_fusion,19,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,60,fusion_comparison,0.0388,PASS
faulty_sensor_naive_fusion,20,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,61,fusion_comparison,0.0389,PASS
faulty_sensor_naive_fusion,21,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,62,fusion_comparison,0.0393,PASS
faulty_sensor_naive_fusion,22,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,63,fusion_comparison,0.0385,PASS
faulty_sensor_naive_fusion,23,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,64,fusion_comparison,0.039,PASS
faulty_sensor_naive_fusion,24,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,65,fusion_comparison,0.0387,PASS
faulty_sensor_naive_fusion,25,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,66,fusion_comparison,0.0382,PASS
faulty_sensor_naive_fusion,26,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,67,fusion_comparison,0.0385,PASS
faulty_sensor_naive_fusion,27,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,68,fusion_comparison,0.0388,PASS
faulty_sensor_naive_fusion,28,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,69,fusion_comparison,0.0384,PASS
faulty_sensor_naive_fusion,29,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,70,fusion_comparison,0.0391,PASS
faulty_sensor_naive_fusion,30,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,71,fusion_comparison,0.0396,PASS
faulty_sensor_naive_fusion,31,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,72,fusion_comparison,0.0406,PASS
faulty_sensor_naive_fusion,32,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,73,fusion_comparison,0.0427,PASS
faulty_sensor_naive_fusion,33,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,74,fusion_comparison,0.041,PASS
faulty_sensor_naive_fusion,34,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,75,fusion_comparison,0.0407,PASS
faulty_sensor_naive_fusion,35,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,76,fusion_comparison,0.0395,PASS
faulty_sensor_naive_fusion,36,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,77,fusion_comparison,0.0397,PASS
faulty_sensor_naive_fusion,37,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,78,fusion_comparison,0.0411,PASS
faulty_sensor_naive_fusion,38,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,79,fusion_comparison,0.0396,PASS
faulty_sensor_naive_fusion,39,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,80,fusion_comparison,0.0404,PASS
faulty_sensor_naive_fusion,40,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,81,fusion_comparison,0.0394,PASS
faulty_sensor_naive_fusion,41,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,82,fusion_comparison,0.0402,PASS
faulty_sensor_naive_fusion,42,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,83,fusion_comparison,0.0401,PASS
faulty_sensor_naive_fusion,43,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,84,fusion_comparison,0.0395,PASS
faulty_sensor_naive_fusion,44,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,85,fusion_comparison,0.0403,PASS
faulty_sensor_naive_fusion,45,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,86,fusion_comparison,0.0401,PASS
faulty_sensor_naive_fusion,46,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,87,fusion_comparison,0.0548,PASS
faulty_sensor_naive_fusion,47,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,88,fusion_comparison,0.0438,PASS
faulty_sensor_naive_fusion,48,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,89,fusion_comparison,0.0405,PASS
faulty_sensor_naive_fusion,49,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,90,fusion_comparison,0.0414,PASS
faulty_sensor_naive_fusion,50,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,91,fusion_comparison,0.0414,PASS
faulty_sensor_confidence_weighted_fusion,1,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,42,fusion_comparison,0.0428,PASS
faulty_sensor_confidence_weighted_fusion,2,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,43,fusion_comparison,0.042,PASS
faulty_sensor_confidence_weighted_fusion,3,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,44,fusion_comparison,0.0406,PASS
faulty_sensor_confidence_weighted_fusion,4,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,45,fusion_comparison,0.0402,PASS
faulty_sensor_confidence_weighted_fusion,5,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,46,fusion_comparison,0.0392,PASS
faulty_sensor_confidence_weighted_fusion,6,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,47,fusion_comparison,0.0405,PASS
faulty_sensor_confidence_weighted_fusion,7,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,48,fusion_comparison,0.0394,PASS
faulty_sensor_confidence_weighted_fusion,8,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,49,fusion_comparison,0.0398,PASS
faulty_sensor_confidence_weighted_fusion,9,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,50,fusion_comparison,0.0393,PASS
faulty_sensor_confidence_weighted_fusion,10,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,51,fusion_comparison,0.0389,PASS
faulty_sensor_confidence_weighted_fusion,11,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,52,fusion_comparison,0.0387,PASS
faulty_sensor_confidence_weighted_fusion,12,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,53,fusion_comparison,0.0391,PASS
faulty_sensor_confidence_weighted_fusion,13,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,54,fusion_comparison,0.0387,PASS
faulty_sensor_confidence_weighted_fusion,14,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,55,fusion_comparison,0.0391,PASS
faulty_sensor_confidence_weighted_fusion,15,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,56,fusion_comparison,0.039,PASS
faulty_sensor_confidence_weighted_fusion,16,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,57,fusion_comparison,0.0392,PASS
faulty_sensor_confidence_weighted_fusion,17,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,58,fusion_comparison,0.0391,PASS
faulty_sensor_confidence_weighted_fusion,18,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,59,fusion_comparison,0.0391,PASS
faulty_sensor_confidence_weighted_fusion,19,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,60,fusion_comparison,0.0388,PASS
faulty_sensor_confidence_weighted_fusion,20,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,61,fusion_comparison,0.0392,PASS
faulty_sensor_confidence_weighted_fusion,21,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,62,fusion_comparison,0.0394,PASS
faulty_sensor_confidence_weighted_fusion,22,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,63,fusion_comparison,0.039,PASS
faulty_sensor_confidence_weighted_fusion,23,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,64,fusion_comparison,0.0395,PASS
faulty_sensor_confidence_weighted_fusion,24,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,65,fusion_comparison,0.0388,PASS
faulty_sensor_confidence_weighted_fusion,25,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,66,fusion_comparison,0.039,PASS
faulty_sensor_confidence_weighted_fusion,26,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,67,fusion_comparison,0.0389,PASS
faulty_sensor_confidence_weighted_fusion,27,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,68,fusion_comparison,0.0387,PASS
faulty_sensor_confidence_weighted_fusion,28,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,69,fusion_comparison,0.0396,PASS
faulty_sensor_confidence_weighted_fusion,29,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,70,fusion_comparison,0.0427,PASS
faulty_sensor_confidence_weighted_fusion,30,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,71,fusion_comparison,0.0441,PASS
faulty_sensor_confidence_weighted_fusion,31,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,72,fusion_comparison,0.0402,PASS
faulty_sensor_confidence_weighted_fusion,32,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,73,fusion_comparison,0.0406,PASS
faulty_sensor_confidence_weighted_fusion,33,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,74,fusion_comparison,0.0403,PASS
faulty_sensor_confidence_weighted_fusion,34,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,75,fusion_comparison,0.04,PASS
faulty_sensor_confidence_weighted_fusion,35,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,76,fusion_comparison,0.0396,PASS
faulty_sensor_confidence_weighted_fusion,36,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,77,fusion_comparison,0.0389,PASS
faulty_sensor_confidence_weighted_fusion,37,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,78,fusion_comparison,0.0388,PASS
faulty_sensor_confidence_weighted_fusion,38,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,79,fusion_comparison,0.0387,PASS
faulty_sensor_confidence_weighted_fusion,39,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,80,fusion_comparison,0.0384,PASS
faulty_sensor_confidence_weighted_fusion,40,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,81,fusion_comparison,0.0389,PASS
faulty_sensor_confidence_weighted_fusion,41,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,82,fusion_comparison,0.0396,PASS
faulty_sensor_confidence_weighted_fusion,42,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,83,fusion_comparison,0.0396,PASS
faulty_sensor_confidence_weighted_fusion,43,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,84,fusion_comparison,0.0395,PASS
faulty_sensor_confidence_weighted_fusion,44,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,85,fusion_comparison,0.0395,PASS
faulty_sensor_confidence_weighted_fusion,45,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,86,fusion_comparison,0.0405,PASS
faulty_sensor_confidence_weighted_fusion,46,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,87,fusion_comparison,0.0395,PASS
faulty_sensor_confidence_weighted_fusion,47,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,88,fusion_comparison,0.0399,PASS
faulty_sensor_confidence_weighted_fusion,48,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,89,fusion_comparison,0.0424,PASS
faulty_sensor_confidence_weighted_fusion,49,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,90,fusion_comparison,0.0452,PASS
faulty_sensor_confidence_weighted_fusion,50,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,91,fusion_comparison,0.0414,PASS
faulty_sensor_trust_weighted_fusion_fixed,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,42,fusion_comparison,0.0395,PASS
faulty_sensor_trust_weighted_fusion_fixed,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,43,fusion_comparison,0.0395,PASS
faulty_sensor_trust_weighted_fusion_fixed,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,44,fusion_comparison,0.0397,PASS
faulty_sensor_trust_weighted_fusion_fixed,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,45,fusion_comparison,0.0391,PASS
faulty_sensor_trust_weighted_fusion_fixed,5,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,46,fusion_comparison,0.0392,PASS
faulty_sensor_trust_weighted_fusion_fixed,6,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,47,fusion_comparison,0.0404,PASS
faulty_sensor_trust_weighted_fusion_fixed,7,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,48,fusion_comparison,0.0394,PASS
faulty_sensor_trust_weighted_fusion_fixed,8,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,49,fusion_comparison,0.0403,PASS
faulty_sensor_trust_weighted_fusion_fixed,9,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,50,fusion_comparison,0.0412,PASS
faulty_sensor_trust_weighted_fusion_fixed,10,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,51,fusion_comparison,0.0435,PASS
faulty_sensor_trust_weighted_fusion_fixed,11,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,52,fusion_comparison,0.0434,PASS
faulty_sensor_trust_weighted_fusion_fixed,12,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,53,fusion_comparison,0.0412,PASS
faulty_sensor_trust_weighted_fusion_fixed,13,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,54,fusion_comparison,0.0394,PASS
faulty_sensor_trust_weighted_fusion_fixed,14,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,55,fusion_comparison,0.0391,PASS
faulty_sensor_trust_weighted_fusion_fixed,15,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,56,fusion_comparison,0.0463,PASS
faulty_sensor_trust_weighted_fusion_fixed,16,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,57,fusion_comparison,0.0416,PASS
faulty_sensor_trust_weighted_fusion_fixed,17,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,58,fusion_comparison,0.0404,PASS
faulty_sensor_trust_weighted_fusion_fixed,18,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,59,fusion_comparison,0.0401,PASS
faulty_sensor_trust_weighted_fusion_fixed,19,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,60,fusion_comparison,0.0394,PASS
faulty_sensor_trust_weighted_fusion_fixed,20,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,61,fusion_comparison,0.0394,PASS
faulty_sensor_trust_weighted_fusion_fixed,21,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,62,fusion_comparison,0.0393,PASS
faulty_sensor_trust_weighted_fusion_fixed,22,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,63,fusion_comparison,0.0394,PASS
faulty_sensor_trust_weighted_fusion_fixed,23,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,64,fusion_comparison,0.0408,PASS
faulty_sensor_trust_weighted_fusion_fixed,24,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,65,fusion_comparison,0.0401,PASS
faulty_sensor_trust_weighted_fusion_fixed,25,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,66,fusion_comparison,0.0399,PASS
faulty_sensor_trust_weighted_fusion_fixed,26,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,67,fusion_comparison,0.0388,PASS
faulty_sensor_trust_weighted_fusion_fixed,27,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,68,fusion_comparison,0.0389,PASS
faulty_sensor_trust_weighted_fusion_fixed,28,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,69,fusion_comparison,0.0385,PASS
faulty_sensor_trust_weighted_fusion_fixed,29,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,70,fusion_comparison,0.0388,PASS
faulty_sensor_trust_weighted_fusion_fixed,30,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,71,fusion_comparison,0.0388,PASS
faulty_sensor_trust_weighted_fusion_fixed,31,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,72,fusion_comparison,0.0396,PASS
faulty_sensor_trust_weighted_fusion_fixed,32,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,73,fusion_comparison,0.0399,PASS
faulty_sensor_trust_weighted_fusion_fixed,33,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,74,fusion_comparison,0.0396,PASS
faulty_sensor_trust_weighted_fusion_fixed,34,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,75,fusion_comparison,0.0397,PASS
faulty_sensor_trust_weighted_fusion_fixed,35,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,76,fusion_comparison,0.0396,PASS
faulty_sensor_trust_weighted_fusion_fixed,36,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,77,fusion_comparison,0.0401,PASS
faulty_sensor_trust_weighted_fusion_fixed,37,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,78,fusion_comparison,0.0392,PASS
faulty_sensor_trust_weighted_fusion_fixed,38,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,79,fusion_comparison,0.0395,PASS
faulty_sensor_trust_weighted_fusion_fixed,39,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,80,fusion_comparison,0.0392,PASS
faulty_sensor_trust_weighted_fusion_fixed,40,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,81,fusion_comparison,0.0389,PASS
faulty_sensor_trust_weighted_fusion_fixed,41,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,82,fusion_comparison,0.039,PASS
faulty_sensor_trust_weighted_fusion_fixed,42,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,83,fusion_comparison,0.0387,PASS
faulty_sensor_trust_weighted_fusion_fixed,43,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,84,fusion_comparison,0.0387,PASS
faulty_sensor_trust_weighted_fusion_fixed,44,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,85,fusion_comparison,0.0387,PASS
faulty_sensor_trust_weighted_fusion_fixed,45,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,86,fusion_comparison,0.0392,PASS
faulty_sensor_trust_weighted_fusion_fixed,46,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,87,fusion_comparison,0.0389,PASS
faulty_sensor_trust_weighted_fusion_fixed,47,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,88,fusion_comparison,0.0385,PASS
faulty_sensor_trust_weighted_fusion_fixed,48,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,89,fusion_comparison,0.0392,PASS
faulty_sensor_trust_weighted_fusion_fixed,49,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,90,fusion_comparison,0.0402,PASS
faulty_sensor_trust_weighted_fusion_fixed,50,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,91,fusion_comparison,0.0398,PASS
faulty_sensor_trust_weighted_fusion_dynamic,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,42,fusion_comparison,0.04,PASS
faulty_sensor_trust_weighted_fusion_dynamic,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,43,fusion_comparison,0.0389,PASS
faulty_sensor_trust_weighted_fusion_dynamic,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,44,fusion_comparison,0.0393,PASS
faulty_sensor_trust_weighted_fusion_dynamic,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,79,0,0,0,Yes,0.0,47,3.682,45,fusion_comparison,0.039,PASS
