scenario,fusion_mode,num_trials,mission_success_rate,mission_success_rate_ci95_lower,mission_success_rate_ci95_upper,collision_risk_count_mean,collision_risk_count_median,collision_risk_count_stdev,collision_risk_count_min,collision_risk_count_max,collision_risk_count_ci95_lower,collision_risk_count_ci95_upper,unnecessary_avoidance_count_mean,unnecessary_avoidance_count_median,unnecessary_avoidance_count_stdev,unnecessary_avoidance_count_min,unnecessary_avoidance_count_max,unnecessary_avoidance_count_ci95_lower,unnecessary_avoidance_count_ci95_upper,missed_response_count_mean,missed_response_count_median,missed_response_count_stdev,missed_response_count_min,missed_response_count_max,missed_response_count_ci95_lower,missed_response_count_ci95_upper,fusion_recovery_count_mean,fusion_recovery_count_median,fusion_recovery_count_stdev,fusion_recovery_count_min,fusion_recovery_count_max,fusion_recovery_count_ci95_lower,fusion_recovery_count_ci95_upper,avg_response_time_s_mean,avg_response_time_s_median,avg_response_time_s_stdev,avg_response_time_s_min,avg_response_time_s_max,avg_response_time_s_ci95_lower,avg_response_time_s_ci95_upper,total_near_misses_mean,total_near_misses_median,total_near_misses_stdev,total_near_misses_min,total_near_misses_max,total_near_misses_ci95_lower,total_near_misses_ci95_upper,avg_formation_error_mean,avg_formation_error_median,avg_formation_error_stdev,avg_formation_error_min,avg_formation_error_max,avg_formation_error_ci95_lower,avg_formation_error_ci95_upper,all_trials_passed,num_failed_trials
naive_fusion,naive_fusion,50,0.64,0.5014,0.7786,82.96,81.0,13.5194,66,137,79.096,86.824,0,0.0,0.0,0,0,0,0,9.64,9.0,3.0423,4,20,8.7705,10.5095,79.98,78.0,9.144,60,102,77.3665,82.5935,0.0416,0.038,0.0231,0.013,0.1,0.035,0.0483,43.8,43.5,8.5332,30,73,41.3611,46.2389,4.1165,4.062,0.2486,3.62,4.606,4.0455,4.1876,PASS,0
trust_weighted_fusion,trust_weighted_fusion,50,0.52,0.3758,0.6642,87.34,86.5,11.9328,62,131,83.9294,90.7506,0,0.0,0.0,0,0,0,0,10.3,10.0,3.0789,5,16,9.42,11.18,82.24,83.0,8.5418,65,113,79.7987,84.6813,0.0416,0.038,0.0231,0.013,0.1,0.035,0.0483,45.1,45.5,7.9057,30,64,42.8405,47.3595,4.1402,4.13,0.257,3.75,4.736,4.0668,4.2136,PASS,0
faulty_sensor_naive_fusion,naive_fusion,50,1.0,1.0,1.0,79,79.0,0.0,79,79,79,79,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,47.0,0.0,47,47,47,47,3.682,3.682,0.0,3.682,3.682,3.682,3.682,PASS,0
faulty_sensor_confidence_weighted_fusion,confidence_weighted_fusion,50,1.0,1.0,1.0,79,79.0,0.0,79,79,79,79,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,47.0,0.0,47,47,47,47,3.682,3.682,0.0,3.682,3.682,3.682,3.682,PASS,0
faulty_sensor_trust_weighted_fusion_fixed,trust_weighted_fusion,50,1.0,1.0,1.0,79,79.0,0.0,79,79,79,79,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,47.0,0.0,47,47,47,47,3.682,3.682,0.0,3.682,3.682,3.682,3.682,PASS,0
faulty_sensor_trust_weighted_fusion_dynamic,trust_weighted_fusion,50,1.0,1.0,1.0,79,79.0,0.0,79,79,79,79,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,47.0,0.0,47,47,47,47,3.682,3.682,0.0,3.682,3.682,3.682,3.682,PASS,0
faulty_sensor_covariance_weighted_fusion,covariance_weighted_fusion,50,1.0,1.0,1.0,79,79.0,0.0,79,79,79,79,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,47.0,0.0,47,47,47,47,3.682,3.682,0.0,3.682,3.682,3.682,3.682,PASS,0
