scenario,run_number,fusion_mode,false_positive_rate,false_negative_rate,noise_level,latency_steps,dropout_probability,confidence_error_level,collision_count,total_near_misses,collision_risk_count,minimum_separation,mission_success,mission_completion_time_s,avg_response_time_s,formation_error_rmse,unnecessary_avoidance_count,missed_response_count,hold_duration,wrong_decisions,swarm_stability,rmse_position_error,velocity_rmse,track_continuity,track_fragmentation,false_detections,missed_detections,false_tracks,missed_tracks,track_confirmation_time_steps,track_loss_duration_steps,average_track_lifetime_steps,association_errors,average_covariance,fused_position_rmse,covariance_consistency_nees,avg_sensor_contribution,stale_data_count,avg_faulty_sensor_influence,messages_sent,messages_received,messages_dropped,stale_messages,avg_message_delay_steps,communication_load,max_outage_duration_steps,avg_recovery_time_steps,expected_calibration_error,maximum_calibration_error,brier_score,negative_log_likelihood,overconfidence_rate,underconfidence_rate,n_samples,abstention_rate,correct_abstention_rate,unnecessary_abstention_rate,handoff_success_rate,handoff_failure_rate,time_in_degraded_mode,time_in_critical_mode,mean_safety_margin_increase,ghost_track_count,extended_target_fragmentation,doppler_ambiguity_count,multipath_false_track_count
moving_obstacle_approaching_swarm,1,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,100,0,,Yes,,0.0,3.084,0,0,0,0,0.3883,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
moving_obstacle_approaching_swarm,2,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,76,0,,Yes,,0.0,3.0428,0,0,0,0,0.3615,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
moving_obstacle_approaching_swarm,3,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,94,0,,Yes,,0.0,3.0693,0,0,0,0,0.3735,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
moving_obstacle_approaching_swarm,4,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,124,0,,Yes,,0.0,3.0731,0,0,0,0,0.3754,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
moving_obstacle_approaching_swarm,5,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,113,0,,Yes,,0.0,3.0558,0,0,0,0,0.3651,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_temporarily_lost,1,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,111,0,,Yes,,0.0,3.0703,0,0,0,0,0.3721,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_temporarily_lost,2,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,89,0,,Yes,,0.0,3.0803,0,0,0,0,0.3899,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_temporarily_lost,3,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,88,0,,Yes,,0.0,3.0803,0,0,0,0,0.3778,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_temporarily_lost,4,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,88,0,,Yes,,0.0,3.0778,0,0,0,0,0.3857,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_temporarily_lost,5,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,131,0,,Yes,,0.0,3.0799,0,0,0,0,0.3764,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_reappearing_after_dropout,1,no_fusion,0.0,0.0,0.0,0,0.03,0.0,0,77,1,,No,,0.0,3.1244,0,16,0,16,0.351,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_reappearing_after_dropout,2,no_fusion,0.0,0.0,0.0,0,0.03,0.0,0,49,0,,Yes,,0.0,3.0273,0,12,0,12,0.3837,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_reappearing_after_dropout,3,no_fusion,0.0,0.0,0.0,0,0.03,0.0,0,44,0,,Yes,,0.6,3.0425,0,0,0,0,0.3476,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_reappearing_after_dropout,4,no_fusion,0.0,0.0,0.0,0,0.03,0.0,0,47,7,,No,,0.617,3.1444,0,12,0,12,0.397,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_reappearing_after_dropout,5,no_fusion,0.0,0.0,0.0,0,0.03,0.0,0,83,0,,Yes,,0.0,2.9639,0,0,0,0,0.4171,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
clutter_near_real_target,1,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,26,0,,Yes,,0.0,6.819,936,0,0,936,3.2936,,,0.0,0,1210,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
clutter_near_real_target,2,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,54,0,,Yes,,0.0,4.0492,914,0,0,914,0.8601,,,0.0,0,1221,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
clutter_near_real_target,3,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,306,0,,No,,0.0,3.3132,820,0,0,820,0.7273,,,0.0,0,1272,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
clutter_near_real_target,4,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,204,0,,Yes,,0.0,7.617,898,0,0,898,2.7554,,,0.0,0,1240,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
clutter_near_real_target,5,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,73,0,,Yes,,0.0,6.5933,950,0,0,950,3.1632,,,0.0,0,1224,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
closely_spaced_targets,1,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,76,0,,Yes,,0.0,4.197,0,0,0,0,1.3193,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
closely_spaced_targets,2,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,51,0,,Yes,,0.0,4.4173,0,0,0,0,1.5463,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
closely_spaced_targets,3,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,76,0,,Yes,,0.0,4.063,0,0,0,0,1.1548,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
closely_spaced_targets,4,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,75,0,,Yes,,0.0,4.0724,0,0,0,0,1.1867,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
closely_spaced_targets,5,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,75,0,,Yes,,0.0,4.064,0,0,0,0,1.1604,,,0.0,0,0,0,0,0,,,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_clear,1,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,57,0,,Yes,,0.0,4.687,0,0,0,0,1.3392,0.5685,0.1133,0.3303,0,0,1,0,0,2,1,109.5,0,2.161,0.2733,,,0,,1906,442,1464,0,2,4.3122,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_clear,2,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,56,0,,Yes,,0.0,4.7667,0,0,0,0,1.4151,0.5992,0.1155,0.3321,0,0,1,0,0,2,1,110.25,0,2.1533,0.2751,,,0,,1920,445,1475,0,2,4.3146,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_clear,3,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,58,0,,Yes,,0.013,4.6083,0,0,0,0,1.2667,0.5741,0.113,0.3293,0,0,2,0,0,2,1,109,0,2.1738,0.3133,,,0,,1906,440,1466,0,2,4.3318,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_clear,4,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,48,0,,Yes,,0.0,4.3355,0,0,0,0,1.0514,0.576,0.1213,0.3364,0,0,2,0,0,2,1,111,0,2.1471,0.2771,,,0,,1918,448,1470,0,2,4.2812,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_clear,5,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,54,0,,Yes,,0.0,4.5029,0,0,0,0,1.2045,0.5876,0.1152,0.3361,0,0,1,0,0,2,1,111.5,0,2.1407,0.2989,,,0,,1928,450,1478,0,2,4.2844,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_low_visibility,1,no_fusion,0.0,0.35,2.0,0,0.01,0.2,0,42,0,,Yes,,0.138,4.4264,4,19,0,23,1.1624,0.6434,0.1122,0.3051,20,7,173,0,0,4.4762,1.9438,17.2083,4,10.3855,0.4794,,,0,,1862,437,1425,0,2,4.2609,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_low_visibility,2,no_fusion,0.0,0.35,2.0,0,0.01,0.2,0,50,0,,Yes,,0.15,4.9347,2,25,0,27,1.4458,0.5937,0.1224,0.2996,16,4,175,0,0,4.375,1.75,20.3,2,9.0675,0.499,,,0,,1798,426,1372,0,2,4.2207,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_low_visibility,3,no_fusion,0.0,0.35,2.0,0,0.01,0.2,0,64,0,,Yes,,0.188,4.8286,6,24,0,30,1.4024,0.6009,0.1175,0.3055,13,6,177,0,0,3.8667,1.7353,24.3529,0,7.3936,0.4333,,,0,,1842,431,1411,0,2,4.2738,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_low_visibility,4,no_fusion,0.0,0.35,2.0,0,0.01,0.2,0,53,0,,Yes,,0.163,4.7132,6,18,0,24,1.3849,0.5918,0.1136,0.3111,11,9,160,0,0,4.9091,1.7391,27.6667,3,7.2034,0.4125,,,0,,1826,430,1396,0,2,4.2465,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_low_visibility,5,no_fusion,0.0,0.35,2.0,0,0.01,0.2,0,53,0,,Yes,,0.163,4.6032,2,24,0,26,1.2514,0.6059,0.1109,0.3062,16,8,167,0,0,4.8182,1.6373,20.4,6,9.2014,0.6636,,,0,,1854,428,1426,0,2,4.3318,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_fog,1,no_fusion,0.0,0.55,3.5,0,0.04,0.3,0,43,0,,Yes,,0.35,3.7691,2,34,0,36,0.7688,0.6608,0.1139,0.248,39,6,296,0,0,3.9091,2.9899,8.0698,4,24.9621,0.7477,,,0,,1584,390,1194,0,2,4.0615,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_fog,2,no_fusion,0.0,0.55,3.5,0,0.04,0.3,0,57,0,,Yes,,0.513,3.9346,11,33,0,44,0.8675,0.6492,0.1121,0.2434,36,15,307,0,0,4,3.1327,8.6,4,23.6533,0.6863,,,0,,1516,384,1132,0,2,3.9479,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_fog,3,no_fusion,0.0,0.55,3.5,0,0.04,0.3,0,43,0,,Yes,,0.4,4.6805,8,27,0,35,1.5071,0.6312,0.1116,0.2506,40,13,282,0,0,2.75,2.7647,8.0455,4,25.4616,0.6585,,,0,,1620,398,1222,0,2,4.0704,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_fog,4,no_fusion,0.0,0.55,3.5,0,0.04,0.3,0,38,0,,Yes,,0.463,4.1723,9,28,0,37,1.0238,0.6229,0.1091,0.2417,37,11,278,0,0,5.3333,3.1236,8.1463,2,23.8995,0.8013,,,0,,1470,375,1095,0,2,3.92,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_fog,5,no_fusion,0.0,0.55,3.5,0,0.04,0.3,0,45,0,,Yes,,0.488,4.7154,10,30,0,40,1.5171,0.6701,0.1244,0.2306,37,10,300,0,0,3.8667,3.3333,8.0976,0,24.5821,0.7946,,,0,,1448,373,1075,0,2,3.882,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_heavy_clutter,1,no_fusion,0.0,0.1,0.5,0,0.0,0.05,0,7,0,,No,,0.05,7.5845,1447,2,0,1449,2.1378,0.6797,0.1118,0.317,31,2147,158,0,0,3.3,1.2742,24.4333,710,4.5281,0.7082,,,0,,3128,755,2373,0,2,4.143,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_heavy_clutter,2,no_fusion,0.0,0.1,0.5,0,0.0,0.05,0,26,0,,No,,0.013,5.3733,1382,4,0,1386,1.4531,0.6455,0.1108,0.3247,21,2093,150,0,0,3.2353,1.2821,35.0952,691,3.5341,0.4941,,,0,,3258,754,2504,0,2,4.321,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_heavy_clutter,3,no_fusion,0.0,0.1,0.5,0,0.0,0.05,0,11,0,,No,,0.038,2.9608,1404,2,0,1406,0.7649,0.6418,0.1059,0.3176,21,2182,133,0,0,3.7,1.1875,47.0625,696,2.8016,0.4252,,,0,,3372,759,2613,0,2,4.4427,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_heavy_clutter,4,no_fusion,0.0,0.1,0.5,0,0.0,0.05,0,13,0,,No,,0.062,7.6135,1396,7,0,1403,1.9514,0.6674,0.1165,0.3247,39,2098,138,0,0,3.0909,1.2,25.8276,702,3.1961,0.6319,,,0,,3108,753,2355,0,2,4.1275,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_heavy_clutter,5,no_fusion,0.0,0.1,0.5,0,0.0,0.05,0,10,0,,No,,0.075,5.5738,1475,0,0,1475,1.5551,0.6723,0.1111,0.3014,15,2140,129,0,0,4.3333,1.2286,46.7333,655,3.5439,0.7021,,,0,,3026,712,2314,0,2,4.25,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_communication_delay,1,no_fusion,0.0,0.0,0.0,6,0.01,0.0,0,54,31,,No,,2.425,3.9201,0,0,0,0,0.7649,0.5258,0.1112,0.3503,1,0,36,0,0,2,3.6,91.6,0,2.3916,0.2799,,,0,,1980,463,1517,0,2,4.2765,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_communication_delay,2,no_fusion,0.0,0.0,0.0,6,0.01,0.0,0,55,26,,No,,2.4,4.0065,0,6,0,6,0.8304,0.5147,0.1094,0.3532,1,0,31,0,0,2,3.875,92.4,0,2.4278,0.3007,,,0,,1996,467,1529,0,2,4.2741,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_communication_delay,3,no_fusion,0.0,0.0,0.0,6,0.01,0.0,0,61,26,,No,,2.4,3.7303,0,12,0,12,0.6374,0.5421,0.1112,0.3346,5,0,58,0,0,2,3.4118,48.8889,0,3.5633,0.3254,,,0,,1912,449,1463,0,2,4.2584,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_communication_delay,4,no_fusion,0.0,0.0,0.0,6,0.01,0.0,0,61,19,,No,,2.4,4.1017,0,0,0,0,0.8662,0.5687,0.1136,0.3395,3,0,44,0,0,2,3.6667,63.8571,0,2.9843,0.3173,,,0,,1946,454,1492,0,2,4.2863,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_communication_delay,5,no_fusion,0.0,0.0,0.0,6,0.01,0.0,0,66,17,,No,,2.413,5.3467,0,0,0,0,1.8539,0.554,0.1087,0.3427,1,0,33,0,0,2.6,3.6667,90.8,0,2.4893,0.2577,,,0,,1964,459,1505,0,2,4.2789,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_partial_sensor_failure,1,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,75,125,,No,,23.317,3.1904,0,194,0,194,0.4001,1.8098,0.1179,0.0027,0,0,404,0,0,,80.8,4,0,61.357,1.8098,,,0,,10,5,5,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_partial_sensor_failure,2,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,102,163,,No,,17.422,3.6108,0,302,0,302,0.6379,0.7023,0.0315,0.0054,1,0,400,0,0,,66.6667,4,0,61.357,0.7023,,,0,,20,10,10,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_partial_sensor_failure,3,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,106,158,,No,,25.08,3.1185,0,307,0,307,0.3202,,,0.0,0,0,397,0,0,,99.25,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_partial_sensor_failure,4,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,97,162,,No,,17.569,3.0708,0,296,0,296,0.3515,2.1363,0.078,0.0107,0,0,396,0,0,,49.5,4,0,61.357,2.1363,,,0,,40,20,20,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
env_partial_sensor_failure,5,no_fusion,0.0,0.0,0.0,0,0.0,0.0,0,79,119,,No,,19.1,3.1495,0,220,0,220,0.3194,1.8299,0.0265,0.0053,1,0,401,0,0,,66.8333,4,0,61.357,1.8299,,,0,,20,10,10,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
perfect_communication,1,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,46,0,,Yes,,0.038,4.0577,0,7,0,7,0.8047,0.6434,0.1113,0.3264,1,0,69,0,0,4,1.1897,85.4,0,2.8981,0.2846,,,0,,3808,1460,2348,0,0,8.8148,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
perfect_communication,2,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,64,0,,Yes,,0.088,4.0537,0,9,0,9,0.765,0.6264,0.1112,0.319,4,0,88,0,0,2.875,1.2394,52.625,0,3.7072,0.2631,,,0,,3824,1459,2365,0,0,8.9138,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
perfect_communication,3,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,46,0,,Yes,,0.038,4.2779,0,7,0,7,1.0013,0.6221,0.1159,0.3215,3,0,83,0,0,5,1.3387,60.4286,0,3.6584,0.2566,,,0,,3762,1438,2324,0,0,8.7488,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
perfect_communication,4,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,53,0,,Yes,,0.062,3.9985,0,13,0,13,0.7301,0.6086,0.1111,0.3226,2,0,69,0,0,2,1.2321,70.6667,0,2.9526,0.2079,,,0,,3838,1464,2374,0,0,8.9256,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
perfect_communication,5,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,50,0,,Yes,,0.025,4.275,0,9,0,9,0.9708,0.5943,0.1166,0.3239,2,0,85,0,0,3.8333,1.25,71.3333,0,3.2314,0.2503,,,0,,3704,1440,2264,0,0,8.5346,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
low_packet_loss,1,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,46,0,,Yes,,0.038,4.1188,0,10,0,10,0.848,0.6444,0.1111,0.3259,1,0,69,0,0,4,1.1897,85.2,0,2.9037,0.2945,,,0,,3808,1399,2409,0,1,8.8353,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
low_packet_loss,2,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,63,0,,Yes,,0.088,4.0547,0,9,0,9,0.7651,0.627,0.1114,0.319,4,0,88,0,0,2.875,1.2394,52.625,0,3.7072,0.2647,,,0,,3824,1403,2421,0,1,8.9138,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
low_packet_loss,3,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,44,0,,Yes,,0.038,4.218,0,8,0,8,0.9568,0.6538,0.1188,0.3246,4,0,73,0,0,4.25,1.3774,53.25,0,3.8032,0.2844,,,0,,3818,1397,2421,0,1,8.7972,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
low_packet_loss,4,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,53,0,,Yes,,0.062,3.9977,0,13,0,13,0.7295,0.6085,0.1111,0.3226,2,0,69,0,0,2,1.2321,70.6667,0,2.9526,0.2112,,,0,,3838,1403,2435,0,1,8.9256,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
low_packet_loss,5,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,48,0,,Yes,,0.025,4.3416,0,9,0,9,1.0271,0.6024,0.1151,0.3221,2,0,84,0,0,3.8333,1.3125,70.8333,0,3.2438,0.2436,,,0,,3726,1394,2332,0,1,8.645,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_packet_loss,1,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,52,0,,Yes,,0.038,4.1219,0,10,0,10,0.8441,0.6444,0.1111,0.3249,1,0,69,0,0,4,1.1897,85.2,0,2.9037,0.3186,,,0,,3808,1031,2777,0,1,8.8353,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_packet_loss,2,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,63,0,,Yes,,0.088,4.0549,0,9,0,9,0.7671,0.6269,0.1113,0.3188,4,0,88,0,0,2.875,1.2394,52.625,0,3.7072,0.3079,,,0,,3824,1055,2769,0,1,8.9138,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_packet_loss,3,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,52,0,,Yes,,0.038,4.1208,0,9,0,9,0.8655,0.6156,0.1179,0.3226,5,0,77,0,0,4.25,1.4,47.3333,0,4.2449,0.2957,,,0,,3822,1046,2776,0,1,8.7862,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_packet_loss,4,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,47,0,,Yes,,0.062,4.0523,0,9,0,9,0.7898,0.6226,0.1152,0.3243,2,0,71,0,0,3,1.3654,71.1667,0,3.0528,0.2589,,,0,,3800,1028,2772,0,1,8.776,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_packet_loss,5,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,56,0,,Yes,,0.025,4.2852,0,11,0,11,0.9791,0.5733,0.1153,0.3183,6,0,99,0,0,3.5556,1.4559,42.3,0,4.9886,0.2747,,,0,,3722,1043,2679,0,1,8.5958,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
short_communication_range,1,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,46,0,,Yes,,0.038,4.0577,0,7,0,7,0.8047,0.6434,0.1113,0.3264,1,0,69,0,0,4,1.1897,85.4,0,2.8981,0.2846,,,0,,3808,1460,2348,0,1,8.8148,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
short_communication_range,2,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,64,0,,Yes,,0.088,4.0537,0,9,0,9,0.765,0.6264,0.1112,0.319,4,0,88,0,0,2.875,1.2394,52.625,0,3.7072,0.2631,,,0,,3824,1459,2365,0,1,8.9138,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
short_communication_range,3,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,46,0,,Yes,,0.038,4.2779,0,7,0,7,1.0013,0.6221,0.1159,0.3215,3,0,83,0,0,5,1.3387,60.4286,0,3.6584,0.2566,,,0,,3762,1438,2324,0,1,8.7488,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
short_communication_range,4,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,53,0,,Yes,,0.062,3.9985,0,13,0,13,0.7301,0.6086,0.1111,0.3226,2,0,69,0,0,2,1.2321,70.6667,0,2.9526,0.2079,,,0,,3838,1464,2374,0,1,8.9256,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
short_communication_range,5,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,50,0,,Yes,,0.025,4.275,0,9,0,9,0.9708,0.5943,0.1166,0.3239,2,0,85,0,0,3.8333,1.25,71.3333,0,3.2314,0.2503,,,0,,3704,1440,2264,0,1,8.5346,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
