scenario,run_number,fusion_mode,false_positive_rate,false_negative_rate,noise_level,latency_steps,dropout_probability,confidence_error_level,collision_count,total_near_misses,collision_risk_count,minimum_separation,mission_success,mission_completion_time_s,avg_response_time_s,formation_error_rmse,unnecessary_avoidance_count,missed_response_count,hold_duration,wrong_decisions,swarm_stability,rmse_position_error,velocity_rmse,track_continuity,track_fragmentation,false_detections,missed_detections,false_tracks,missed_tracks,track_confirmation_time_steps,track_loss_duration_steps,average_track_lifetime_steps,association_errors,average_covariance,fused_position_rmse,covariance_consistency_nees,avg_sensor_contribution,stale_data_count,avg_faulty_sensor_influence,messages_sent,messages_received,messages_dropped,stale_messages,avg_message_delay_steps,communication_load,max_outage_duration_steps,avg_recovery_time_steps,expected_calibration_error,maximum_calibration_error,brier_score,negative_log_likelihood,overconfidence_rate,underconfidence_rate,n_samples,abstention_rate,correct_abstention_rate,unnecessary_abstention_rate,handoff_success_rate,handoff_failure_rate,time_in_degraded_mode,time_in_critical_mode,mean_safety_margin_increase,ghost_track_count,extended_target_fragmentation,doppler_ambiguity_count,multipath_false_track_count
delayed_track_sharing,1,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,46,0,,Yes,,0.038,4.0577,0,7,0,7,0.8047,0.6434,0.1113,0.3264,1,0,69,0,0,4,1.1897,85.4,0,2.8981,0.2846,,,0,,3808,1460,2348,0,5,8.8148,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
delayed_track_sharing,2,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,64,0,,Yes,,0.088,4.0537,0,9,0,9,0.765,0.6264,0.1112,0.319,4,0,88,0,0,2.875,1.2394,52.625,0,3.7072,0.2631,,,0,,3824,1459,2365,0,5,8.9138,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
delayed_track_sharing,3,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,46,0,,Yes,,0.038,4.2779,0,7,0,7,1.0013,0.6221,0.1159,0.3215,3,0,83,0,0,5,1.3387,60.4286,0,3.6584,0.2566,,,0,,3762,1438,2324,0,5,8.7488,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
delayed_track_sharing,4,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,53,0,,Yes,,0.062,3.9985,0,13,0,13,0.7301,0.6086,0.1111,0.3226,2,0,69,0,0,2,1.2321,70.6667,0,2.9526,0.2079,,,0,,3838,1464,2374,0,5,8.9256,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
delayed_track_sharing,5,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,50,0,,Yes,,0.025,4.275,0,9,0,9,0.9708,0.5943,0.1166,0.3239,2,0,85,0,0,3.8333,1.25,71.3333,0,3.2314,0.2503,,,0,,3704,1440,2264,0,5,8.5346,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
communication_outage,1,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,43,0,,Yes,,0.038,4.1039,0,12,0,12,0.8369,0.6388,0.1109,0.3241,1,0,70,0,0,4,1.1864,84.8,0,2.9285,0.3639,,,0,,3808,429,3379,0,0,8.8765,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
communication_outage,2,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,63,0,,Yes,,0.088,4.057,0,9,0,9,0.7697,0.6274,0.1113,0.3188,4,0,88,0,0,2.875,1.2394,52.625,0,3.7072,0.3775,,,0,,3824,429,3395,0,0,8.9138,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
communication_outage,3,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,48,0,,Yes,,0.038,4.0983,0,11,0,11,0.8468,0.6042,0.1131,0.3303,2,0,77,0,0,5,1.2419,72.1667,0,3.1837,0.3316,,,0,,3826,439,3387,0,0,8.7153,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
communication_outage,4,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,53,0,,Yes,,0.062,4.1462,0,14,0,14,0.8524,0.6373,0.1083,0.3223,1,0,70,0,0,2,1.2281,84.8,0,2.6413,0.3482,,,0,,3778,429,3349,0,0,8.8065,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
communication_outage,5,trust_weighted_fusion,0.0,0.2,1.5,0,0.0,0.15,0,70,0,,Yes,,0.025,4.2294,0,13,0,13,0.9134,0.6025,0.1146,0.3224,2,0,83,0,0,3.8333,1.2769,71.5,0,3.2239,0.3427,,,0,,3734,435,3299,0,0,8.5839,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_naive_fusion,1,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,0,94,0,,Yes,,0.0,4.4534,0,0,0,0,1.1718,1.7901,0.1863,0.3114,0,0,0,0,0,2,,106.5,0,2.1913,1.0014,,,0,,1874,1444,430,0,2,4.3581,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_naive_fusion,2,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,0,95,0,,Yes,,0.0,4.599,0,0,0,0,1.2649,1.8381,0.1949,0.3119,0,0,3,0,0,2,1,106.5,0,2.1958,1.0262,,,0,,1876,1400,476,0,2,4.3628,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_naive_fusion,3,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,0,104,0,,Yes,,0.013,5.1669,0,0,0,0,1.7942,1.7098,0.1721,0.3117,0,0,2,0,0,2,1,108,0,2.1844,0.9353,,,0,,1878,1390,488,0,2,4.3073,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_naive_fusion,4,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,0,78,0,,Yes,,0.0,4.7519,0,0,0,0,1.367,1.8519,0.196,0.3162,0,0,0,0,0,2,,107,0,2.1859,1.0976,,,0,,1884,1390,494,0,2,4.3611,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_naive_fusion,5,naive_fusion,0.0,0.0,0.0,0,0.0,0.0,0,110,0,,Yes,,0.0,4.2793,0,0,0,0,1.0155,1.7879,0.1941,0.3079,0,0,1,0,0,2,1,105.75,0,2.2011,0.9955,,,0,,1868,1429,439,0,2,4.3747,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_confidence_weighted_fusion,1,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,92,0,,Yes,,0.0,4.5599,0,0,0,0,1.2502,1.7741,0.1806,0.3077,0,0,0,0,0,2,,105,0,2.2079,1.3323,,,0,,1850,1426,424,0,2,4.3632,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_confidence_weighted_fusion,2,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,162,0,,Yes,,0.0,4.5217,0,0,0,0,1.2983,1.7981,0.1867,0.2932,0,0,4,0,0,2,1,105.25,0,2.2116,1.3288,,,0,,1854,1403,451,0,2,4.3624,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_confidence_weighted_fusion,3,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,132,0,,Yes,,0.013,4.7641,0,0,0,0,1.4935,1.8102,0.1985,0.3012,0,0,3,0,0,2,1,106.5,0,2.2021,1.3217,,,0,,1854,1388,466,0,2,4.3116,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_confidence_weighted_fusion,4,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,131,0,,Yes,,0.0,4.2521,0,0,0,0,0.99,1.8212,0.1858,0.3012,0,0,1,0,0,2,1,104.75,0,2.2122,1.4072,,,0,,1848,1383,465,0,2,4.3688,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_confidence_weighted_fusion,5,confidence_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,88,0,,Yes,,0.0,4.3203,0,0,0,0,1.0565,1.7875,0.1918,0.3086,0,0,1,0,0,2,1,105,0,2.2094,1.3387,,,0,,1856,1416,440,0,2,4.3774,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_fixed,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,114,0,,Yes,,0.0,4.4221,0,0,0,0,1.175,1.765,0.1811,0.2999,0,0,0,0,0,2,,104.25,0,2.2164,1.6229,,,0,,1838,1417,421,0,2,4.3658,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_fixed,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,90,0,,Yes,,0.0,4.7665,0,0,0,0,1.415,1.8174,0.188,0.3087,0,0,1,0,0,2,1,105.25,0,2.2066,1.6374,,,0,,1850,1381,469,0,2,4.3529,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_fixed,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,94,0,,Yes,,0.013,5.1644,0,0,0,0,1.7939,1.7407,0.1808,0.3104,0,0,4,0,0,2,1,107.25,0,2.1958,1.5107,,,0,,1852,1395,457,0,2,4.2771,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_fixed,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,99,0,,Yes,,0.0,4.4659,0,0,0,0,1.1381,1.853,0.187,0.3043,0,0,1,0,0,2,1,104,0,2.2207,1.7883,,,0,,1834,1372,462,0,2,4.3667,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_fixed,5,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,163,1,,No,,0.0,4.2552,0,0,0,0,1.0641,1.8351,0.1989,0.2898,0,0,1,0,0,2,1,103.75,0,2.2236,1.7709,,,0,,1834,1367,467,0,2,4.3771,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_dynamic,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,86,0,,Yes,,0.0,4.4583,0,0,0,0,1.1615,1.7659,0.1821,0.3073,0,0,0,0,0,2,,104.5,0,2.2135,1.6234,,,0,,1844,1422,422,0,2,4.3697,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_dynamic,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,97,0,,Yes,,0.0,4.7527,0,0,0,0,1.4278,1.8176,0.1872,0.3064,0,0,1,0,0,2,1,105.25,0,2.2066,1.6272,,,0,,1850,1381,469,0,2,4.3529,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_dynamic,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,95,0,,Yes,,0.013,5.2159,0,0,0,0,1.8249,1.7591,0.1811,0.3092,0,0,4,0,0,2,1,106.5,0,2.204,1.5353,,,0,,1848,1388,460,0,2,4.2977,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_dynamic,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,202,7,,No,,0.0,4.3504,0,0,0,0,1.1794,1.8529,0.187,0.2805,0,0,1,0,0,2,1,104,0,2.2207,1.7814,,,0,,1834,1372,462,0,2,4.3667,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_trust_weighted_fusion_dynamic,5,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,101,0,,Yes,,0.0,4.3136,0,0,0,0,1.0455,1.8351,0.1989,0.3031,0,0,1,0,0,2,1,103.75,0,2.2236,1.7696,,,0,,1834,1367,467,0,2,4.3771,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_covariance_weighted_fusion,1,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,70,0,,Yes,,0.0,4.5929,0,0,0,0,1.2625,1.7901,0.1855,0.3118,0,0,1,0,0,2,1,105,0,2.2094,1.3091,,,0,,1854,1430,424,0,2,4.3726,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_covariance_weighted_fusion,2,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,132,0,,Yes,,0.0,4.703,0,0,0,0,1.421,1.8112,0.1932,0.3063,0,0,1,0,0,2,1,107.75,0,2.1793,1.2728,,,0,,1868,1365,503,0,2,4.2943,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_covariance_weighted_fusion,3,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,149,0,,Yes,,0.013,5.2708,0,0,0,0,1.9632,1.7118,0.1754,0.2963,0,0,2,0,0,2,1,106.5,0,2.2006,1.1515,,,0,,1856,1374,482,0,2,4.3163,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_covariance_weighted_fusion,4,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,114,0,,Yes,,0.0,4.6784,0,0,0,0,1.2868,1.8555,0.2009,0.3091,0,0,0,0,0,2,,106,0,2.1968,1.4037,,,0,,1862,1370,492,0,2,4.3505,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
faulty_sensor_covariance_weighted_fusion,5,covariance_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,118,0,,Yes,,0.0,4.6527,0,0,0,0,1.3648,1.7822,0.1901,0.306,0,0,1,0,0,2,1,106.25,0,2.1956,1.2434,,,0,,1854,1407,447,0,2,4.3217,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_low_P_D,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,40,37,,No,,1.738,4.0975,0,80,0,80,1.0605,0.7883,0.1017,0.103,33,0,406,0,0,5,9.2273,4.2703,0,53.2733,1.0851,,,0,,592,391,201,0,2,3.0359,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_low_P_D,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,72,45,,No,,1.312,4.7145,0,81,0,81,1.9837,0.6127,0.108,0.1092,27,0,409,0,0,,8.7021,5.2258,0,43.3878,2.4316,,,0,,600,367,233,0,2,3.1088,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_low_P_D,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,104,86,,No,,1.975,3.5781,0,163,0,163,0.6702,0.6114,0.2157,0.0704,22,0,448,0,0,0,14,4.2692,0,51.229,1.9514,,,0,,372,223,149,0,2,2.7153,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_low_P_D,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,80,30,,No,,0.875,3.9715,0,81,0,81,1.111,1.9413,0.1168,0.0992,28,0,407,0,0,,9.9268,4.625,0,48.4745,3.1849,,,0,,520,322,198,0,2,2.8889,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_low_P_D,5,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,49,74,,No,,1.338,5.0664,0,99,0,99,1.8723,0.8477,0.301,0.1178,30,0,418,0,0,2,9.5,4.9706,0,43.2923,2.9121,,,0,,598,339,259,0,2,2.9458,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_high_P_FA,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,70,0,,Yes,,0.0,4.2046,187,0,0,187,0.9121,0.6086,0.1146,0.325,0,294,3,0,0,2,1,114.75,104,1.9362,0.2258,,,0,,1996,1533,463,0,2,4.311,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_high_P_FA,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,41,0,,Yes,,0.013,3.1933,210,0,0,210,0.4092,0.6428,0.1161,0.3382,0,341,1,0,0,2,1,123.25,128,2.0348,0.1925,,,0,,2228,1731,497,0,2,4.4829,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_high_P_FA,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,91,0,,Yes,,0.0,3.8648,228,0,0,228,0.7603,0.6293,0.1205,0.3261,4,346,2,0,0,2,1,94.8,114,2.1423,0.2153,,,0,,2084,1609,475,0,2,4.3874,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_high_P_FA,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,68,0,,Yes,,0.0,3.761,188,0,0,188,0.7167,0.6251,0.1138,0.3276,1,301,3,0,0,2,1,91.8,108,2.1671,0.2022,,,0,,2042,1578,464,0,2,4.4009,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
very_high_P_FA,5,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,70,0,,Yes,,0.0,4.0745,211,0,0,211,0.4362,0.6705,0.1163,0.3193,7,317,1,0,0,3,1,74.6667,102,2.0593,0.2262,,,0,,1964,1516,448,0,2,4.3839,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_clutter,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,48,0,,Yes,,0.0,4.9597,22,0,0,22,1.7296,0.5995,0.1102,0.3358,0,38,1,0,0,2.75,1,112.5,17,2.1755,0.2003,,,0,,1966,1512,454,0,2,4.3304,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_clutter,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,55,0,,Yes,,0.0,4.3889,27,0,0,27,1.0714,0.6185,0.1131,0.3331,2,48,3,0,0,1.8,1,89.2,20,2.2607,0.1921,,,0,,1932,1483,449,0,2,4.3029,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_clutter,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,86,0,,Yes,,0.013,4.3001,27,0,0,27,1.3155,0.6176,0.1184,0.3284,4,44,2,0,0,2.75,1,74.8333,17,2.2641,0.1917,,,0,,1976,1524,452,0,2,4.3717,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_clutter,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,42,0,,Yes,,0.0,4.9322,24,0,0,24,1.5771,0.606,0.1095,0.3364,0,45,1,0,0,2,1,112.25,20,2.1332,0.2041,,,0,,1944,1491,453,0,2,4.2914,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_clutter,5,trust_weighted_fusion,0.0,0.0,0.0,0,0.0,0.0,0,50,0,,Yes,,0.0,4.9887,31,0,0,31,1.5541,0.5892,0.1155,0.3336,0,41,1,0,0,2.75,1,111.25,10,2.1884,0.1693,,,0,,1936,1487,449,0,2,4.3118,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_latency,1,trust_weighted_fusion,0.0,0.0,0.0,20,0.0,0.0,0,73,56,,No,,8.0,13.9433,0,3,0,3,8.3636,0.7332,0.1265,0.3459,3,0,93,0,0,3.1429,8.4545,67.2857,0,3.0813,0.571,,,0,,2092,1584,508,0,2,4.3766,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_latency,2,trust_weighted_fusion,0.0,0.0,0.0,20,0.0,0.0,0,70,56,,No,,8.0,13.1721,0,4,0,4,7.8019,0.8633,0.1922,0.3445,4,0,96,0,0,2.8571,9.6,58.25,0,3.6987,1.0177,,,0,,2078,1586,492,0,2,4.384,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_latency,3,trust_weighted_fusion,0.0,0.0,0.0,20,0.0,0.0,0,71,57,,No,,8.0,13.0713,0,5,0,5,7.7408,1.1247,0.1294,0.348,7,0,96,0,0,2.7143,7.3846,42.3636,0,4.305,1.6018,,,0,,2102,1565,537,0,2,4.4067,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_latency,4,trust_weighted_fusion,0.0,0.0,0.0,20,0.0,0.0,0,73,55,,No,,8.0,12.6423,0,5,0,5,7.4555,0.7588,0.1192,0.3448,5,0,92,0,0,2.2857,9.2,51.5556,0,3.6694,0.7574,,,0,,2088,1549,539,0,2,4.4144,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_latency,5,trust_weighted_fusion,0.0,0.0,0.0,20,0.0,0.0,0,71,55,,No,,8.0,12.6779,0,3,0,3,7.4863,0.8074,0.1777,0.3418,6,0,93,0,0,3,10.3333,58.25,0,3.5457,0.997,,,0,,2058,1535,523,0,2,4.3881,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_dropout,1,trust_weighted_fusion,0.0,0.0,0.0,0,0.7,0.0,0,79,140,,No,,14.667,3.4056,0,236,0,236,0.5282,0.6651,0.1432,0.0185,3,0,407,0,0,2,40.7,4.5,0,51.6571,0.8102,,,0,,70,37,33,0,2,2.1212,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_dropout,2,trust_weighted_fusion,0.0,0.0,0.0,0,0.7,0.0,0,100,114,,No,,7.4,4.1812,0,178,0,178,1.3478,0.3422,0.1275,0.0281,7,0,441,0,0,,31.5,4,0,61.357,0.3373,,,0,,134,79,55,0,2,2.4364,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_dropout,3,trust_weighted_fusion,0.0,0.0,0.0,0,0.7,0.0,0,110,138,,No,,8.663,3.062,0,285,0,285,0.3634,1.3809,0.2418,0.024,5,0,395,0,0,,30.3846,4,0,61.357,1.3809,,,0,,90,45,45,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_dropout,4,trust_weighted_fusion,0.0,0.0,0.0,0,0.7,0.0,0,63,95,,No,,7.763,3.5642,0,144,0,144,0.6938,0.5243,0.127,0.0263,6,0,410,0,0,,29.2857,4,0,61.357,0.5077,,,0,,108,58,50,0,2,2.16,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
high_dropout,5,trust_weighted_fusion,0.0,0.0,0.0,0,0.7,0.0,0,91,105,,No,,7.429,4.1947,0,181,0,181,1.0791,0.5805,0.1269,0.022,5,0,406,0,0,,33.8333,4.125,0,58.9418,0.5905,,,0,,88,47,41,0,2,2.1463,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
simultaneous_sensor_failures,1,trust_weighted_fusion,0.15,0.3,1.5,15,0.6,0.4,0,91,144,,No,,25.356,3.1989,68,252,0,320,0.3349,0.429,0.047,0.0106,2,74,403,0,0,,50.375,4,0,61.357,0.429,,,0,,40,20,20,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
simultaneous_sensor_failures,2,trust_weighted_fusion,0.15,0.3,1.5,15,0.6,0.4,0,100,167,,No,,21.4,3.2202,64,304,0,368,0.3387,,,0.0,0,66,398,0,0,,99.5,,0,,,,,0,,0,0,0,0,,,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
simultaneous_sensor_failures,3,trust_weighted_fusion,0.15,0.3,1.5,15,0.6,0.4,0,121,156,,No,,22.489,3.0942,59,331,0,390,0.3815,0.6644,0.1243,0.0107,0,66,399,0,0,,57,5,1,37.076,3.6761,,,0,,36,18,18,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
simultaneous_sensor_failures,4,trust_weighted_fusion,0.15,0.3,1.5,15,0.6,0.4,0,107,159,,No,,28.222,3.0165,54,310,0,364,0.3668,0.2503,0.12,0.0027,0,61,397,0,0,,79.4,4,0,61.357,0.2503,,,0,,10,5,5,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
simultaneous_sensor_failures,5,trust_weighted_fusion,0.15,0.3,1.5,15,0.6,0.4,0,89,151,,No,,19.217,2.9199,75,261,0,336,0.3653,0.3164,0.0813,0.0079,1,77,405,0,0,,57.8571,4,0,61.357,0.3164,,,0,,30,15,15,0,2,2,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_crossing,1,trust_weighted_fusion,0.0,0.0,0.8,0,0.0,0.0,0,59,0,,Yes,,0.0,4.5815,0,0,0,0,1.2455,0.6294,0.5074,0.3308,0,0,0,0,0,2,,109.75,0,2.1569,0.1597,,,0,,1916,1473,443,0,2,4.3251,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_crossing,2,trust_weighted_fusion,0.0,0.0,0.8,0,0.0,0.0,0,47,0,,Yes,,0.0,4.774,0,0,0,0,1.4177,0.6217,0.4971,0.3328,0,0,1,0,0,2,1,110.25,0,2.1533,0.1644,,,0,,1920,1475,445,0,2,4.3146,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_crossing,3,trust_weighted_fusion,0.0,0.0,0.8,0,0.0,0.0,0,60,0,,Yes,,0.013,4.6068,0,0,0,0,1.2721,0.6155,0.5097,0.329,0,0,2,0,0,2,1,109.25,0,2.1712,0.187,,,0,,1908,1467,441,0,2,4.3265,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_crossing,4,trust_weighted_fusion,0.0,0.0,0.8,0,0.0,0.0,0,72,0,,Yes,,0.0,4.8044,0,0,0,0,1.4612,0.6094,0.5103,0.3298,0,0,0,0,0,2,,110.25,0,2.1518,0.2036,,,0,,1920,1475,445,0,2,4.3146,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
target_crossing,5,trust_weighted_fusion,0.0,0.0,0.8,0,0.0,0.0,0,62,0,,Yes,,0.0,4.7336,0,0,0,0,1.3888,0.608,0.495,0.3313,0,0,2,0,0,2,1,110.25,0,2.1548,0.195,,,0,,1920,1475,445,0,2,4.3146,0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0
